observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
746.4600,742.5745,767.3974,700,750,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,3
738.0200,737.1367,767.3974,700,750,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,3
769.5300,735.1880,767.3974,700,750,240,30,0,2,1,10,10,4.5000,0.1000,0.6500,0,0,3
723.3100,723.9044,767.3974,700,750,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,3
723.9000,722.1060,767.3974,700,750,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,3
711.3900,711.5665,767.3974,700,750,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,3
724.3000,726.5030,767.3974,700,750,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,3
728.6400,724.8146,767.3974,700,750,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,3
715.2600,715.9022,770.0353,700,750,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,1,0,3
704.9800,711.9462,770.0353,700,750,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,1,0,3
695.8000,699.0495,770.0353,700,750,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,1,0,3
697.4000,705.2940,770.0353,700,750,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,1,0,3
707.9100,704.9031,770.0353,700,750,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,1,0,3
703.7800,711.7241,770.0353,700,750,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,1,0,3
778.1100,692.3891,770.0353,700,750,240,30,1,6,1,10,10,5.0000,0.1000,0.6500,1,0,3
704.5300,709.0997,770.0353,700,750,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,1,0,3
692.1300,707.2338,790.4644,700,750,240,30,2,0,0,10,10,4.0000,0.1000,0.6500,2,0,3
709.9000,686.4089,790.4644,700,750,240,30,2,0,0,10,10,4.0000,0.1000,0.6500,2,0,3
673.4100,688.0317,790.4644,700,750,240,30,2,0,0,10,10,4.0000,0.1000,0.6500,2,0,3
692.9600,695.1232,790.4644,700,750,240,30,2,0,0,10,10,4.0000,0.1000,0.6500,2,0,3
695.6500,689.5708,790.4644,700,750,240,30,2,0,0,10,10,4.0000,0.1000,0.6500,2,0,3
688.3300,693.4020,790.4644,700,750,240,30,2,0,0,10,10,4.0000,0.1000,0.6500,2,0,3
705.5000,715.3416,790.4644,700,750,240,30,2,0,0,10,10,4.0000,0.1000,0.6500,2,0,3
738.2000,726.6997,790.4644,700,750,240,30,2,0,0,10,10,4.0000,0.1000,0.6500,2,0,3
709.5800,713.0464,784.3618,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,3,0,3
710.3200,714.6729,784.3618,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,3,0,3
727.4400,718.7812,784.3618,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,3,0,3
775.2400,723.1962,784.3618,700,750,240,30,0,3,1,10,10,3.5000,0.1000,0.6500,3,0,3
721.0100,716.0054,784.3618,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,3,0,3
724.7600,725.3869,784.3618,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,3,0,3
707.5200,716.6212,784.3618,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,3,0,3
697.1700,710.2882,784.3618,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,3,0,3
718.4100,714.0326,777.1069,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,4,0,3
700.5400,706.4890,777.1069,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,4,0,3
694.1000,713.6274,777.1069,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,4,0,3
781.5600,700.0099,777.1069,700,750,240,30,0,3,1,10,10,4.0000,0.1000,0.6500,4,0,3
709.5400,696.5821,777.1069,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,4,0,3
710.0300,701.0073,777.1069,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,4,0,3
687.1200,695.4944,777.1069,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,4,0,3
693.5000,694.2154,777.1069,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,4,0,3
691.9600,677.7557,797.5312,700,750,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,5,0,3
667.4800,670.2544,797.5312,700,750,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,5,0,3
793.7600,662.8093,797.5312,700,750,240,30,0,2,1,10,10,3.0000,0.1000,0.6500,5,0,3
675.3800,676.3093,797.5312,700,750,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,5,0,3
671.3500,667.8637,797.5312,700,750,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,5,0,3
674.3000,683.6852,797.5312,700,750,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,5,0,3
669.0000,672.7940,797.5312,700,750,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,5,0,3
670.0100,664.2272,797.5312,700,750,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,5,0,3
677.7500,665.9486,795.0618,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,6,0,3
662.2500,662.2563,795.0618,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,6,0,3
663.8000,670.6449,795.0618,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,6,0,3
792.3300,677.0926,795.0618,700,750,240,30,0,3,1,10,10,4.0000,0.1000,0.6500,6,0,3
660.2300,666.8638,795.0618,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,6,0,3
660.6100,665.6598,795.0618,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,6,0,3
676.2800,668.5462,795.0618,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,6,0,3
632.9600,644.0199,795.0618,700,750,240,30,0,3,0,10,10,4.0000,0.1000,0.6500,6,0,3
665.7800,657.9821,776.1320,700,750,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,7,0,3
635.5600,642.5139,776.1320,700,750,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,7,0,3
775.4300,637.9875,776.1320,700,750,240,30,0,2,1,10,10,5.0000,0.1000,0.6500,7,0,3
654.3800,644.9731,776.1320,700,750,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,7,0,3
626.8800,635.3808,776.1320,700,750,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,7,0,3
647.1500,637.8473,776.1320,700,750,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,7,0,3
632.2400,645.4066,776.1320,700,750,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,7,0,3
634.4700,637.3077,776.1320,700,750,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,7,0,3
640.4400,634.7093,778.9589,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,8,0,3
669.8300,644.5407,778.9589,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,8,0,3
656.6900,655.9513,778.9589,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,8,0,3
643.7100,650.1935,778.9589,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,8,0,3
763.1000,652.3162,778.9589,700,750,240,30,0,4,1,10,10,4.5000,0.1000,0.6500,8,0,3
649.0300,650.3524,778.9589,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,8,0,3
668.9600,660.8329,778.9589,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,8,0,3
649.6500,661.2645,778.9589,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,8,0,3
675.9100,665.2284,780.3687,700,750,240,30,0,2,0,10,10,6.0000,0.1000,0.6500,9,0,3
652.2000,664.6796,780.3687,700,750,240,30,0,2,0,10,10,6.0000,0.1000,0.6500,9,0,3
778.0800,663.7403,780.3687,700,750,240,30,0,2,1,10,10,6.0000,0.1000,0.6500,9,0,3
655.8600,662.3831,780.3687,700,750,240,30,0,2,0,10,10,6.0000,0.1000,0.6500,9,0,3
669.9000,668.9288,780.3687,700,750,240,30,0,2,0,10,10,6.0000,0.1000,0.6500,9,0,3
676.1000,674.9432,780.3687,700,750,240,30,0,2,0,10,10,6.0000,0.1000,0.6500,9,0,3
683.2800,685.1857,780.3687,700,750,240,30,0,2,0,10,10,6.0000,0.1000,0.6500,9,0,3
677.7400,679.8814,780.3687,700,750,240,30,0,2,0,10,10,6.0000,0.1000,0.6500,9,0,3
672.9200,664.4459,790.6107,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,10,0,3
658.9500,669.2001,790.6107,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,10,0,3
672.7200,664.7748,790.6107,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,10,0,3
782.3700,670.9153,790.6107,700,750,240,30,0,3,1,10,10,3.5000,0.1000,0.6500,10,0,3
683.1200,666.6476,790.6107,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,10,0,3
672.1000,679.4690,790.6107,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,10,0,3
674.7100,664.7072,790.6107,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,10,0,3
649.5800,656.5881,790.6107,700,750,240,30,0,3,0,10,10,3.5000,0.1000,0.6500,10,0,3
644.8200,654.3502,800.2271,700,750,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,11,0,3
662.3000,647.4159,800.2271,700,750,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,11,0,3
644.9700,634.9076,800.2271,700,750,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,11,0,3
798.4600,635.2628,800.2271,700,750,240,30,0,3,1,10,10,5.0000,0.1000,0.6500,11,0,3
646.2200,635.7649,800.2271,700,750,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,11,0,3
608.9400,616.7240,800.2271,700,750,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,11,0,3
625.4100,610.0432,800.2271,700,750,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,11,0,3
599.6500,616.0642,800.2271,700,750,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,11,0,3
612.0500,611.0438,799.4199,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,12,0,3
592.3400,597.3947,799.4199,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,12,0,3
617.2700,618.6094,799.4199,700,750,240,30,0,4,0,10,10,4.5000,0.1000,0.6500,12,0,3
