observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
790.8000,788.5204,1005.9540,1000,1050,240,30,1,4,0,10,10,4.5000,0.1000,0.6500,0,0,1
773.9700,780.3112,1005.9540,1000,1050,240,30,1,4,0,10,10,4.5000,0.1000,0.6500,0,0,1
782.3600,791.9973,1005.9540,1000,1050,240,30,1,4,0,10,10,4.5000,0.1000,0.6500,0,0,1
768.3800,781.8663,1005.9540,1000,1050,240,30,1,4,0,10,10,4.5000,0.1000,0.6500,0,0,1
1010.3700,774.3758,1005.9540,1000,1050,240,30,1,4,1,10,10,4.5000,0.1000,0.6500,0,0,1
795.3000,790.0376,1005.9540,1000,1050,240,30,1,4,0,10,10,4.5000,0.1000,0.6500,0,0,1
780.1500,790.1476,1005.9540,1000,1050,240,30,1,4,0,10,10,4.5000,0.1000,0.6500,0,0,1
795.0100,788.4857,1005.9540,1000,1050,240,30,1,4,0,10,10,4.5000,0.1000,0.6500,0,0,1
791.9600,789.7550,993.4377,1000,1050,240,30,1,6,0,10,10,3.5000,0.1000,0.6500,1,0,1
819.5600,799.4934,993.4377,1000,1050,240,30,1,6,0,10,10,3.5000,0.1000,0.6500,1,0,1
807.4800,811.8906,993.4377,1000,1050,240,30,1,6,0,10,10,3.5000,0.1000,0.6500,1,0,1
835.0000,835.2352,993.4377,1000,1050,240,30,1,6,0,10,10,3.5000,0.1000,0.6500,1,0,1
837.2600,835.8208,993.4377,1000,1050,240,30,1,6,0,10,10,3.5000,0.1000,0.6500,1,0,1
828.3800,836.2109,993.4377,1000,1050,240,30,1,6,0,10,10,3.5000,0.1000,0.6500,1,0,1
989.9100,834.7839,993.4377,1000,1050,240,30,1,6,1,10,10,3.5000,0.1000,0.6500,1,0,1
813.1100,821.2279,993.4377,1000,1050,240,30,1,6,0,10,10,3.5000,0.1000,0.6500,1,0,1
818.6700,823.5409,996.5418,1000,1050,240,30,1,6,0,10,10,6.5000,0.1000,0.6500,2,0,1
843.9200,840.4666,996.5418,1000,1050,240,30,1,6,0,10,10,6.5000,0.1000,0.6500,2,0,1
855.8200,840.1839,996.5418,1000,1050,240,30,1,6,0,10,10,6.5000,0.1000,0.6500,2,0,1
836.3800,839.8833,996.5418,1000,1050,240,30,1,6,0,10,10,6.5000,0.1000,0.6500,2,0,1
836.8000,847.1259,996.5418,1000,1050,240,30,1,6,0,10,10,6.5000,0.1000,0.6500,2,0,1
854.3200,841.3737,996.5418,1000,1050,240,30,1,6,0,10,10,6.5000,0.1000,0.6500,2,0,1
981.9800,848.2035,996.5418,1000,1050,240,30,1,6,1,10,10,6.5000,0.1000,0.6500,2,0,1
828.0800,844.9302,996.5418,1000,1050,240,30,1,6,0,10,10,6.5000,0.1000,0.6500,2,0,1
830.6000,827.5388,984.9976,1000,1050,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,3,0,1
834.2700,832.5170,984.9976,1000,1050,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,3,0,1
833.7000,832.8276,984.9976,1000,1050,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,3,0,1
820.3000,832.2073,984.9976,1000,1050,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,3,0,1
821.2300,820.0287,984.9976,1000,1050,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,3,0,1
833.9400,816.7890,984.9976,1000,1050,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,3,0,1
994.9900,822.1758,984.9976,1000,1050,240,30,1,6,1,10,10,5.0000,0.1000,0.6500,3,0,1
845.2200,827.9048,984.9976,1000,1050,240,30,1,6,0,10,10,5.0000,0.1000,0.6500,3,0,1
831.4100,836.9642,979.0462,1000,1050,240,30,1,4,0,10,10,7.5000,0.1000,0.6500,4,0,1
841.9000,844.9217,979.0462,1000,1050,240,30,1,4,0,10,10,7.5000,0.1000,0.6500,4,0,1
838.5800,837.1587,979.0462,1000,1050,240,30,1,4,0,10,10,7.5000,0.1000,0.6500,4,0,1
856.5000,852.6151,979.0462,1000,1050,240,30,1,4,0,10,10,7.5000,0.1000,0.6500,4,0,1
985.5900,867.8970,979.0462,1000,1050,240,30,1,4,1,10,10,7.5000,0.1000,0.6500,4,0,1
860.7900,849.8968,979.0462,1000,1050,240,30,1,4,0,10,10,7.5000,0.1000,0.6500,4,0,1
854.2200,845.6300,979.0462,1000,1050,240,30,1,4,0,10,10,7.5000,0.1000,0.6500,4,0,1
827.5700,835.9158,979.0462,1000,1050,240,30,1,4,0,10,10,7.5000,0.1000,0.6500,4,0,1
832.2300,827.2726,976.7523,1000,1050,240,30,2,0,0,10,10,6.0000,0.1000,0.6500,5,0,1
847.2300,848.3996,976.7523,1000,1050,240,30,2,0,0,10,10,6.0000,0.1000,0.6500,5,0,1
856.3700,854.2895,976.7523,1000,1050,240,30,2,0,0,10,10,6.0000,0.1000,0.6500,5,0,1
863.5400,852.1102,976.7523,1000,1050,240,30,2,0,0,10,10,6.0000,0.1000,0.6500,5,0,1
864.2900,870.4411,976.7523,1000,1050,240,30,2,0,0,10,10,6.0000,0.1000,0.6500,5,0,1
878.8600,880.4016,976.7523,1000,1050,240,30,2,0,0,10,10,6.0000,0.1000,0.6500,5,0,1
901.3000,885.4800,976.7523,1000,1050,240,30,2,0,0,10,10,6.0000,0.1000,0.6500,5,0,1
880.6800,879.2335,976.7523,1000,1050,240,30,2,0,0,10,10,6.0000,0.1000,0.6500,5,0,1
897.3300,886.1158,980.1089,1000,1050,240,30,0,3,0,10,10,4.5000,0.1000,0.6500,6,0,1
892.8400,885.2209,980.1089,1000,1050,240,30,0,3,0,10,10,4.5000,0.1000,0.6500,6,0,1
881.0400,888.0811,980.1089,1000,1050,240,30,0,3,0,10,10,4.5000,0.1000,0.6500,6,0,1
990.6400,905.0094,980.1089,1000,1050,240,30,0,3,1,10,10,4.5000,0.1000,0.6500,6,0,1
900.4000,912.5390,980.1089,1000,1050,240,30,0,3,0,10,10,4.5000,0.1000,0.6500,6,0,1
915.8000,921.5319,980.1089,1000,1050,240,30,0,3,0,10,10,4.5000,0.1000,0.6500,6,0,1
922.3900,922.6959,980.1089,1000,1050,240,30,0,3,0,10,10,4.5000,0.1000,0.6500,6,0,1
912.8000,907.5779,980.1089,1000,1050,240,30,0,3,0,10,10,4.5000,0.1000,0.6500,6,0,1
915.8000,918.9722,987.7833,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
930.0800,919.2536,987.7833,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
