observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
699.8400,688.9235,754.3451,700,750,40,5,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,2
686.8400,686.3609,754.3451,700,750,40,5,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,2
748.4300,674.6135,754.3451,700,750,40,5,0,2,1,10,10,4.5000,0.1000,0.6500,0,0,2
659.8500,670.4815,754.3451,700,750,40,5,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,2
677.5300,668.1460,754.3451,700,750,40,5,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,2
657.5300,655.9910,754.3451,700,750,40,5,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,2
652.2200,657.3073,754.3451,700,750,40,5,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,2
679.0400,670.0604,754.3451,700,750,40,5,0,2,0,10,10,4.5000,0.1000,0.6500,0,0,2
672.1800,675.9976,774.5407,700,750,40,5,1,5,0,10,10,4.5000,0.1000,0.6500,1,0,2
677.2200,670.2248,774.5407,700,750,40,5,1,5,0,10,10,4.5000,0.1000,0.6500,1,0,2
650.3600,666.7715,774.5407,700,750,40,5,1,5,0,10,10,4.5000,0.1000,0.6500,1,0,2
687.4500,684.7774,774.5407,700,750,40,5,1,5,0,10,10,4.5000,0.1000,0.6500,1,0,2
677.5900,682.0516,774.5407,700,750,40,5,1,5,0,10,10,4.5000,0.1000,0.6500,1,0,2
781.3900,703.2227,774.5407,700,750,40,5,1,5,1,10,10,4.5000,0.1000,0.6500,1,0,2
718.9300,709.6078,774.5407,700,750,40,5,1,5,0,10,10,4.5000,0.1000,0.6500,1,0,2
719.0200,703.0666,774.5407,700,750,40,5,1,5,0,10,10,4.5000,0.1000,0.6500,1,0,2
683.9600,695.8059,771.2893,700,750,40,5,1,5,0,10,10,7.5000,0.1000,0.6500,2,0,2
686.2400,697.0171,771.2893,700,750,40,5,1,5,0,10,10,7.5000,0.1000,0.6500,2,0,2
692.7400,695.7041,771.2893,700,750,40,5,1,5,0,10,10,7.5000,0.1000,0.6500,2,0,2
711.9200,702.8577,771.2893,700,750,40,5,1,5,0,10,10,7.5000,0.1000,0.6500,2,0,2
706.2700,701.1142,771.2893,700,750,40,5,1,5,0,10,10,7.5000,0.1000,0.6500,2,0,2
759.6800,696.4647,771.2893,700,750,40,5,1,5,1,10,10,7.5000,0.1000,0.6500,2,0,2
710.7400,703.7511,771.2893,700,750,40,5,1,5,0,10,10,7.5000,0.1000,0.6500,2,0,2
681.3700,689.0350,771.2893,700,750,40,5,1,5,0,10,10,7.5000,0.1000,0.6500,2,0,2
680.4600,679.8370,752.1893,700,750,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,3,0,2
656.5600,685.7810,752.1893,700,750,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,3,0,2
693.3700,696.4595,752.1893,700,750,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,3,0,2
709.7400,707.0863,752.1893,700,750,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,3,0,2
705.0800,709.5609,752.1893,700,750,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,3,0,2
705.9000,713.7348,752.1893,700,750,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,3,0,2
754.4000,719.3658,752.1893,700,750,40,5,1,6,1,10,10,5.5000,0.1000,0.6500,3,0,2
717.8300,711.5192,752.1893,700,750,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,3,0,2
724.2000,716.5166,750.7850,700,750,40,5,2,0,0,10,10,7.0000,0.1000,0.6500,4,0,2
711.7000,718.3841,750.7850,700,750,40,5,2,0,0,10,10,7.0000,0.1000,0.6500,4,0,2
716.4500,716.9763,750.7850,700,750,40,5,2,0,0,10,10,7.0000,0.1000,0.6500,4,0,2
716.4900,727.9600,750.7850,700,750,40,5,2,0,0,10,10,7.0000,0.1000,0.6500,4,0,2
729.9400,728.3206,750.7850,700,750,40,5,2,0,0,10,10,7.0000,0.1000,0.6500,4,0,2
695.0000,716.4276,750.7850,700,750,40,5,2,0,0,10,10,7.0000,0.1000,0.6500,4,0,2
698.9900,694.3933,750.7850,700,750,40,5,2,0,0,10,10,7.0000,0.1000,0.6500,4,0,2
709.8700,707.7897,750.7850,700,750,40,5,2,0,0,10,10,7.0000,0.1000,0.6500,4,0,2
716.2500,709.3585,735.7722,700,750,40,5,0,2,0,10,10,3.5000,0.1000,0.6500,5,0,2
720.0000,711.2212,735.7722,700,750,40,5,0,2,0,10,10,3.5000,0.1000,0.6500,5,0,2
734.8400,714.3309,735.7722,700,750,40,5,0,2,1,10,10,3.5000,0.1000,0.6500,5,0,2
727.9900,720.0334,735.7722,700,750,40,5,0,2,0,10,10,3.5000,0.1000,0.6500,5,0,2
741.6700,739.3412,735.7722,700,750,40,5,0,2,0,10,10,3.5000,0.1000,0.6500,5,0,2
742.5700,740.3783,735.7722,700,750,40,5,0,2,0,10,10,3.5000,0.1000,0.6500,5,0,2
727.5400,724.2499,735.7722,700,750,40,5,0,2,0,10,10,3.5000,0.1000,0.6500,5,0,2
711.8700,715.0180,735.7722,700,750,40,5,0,2,0,10,10,3.5000,0.1000,0.6500,5,0,2
694.4500,716.1388,741.2938,700,750,40,5,0,4,0,10,10,3.0000,0.1000,0.6500,6,0,2
702.8600,706.4862,741.2938,700,750,40,5,0,4,0,10,10,3.0000,0.1000,0.6500,6,0,2
700.5700,708.4249,741.2938,700,750,40,5,0,4,0,10,10,3.0000,0.1000,0.6500,6,0,2
705.8000,710.2765,741.2938,700,750,40,5,0,4,0,10,10,3.0000,0.1000,0.6500,6,0,2
736.8000,709.2597,741.2938,700,750,40,5,0,4,1,10,10,3.0000,0.1000,0.6500,6,0,2
719.5000,701.7160,741.2938,700,750,40,5,0,4,0,10,10,3.0000,0.1000,0.6500,6,0,2
676.9300,685.5451,741.2938,700,750,40,5,0,4,0,10,10,3.0000,0.1000,0.6500,6,0,2
697.2300,693.7332,741.2938,700,750,40,5,0,4,0,10,10,3.0000,0.1000,0.6500,6,0,2
684.9400,693.5473,740.1388,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,7,0,2
693.8800,686.1136,740.1388,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,7,0,2
742.2500,695.9073,740.1388,700,750,40,5,0,2,1,10,10,5.5000,0.1000,0.6500,7,0,2
