observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
828.8100,850.2466,1065.9043,1000,1050,160,20,0,4,0,10,10,4.5000,0.1000,0.6500,0,0,4
855.0600,850.2480,1065.9043,1000,1050,160,20,0,4,0,10,10,4.5000,0.1000,0.6500,0,0,4
852.6000,855.3283,1065.9043,1000,1050,160,20,0,4,0,10,10,4.5000,0.1000,0.6500,0,0,4
843.5900,846.4687,1065.9043,1000,1050,160,20,0,4,0,10,10,4.5000,0.1000,0.6500,0,0,4
1069.3500,855.8491,1065.9043,1000,1050,160,20,0,4,1,10,10,4.5000,0.1000,0.6500,0,0,4
871.0200,868.7687,1065.9043,1000,1050,160,20,0,4,0,10,10,4.5000,0.1000,0.6500,0,0,4
842.2500,858.8685,1065.9043,1000,1050,160,20,0,4,0,10,10,4.5000,0.1000,0.6500,0,0,4
846.3200,847.8342,1065.9043,1000,1050,160,20,0,4,0,10,10,4.5000,0.1000,0.6500,0,0,4
841.8500,865.4485,1062.4318,1000,1050,160,20,0,4,0,10,10,3.0000,0.1000,0.6500,1,0,4
864.3100,858.9315,1062.4318,1000,1050,160,20,0,4,0,10,10,3.0000,0.1000,0.6500,1,0,4
872.9800,867.8956,1062.4318,1000,1050,160,20,0,4,0,10,10,3.0000,0.1000,0.6500,1,0,4
877.9900,871.2386,1062.4318,1000,1050,160,20,0,4,0,10,10,3.0000,0.1000,0.6500,1,0,4
1065.0800,849.8343,1062.4318,1000,1050,160,20,0,4,1,10,10,3.0000,0.1000,0.6500,1,0,4
875.8000,865.5224,1062.4318,1000,1050,160,20,0,4,0,10,10,3.0000,0.1000,0.6500,1,0,4
867.4000,868.0397,1062.4318,1000,1050,160,20,0,4,0,10,10,3.0000,0.1000,0.6500,1,0,4
866.6600,871.2137,1062.4318,1000,1050,160,20,0,4,0,10,10,3.0000,0.1000,0.6500,1,0,4
