observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
951.3500,948.7373,1062.2079,1000,1050,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,0,0,5
951.4000,953.8000,1062.2079,1000,1050,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,0,0,5
1076.9900,942.2488,1062.2079,1000,1050,40,5,0,2,1,10,10,5.5000,0.1000,0.6500,0,0,5
934.5100,932.3079,1062.2079,1000,1050,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,0,0,5
931.2600,925.7205,1062.2079,1000,1050,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,0,0,5
933.3500,944.6701,1062.2079,1000,1050,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,0,0,5
960.9800,948.8671,1062.2079,1000,1050,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,0,0,5
940.6700,945.6533,1062.2079,1000,1050,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,0,0,5
942.0700,958.5151,1065.9333,1000,1050,40,5,1,5,0,10,10,7.0000,0.1000,0.6500,1,0,5
950.5400,959.0082,1065.9333,1000,1050,40,5,1,5,0,10,10,7.0000,0.1000,0.6500,1,0,5
966.3700,969.4343,1065.9333,1000,1050,40,5,1,5,0,10,10,7.0000,0.1000,0.6500,1,0,5
966.0900,965.7561,1065.9333,1000,1050,40,5,1,5,0,10,10,7.0000,0.1000,0.6500,1,0,5
963.7100,964.0505,1065.9333,1000,1050,40,5,1,5,0,10,10,7.0000,0.1000,0.6500,1,0,5
1061.0500,953.2250,1065.9333,1000,1050,40,5,1,5,1,10,10,7.0000,0.1000,0.6500,1,0,5
940.8300,955.8335,1065.9333,1000,1050,40,5,1,5,0,10,10,7.0000,0.1000,0.6500,1,0,5
954.8200,944.4293,1065.9333,1000,1050,40,5,1,5,0,10,10,7.0000,0.1000,0.6500,1,0,5
933.7400,936.0987,1056.5408,1000,1050,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,2,0,5
945.8400,945.5129,1056.5408,1000,1050,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,2,0,5
952.8200,943.8926,1056.5408,1000,1050,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,2,0,5
961.1900,944.6594,1056.5408,1000,1050,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,2,0,5
940.4800,951.7258,1056.5408,1000,1050,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,2,0,5
958.7600,954.9141,1056.5408,1000,1050,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,2,0,5
1046.0400,953.1795,1056.5408,1000,1050,40,5,1,6,1,10,10,5.5000,0.1000,0.6500,2,0,5
941.2900,949.9595,1056.5408,1000,1050,40,5,1,6,0,10,10,5.5000,0.1000,0.6500,2,0,5
943.4600,945.2743,1060.4342,1000,1050,40,5,1,6,0,10,10,6.5000,0.1000,0.6500,3,0,5
949.2300,959.6713,1060.4342,1000,1050,40,5,1,6,0,10,10,6.5000,0.1000,0.6500,3,0,5
955.8000,964.4314,1060.4342,1000,1050,40,5,1,6,0,10,10,6.5000,0.1000,0.6500,3,0,5
965.0000,961.4827,1060.4342,1000,1050,40,5,1,6,0,10,10,6.5000,0.1000,0.6500,3,0,5
962.2700,966.0179,1060.4342,1000,1050,40,5,1,6,0,10,10,6.5000,0.1000,0.6500,3,0,5
985.1200,980.6598,1060.4342,1000,1050,40,5,1,6,0,10,10,6.5000,0.1000,0.6500,3,0,5
1054.6800,975.9553,1060.4342,1000,1050,40,5,1,6,1,10,10,6.5000,0.1000,0.6500,3,0,5
988.1300,998.1987,1060.4342,1000,1050,40,5,1,6,0,10,10,6.5000,0.1000,0.6500,3,0,5
991.7700,992.2207,1045.7302,1000,1050,40,5,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,5
1006.2800,1001.2107,1045.7302,1000,1050,40,5,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,5
1014.9500,1007.5898,1045.7302,1000,1050,40,5,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,5
987.9800,996.1635,1045.7302,1000,1050,40,5,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,5
1057.5900,986.4743,1045.7302,1000,1050,40,5,1,4,1,10,10,3.0000,0.1000,0.6500,4,0,5
983.1700,985.7554,1045.7302,1000,1050,40,5,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,5
988.4400,986.9942,1045.7302,1000,1050,40,5,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,5
962.4200,986.8375,1045.7302,1000,1050,40,5,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,5
989.8800,992.4033,1048.9325,1000,1050,40,5,1,4,0,10,10,5.0000,0.1000,0.6500,5,0,5
975.2100,982.1191,1048.9325,1000,1050,40,5,1,4,0,10,10,5.0000,0.1000,0.6500,5,0,5
997.5000,992.2429,1048.9325,1000,1050,40,5,1,4,0,10,10,5.0000,0.1000,0.6500,5,0,5
