observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,ITI,duration_tones,ISI,trial_n,run_n,session_n
1537.4382,1569.7197,1567.6621,700,750,40,40,1,4,0,10,10,-32.2815,3.5000,0.1000,0.6500,5,0,2
1573.2556,1572.1132,1580.1478,700,750,40,40,1,4,0,10,10,1.1424,3.5000,0.1000,0.6500,5,0,2
1551.6734,1558.5229,1575.7218,700,750,40,40,1,4,0,10,10,-6.8495,3.5000,0.1000,0.6500,5,0,2
1590.0818,1567.9868,1571.6263,700,750,40,40,1,4,0,10,10,22.0950,3.5000,0.1000,0.6500,5,0,2
1595.6697,1547.3230,1595.9063,700,750,40,40,1,4,1,10,10,-0.2366,3.5000,0.1000,0.6500,5,0,2
1547.8411,1553.3855,1608.6948,700,750,40,40,1,4,0,10,10,-5.5444,3.5000,0.1000,0.6500,5,0,2
1547.6232,1556.4083,1604.7444,700,750,40,40,1,4,0,10,10,-8.7852,3.5000,0.1000,0.6500,5,0,2
1592.4835,1590.0147,1601.0231,700,750,40,40,1,4,0,10,10,2.4689,3.5000,0.1000,0.6500,5,0,2
1487.7137,1478.2049,1526.6094,700,750,40,40,1,6,0,10,10,9.5089,3.5000,0.1000,0.6500,6,0,2
1475.4999,1488.9439,1517.7376,700,750,40,40,1,6,0,10,10,-13.4441,3.5000,0.1000,0.6500,6,0,2
1471.2036,1477.0328,1511.8765,700,750,40,40,1,6,0,10,10,-5.8292,3.5000,0.1000,0.6500,6,0,2
1464.0377,1486.3316,1485.4674,700,750,40,40,1,6,0,10,10,-22.2939,3.5000,0.1000,0.6500,6,0,2
1481.6403,1480.6900,1477.6918,700,750,40,40,1,6,0,10,10,0.9502,3.5000,0.1000,0.6500,6,0,2
1471.0712,1469.1556,1476.5212,700,750,40,40,1,6,0,10,10,1.9156,3.5000,0.1000,0.6500,6,0,2
1462.8986,1462.6181,1463.1874,700,750,40,40,1,6,1,10,10,-0.2888,3.5000,0.1000,0.6500,6,0,2
1487.5256,1474.8493,1445.2178,700,750,40,40,1,6,0,10,10,12.6763,3.5000,0.1000,0.6500,6,0,2
1413.7166,1428.5685,1494.0266,700,750,40,40,2,0,0,10,10,-14.8519,5.5000,0.1000,0.6500,7,0,2
1440.8661,1432.4521,1488.5856,700,750,40,40,2,0,0,10,10,8.4140,5.5000,0.1000,0.6500,7,0,2
1404.8375,1421.2341,1488.2008,700,750,40,40,2,0,0,10,10,-16.3966,5.5000,0.1000,0.6500,7,0,2
1435.2009,1414.1199,1473.1951,700,750,40,40,2,0,0,10,10,21.0810,5.5000,0.1000,0.6500,7,0,2
1400.3490,1408.1695,1483.8119,700,750,40,40,2,0,0,10,10,-7.8205,5.5000,0.1000,0.6500,7,0,2
1390.1410,1396.2991,1484.2138,700,750,40,40,2,0,0,10,10,-6.1581,5.5000,0.1000,0.6500,7,0,2
1422.2963,1416.3644,1480.5510,700,750,40,40,2,0,0,10,10,5.9319,5.5000,0.1000,0.6500,7,0,2
1446.0691,1429.1072,1471.9727,700,750,40,40,2,0,0,10,10,16.9620,5.5000,0.1000,0.6500,7,0,2
1594.4849,1594.2947,1437.7350,700,750,40,40,0,3,0,10,10,0.1902,5.5000,0.1000,0.6500,8,0,2
1610.1498,1585.9493,1454.7853,700,750,40,40,0,3,0,10,10,24.2005,5.5000,0.1000,0.6500,8,0,2
1591.4978,1598.0525,1454.5251,700,750,40,40,0,3,0,10,10,-6.5548,5.5000,0.1000,0.6500,8,0,2
1466.9981,1581.3965,1465.0808,700,750,40,40,0,3,1,10,10,1.9173,5.5000,0.1000,0.6500,8,0,2
1616.3749,1591.0314,1472.9831,700,750,40,40,0,3,0,10,10,25.3434,5.5000,0.1000,0.6500,8,0,2
1597.2682,1598.2909,1482.2321,700,750,40,40,0,3,0,10,10,-1.0227,5.5000,0.1000,0.6500,8,0,2
1595.9061,1596.8988,1456.5918,700,750,40,40,0,3,0,10,10,-0.9926,5.5000,0.1000,0.6500,8,0,2
1596.9039,1601.7907,1436.9782,700,750,40,40,0,3,0,10,10,-4.8868,5.5000,0.1000,0.6500,8,0,2
1560.2113,1564.0008,1467.7103,700,750,40,40,2,0,0,10,10,-3.7895,5.0000,0.1000,0.6500,9,0,2
1567.2536,1565.6322,1451.6720,700,750,40,40,2,0,0,10,10,1.6213,5.0000,0.1000,0.6500,9,0,2
1565.7560,1557.3520,1450.9311,700,750,40,40,2,0,0,10,10,8.4041,5.0000,0.1000,0.6500,9,0,2
1552.7684,1566.8093,1444.8699,700,750,40,40,2,0,0,10,10,-14.0409,5.0000,0.1000,0.6500,9,0,2
1551.9184,1560.8716,1434.1489,700,750,40,40,2,0,0,10,10,-8.9532,5.0000,0.1000,0.6500,9,0,2
1576.5898,1565.1138,1429.5106,700,750,40,40,2,0,0,10,10,11.4760,5.0000,0.1000,0.6500,9,0,2
1582.4281,1568.8422,1422.4332,700,750,40,40,2,0,0,10,10,13.5859,5.0000,0.1000,0.6500,9,0,2
1552.9021,1558.2517,1416.6491,700,750,40,40,2,0,0,10,10,-5.3495,5.0000,0.1000,0.6500,9,0,2
1612.6218,1602.9619,1615.7889,700,750,40,40,1,6,0,10,10,9.6599,3.5000,0.1000,0.6500,10,0,2
1610.1282,1602.5259,1617.4016,700,750,40,40,1,6,0,10,10,7.6024,3.5000,0.1000,0.6500,10,0,2
1588.5607,1597.7837,1612.9063,700,750,40,40,1,6,0,10,10,-9.2230,3.5000,0.1000,0.6500,10,0,2
1597.6779,1602.9962,1626.0541,700,750,40,40,1,6,0,10,10,-5.3183,3.5000,0.1000,0.6500,10,0,2
1606.9147,1602.5971,1626.1512,700,750,40,40,1,6,0,10,10,4.3177,3.5000,0.1000,0.6500,10,0,2
1602.4880,1601.7219,1613.2463,700,750,40,40,1,6,0,10,10,0.7661,3.5000,0.1000,0.6500,10,0,2
1615.9396,1606.5643,1616.5538,700,750,40,40,1,6,1,10,10,-0.6141,3.5000,0.1000,0.6500,10,0,2
1604.5144,1599.3788,1622.2881,700,750,40,40,1,6,0,10,10,5.1356,3.5000,0.1000,0.6500,10,0,2
1527.7385,1529.0526,1560.2787,700,750,40,40,2,0,0,10,10,-1.3141,4.0000,0.1000,0.6500,11,0,2
1513.6000,1513.1121,1554.0733,700,750,40,40,2,0,0,10,10,0.4879,4.0000,0.1000,0.6500,11,0,2
1525.9601,1525.0703,1555.4926,700,750,40,40,2,0,0,10,10,0.8898,4.0000,0.1000,0.6500,11,0,2
1531.4724,1534.4326,1552.9919,700,750,40,40,2,0,0,10,10,-2.9602,4.0000,0.1000,0.6500,11,0,2
1523.4292,1535.6369,1554.6808,700,750,40,40,2,0,0,10,10,-12.2077,4.0000,0.1000,0.6500,11,0,2
1529.2421,1524.0125,1552.4118,700,750,40,40,2,0,0,10,10,5.2296,4.0000,0.1000,0.6500,11,0,2
1511.4844,1511.7542,1551.2480,700,750,40,40,2,0,0,10,10,-0.2698,4.0000,0.1000,0.6500,11,0,2
1513.0184,1514.6106,1560.2897,700,750,40,40,2,0,0,10,10,-1.5922,4.0000,0.1000,0.6500,11,0,2
1475.6395,1467.0413,1444.6212,700,750,40,40,1,5,0,10,10,8.5982,3.0000,0.1000,0.6500,12,0,2
1478.8945,1470.0538,1445.2291,700,750,40,40,1,5,0,10,10,8.8407,3.0000,0.1000,0.6500,12,0,2
1471.8961,1457.9144,1442.4387,700,750,40,40,1,5,0,10,10,13.9817,3.0000,0.1000,0.6500,12,0,2
1464.6411,1466.4747,1452.3799,700,750,40,40,1,5,0,10,10,-1.8336,3.0000,0.1000,0.6500,12,0,2
1467.5504,1461.1971,1467.8606,700,750,40,40,1,5,0,10,10,6.3533,3.0000,0.1000,0.6500,12,0,2
1451.9217,1447.8858,1459.1819,700,750,40,40,1,5,1,10,10,-7.2602,3.0000,0.1000,0.6500,12,0,2
1448.7636,1448.6722,1462.6933,700,750,40,40,1,5,0,10,10,0.0914,3.0000,0.1000,0.6500,12,0,2
1450.6241,1450.4034,1457.5747,700,750,40,40,1,5,0,10,10,0.2207,3.0000,0.1000,0.6500,12,0,2
1498.9518,1479.8271,1635.4107,700,750,40,40,1,6,0,10,10,19.1247,6.0000,0.1000,0.6500,13,0,2
1491.9129,1481.4656,1634.7665,700,750,40,40,1,6,0,10,10,10.4474,6.0000,0.1000,0.6500,13,0,2
1481.8484,1488.7047,1640.2842,700,750,40,40,1,6,0,10,10,-6.8564,6.0000,0.1000,0.6500,13,0,2
1495.3689,1488.0678,1628.8730,700,750,40,40,1,6,0,10,10,7.3011,6.0000,0.1000,0.6500,13,0,2
1495.5700,1483.1292,1637.5894,700,750,40,40,1,6,0,10,10,12.4409,6.0000,0.1000,0.6500,13,0,2
1495.3921,1495.0934,1649.0813,700,750,40,40,1,6,0,10,10,0.2987,6.0000,0.1000,0.6500,13,0,2
1645.5717,1509.4854,1668.0696,700,750,40,40,1,6,1,10,10,-22.4979,6.0000,0.1000,0.6500,13,0,2
1492.6287,1501.8437,1677.4395,700,750,40,40,1,6,0,10,10,-9.2150,6.0000,0.1000,0.6500,13,0,2
1553.4328,1545.0725,1452.7293,700,750,40,40,1,5,0,10,10,8.3602,6.0000,0.1000,0.6500,14,0,2
1556.8744,1551.5046,1451.1614,700,750,40,40,1,5,0,10,10,5.3698,6.0000,0.1000,0.6500,14,0,2
1556.2855,1553.6966,1454.5668,700,750,40,40,1,5,0,10,10,2.5889,6.0000,0.1000,0.6500,14,0,2
1530.7629,1524.7100,1441.1665,700,750,40,40,1,5,0,10,10,6.0528,6.0000,0.1000,0.6500,14,0,2
1510.6535,1528.6353,1442.8366,700,750,40,40,1,5,0,10,10,-17.9818,6.0000,0.1000,0.6500,14,0,2
1458.4488,1528.1080,1454.0086,700,750,40,40,1,5,1,10,10,4.4402,6.0000,0.1000,0.6500,14,0,2
1555.4793,1551.1986,1449.3228,700,750,40,40,1,5,0,10,10,4.2807,6.0000,0.1000,0.6500,14,0,2
1541.0916,1541.4989,1460.9925,700,750,40,40,1,5,0,10,10,-0.4072,6.0000,0.1000,0.6500,14,0,2
1578.6422,1567.1494,1588.7740,700,750,40,40,1,5,0,10,10,11.4928,4.5000,0.1000,0.6500,15,0,2
1566.7097,1567.2151,1601.8024,700,750,40,40,1,5,0,10,10,-0.5054,4.5000,0.1000,0.6500,15,0,2
1568.2142,1567.5949,1609.5163,700,750,40,40,1,5,0,10,10,0.6193,4.5000,0.1000,0.6500,15,0,2
1545.6942,1557.0155,1616.3528,700,750,40,40,1,5,0,10,10,-11.3214,4.5000,0.1000,0.6500,15,0,2
1562.8005,1567.8275,1625.9516,700,750,40,40,1,5,0,10,10,-5.0270,4.5000,0.1000,0.6500,15,0,2
1657.5875,1566.1787,1639.0231,700,750,40,40,1,5,1,10,10,18.5644,4.5000,0.1000,0.6500,15,0,2
1578.9448,1565.6518,1658.2514,700,750,40,40,1,5,0,10,10,13.2930,4.5000,0.1000,0.6500,15,0,2
1577.6337,1584.6924,1675.0800,700,750,40,40,1,5,0,10,10,-7.0587,4.5000,0.1000,0.6500,15,0,2
1499.1364,1487.2218,1425.5962,700,750,40,40,2,0,0,10,10,11.9146,6.0000,0.1000,0.6500,16,0,2
1482.6682,1478.6792,1419.9743,700,750,40,40,2,0,0,10,10,3.9889,6.0000,0.1000,0.6500,16,0,2
1486.4876,1498.1224,1425.3426,700,750,40,40,2,0,0,10,10,-11.6348,6.0000,0.1000,0.6500,16,0,2
1505.4836,1500.9567,1419.7539,700,750,40,40,2,0,0,10,10,4.5269,6.0000,0.1000,0.6500,16,0,2
1517.1249,1500.5352,1418.3630,700,750,40,40,2,0,0,10,10,16.5896,6.0000,0.1000,0.6500,16,0,2
1497.8384,1489.3304,1406.4762,700,750,40,40,2,0,0,10,10,8.5080,6.0000,0.1000,0.6500,16,0,2
1496.3758,1501.7975,1417.3527,700,750,40,40,2,0,0,10,10,-5.4216,6.0000,0.1000,0.6500,16,0,2
1478.7388,1494.5238,1416.8804,700,750,40,40,2,0,0,10,10,-15.7849,6.0000,0.1000,0.6500,16,0,2
1473.0204,1469.0799,1656.7917,700,750,40,40,0,2,0,10,10,3.9406,5.5000,0.1000,0.6500,17,0,2
1476.4335,1462.8315,1665.2310,700,750,40,40,0,2,0,10,10,13.6019,5.5000,0.1000,0.6500,17,0,2
1656.5357,1455.9829,1664.8505,700,750,40,40,0,2,1,10,10,-8.3148,5.5000,0.1000,0.6500,17,0,2
1450.0257,1456.6588,1659.9172,700,750,40,40,0,2,0,10,10,-6.6331,5.5000,0.1000,0.6500,17,0,2
1452.2448,1455.1483,1673.8250,700,750,40,40,0,2,0,10,10,-2.9035,5.5000,0.1000,0.6500,17,0,2
1468.6629,1464.9943,1669.6727,700,750,40,40,0,2,0,10,10,3.6686,5.5000,0.1000,0.6500,17,0,2
1472.0366,1477.6548,1659.0809,700,750,40,40,0,2,0,10,10,-5.6182,5.5000,0.1000,0.6500,17,0,2
1475.2791,1476.5257,1653.4279,700,750,40,40,0,2,0,10,10,-1.2466,5.5000,0.1000,0.6500,17,0,2
1607.9085,1603.7507,1501.5161,700,750,40,40,1,4,0,10,10,4.1578,7.5000,0.1000,0.6500,18,0,2
1599.8099,1604.4853,1504.4441,700,750,40,40,1,4,0,10,10,-4.6754,7.5000,0.1000,0.6500,18,0,2
1600.1393,1609.5607,1501.5798,700,750,40,40,1,4,0,10,10,-9.4214,7.5000,0.1000,0.6500,18,0,2
1614.7441,1626.6755,1516.0580,700,750,40,40,1,4,0,10,10,-11.9313,7.5000,0.1000,0.6500,18,0,2
1486.8342,1612.7244,1500.1842,700,750,40,40,1,4,1,10,10,-13.3500,7.5000,0.1000,0.6500,18,0,2
1633.7267,1625.8434,1508.0763,700,750,40,40,1,4,0,10,10,7.8832,7.5000,0.1000,0.6500,18,0,2
1633.6220,1636.0460,1523.7795,700,750,40,40,1,4,0,10,10,-2.4240,7.5000,0.1000,0.6500,18,0,2
1653.9263,1645.4152,1519.5977,700,750,40,40,1,4,0,10,10,8.5111,7.5000,0.1000,0.6500,18,0,2
1631.9058,1621.3608,1650.3066,700,750,40,40,0,2,0,10,10,10.5450,5.0000,0.1000,0.6500,19,0,2
1639.2747,1625.3860,1657.4297,700,750,40,40,0,2,0,10,10,13.8887,5.0000,0.1000,0.6500,19,0,2
1646.0454,1626.5951,1651.9211,700,750,40,40,0,2,1,10,10,-5.8758,5.0000,0.1000,0.6500,19,0,2
1636.1432,1638.8275,1664.1692,700,750,40,40,0,2,0,10,10,-2.6843,5.0000,0.1000,0.6500,19,0,2
1654.5061,1647.1295,1681.1851,700,750,40,40,0,2,0,10,10,7.3765,5.0000,0.1000,0.6500,19,0,2
1636.0602,1641.8493,1710.3695,700,750,40,40,0,2,0,10,10,-5.7891,5.0000,0.1000,0.6500,19,0,2
1638.9064,1629.7962,1724.1181,700,750,40,40,0,2,0,10,10,9.1102,5.0000,0.1000,0.6500,19,0,2
1633.7752,1626.5649,1721.3694,700,750,40,40,0,2,0,10,10,7.2103,5.0000,0.1000,0.6500,19,0,2
1434.3660,1439.7212,1528.5962,700,750,40,40,1,4,0,10,10,-5.3552,3.5000,0.1000,0.6500,20,0,2
1445.7488,1453.9358,1511.7255,700,750,40,40,1,4,0,10,10,-8.1870,3.5000,0.1000,0.6500,20,0,2
1449.1541,1451.8712,1507.4051,700,750,40,40,1,4,0,10,10,-2.7172,3.5000,0.1000,0.6500,20,0,2
1467.4414,1441.2450,1517.1020,700,750,40,40,1,4,0,10,10,26.1964,3.5000,0.1000,0.6500,20,0,2
1518.4692,1422.3711,1510.1948,700,750,40,40,1,4,1,10,10,8.2744,3.5000,0.1000,0.6500,20,0,2
1413.8746,1411.6410,1515.5201,700,750,40,40,1,4,0,10,10,2.2336,3.5000,0.1000,0.6500,20,0,2
1409.8497,1401.6295,1547.4036,700,750,40,40,1,4,0,10,10,8.2202,3.5000,0.1000,0.6500,20,0,2
1401.4903,1409.1630,1542.7168,700,750,40,40,1,4,0,10,10,-7.6726,3.5000,0.1000,0.6500,20,0,2
1381.5467,1403.0061,1475.3942,700,750,40,40,1,4,0,10,10,-21.4594,3.5000,0.1000,0.6500,21,0,2
1401.6626,1405.6292,1490.1427,700,750,40,40,1,4,0,10,10,-3.9666,3.5000,0.1000,0.6500,21,0,2
1411.3042,1396.0535,1481.7128,700,750,40,40,1,4,0,10,10,15.2507,3.5000,0.1000,0.6500,21,0,2
1403.4147,1393.4122,1482.8959,700,750,40,40,1,4,0,10,10,10.0025,3.5000,0.1000,0.6500,21,0,2
1489.4668,1381.8314,1478.4076,700,750,40,40,1,4,1,10,10,11.0592,3.5000,0.1000,0.6500,21,0,2
1370.4764,1383.1966,1477.8545,700,750,40,40,1,4,0,10,10,-12.7202,3.5000,0.1000,0.6500,21,0,2
1405.5789,1391.1372,1460.4790,700,750,40,40,1,4,0,10,10,14.4416,3.5000,0.1000,0.6500,21,0,2
1396.3991,1400.4062,1445.6100,700,750,40,40,1,4,0,10,10,-4.0071,3.5000,0.1000,0.6500,21,0,2
1450.8811,1455.5475,1452.3225,700,750,40,40,1,5,0,10,10,-4.6664,5.5000,0.1000,0.6500,22,0,2
1465.1439,1462.0998,1458.4123,700,750,40,40,1,5,0,10,10,3.0441,5.5000,0.1000,0.6500,22,0,2
1471.7608,1459.4736,1471.8401,700,750,40,40,1,5,0,10,10,12.2872,5.5000,0.1000,0.6500,22,0,2
1418.8317,1438.1471,1465.9861,700,750,40,40,1,5,0,10,10,-19.3154,5.5000,0.1000,0.6500,22,0,2
1444.6343,1435.2122,1457.7383,700,750,40,40,1,5,0,10,10,9.4221,5.5000,0.1000,0.6500,22,0,2
1443.7440,1427.8685,1445.6483,700,750,40,40,1,5,1,10,10,-1.9043,5.5000,0.1000,0.6500,22,0,2
1429.9098,1420.3826,1451.1959,700,750,40,40,1,5,0,10,10,9.5272,5.5000,0.1000,0.6500,22,0,2
1407.8994,1425.5842,1444.0252,700,750,40,40,1,5,0,10,10,-17.6848,5.5000,0.1000,0.6500,22,0,2
1548.3909,1539.2826,1437.5335,700,750,40,40,1,6,0,10,10,9.1083,6.0000,0.1000,0.6500,23,0,2
1533.3165,1530.0556,1426.9630,700,750,40,40,1,6,0,10,10,3.2609,6.0000,0.1000,0.6500,23,0,2
1535.8901,1527.8692,1431.8216,700,750,40,40,1,6,0,10,10,8.0208,6.0000,0.1000,0.6500,23,0,2
1531.9602,1543.8075,1412.3799,700,750,40,40,1,6,0,10,10,-11.8473,6.0000,0.1000,0.6500,23,0,2
1540.9634,1542.1345,1418.0594,700,750,40,40,1,6,0,10,10,-1.1711,6.0000,0.1000,0.6500,23,0,2
1529.3867,1529.7570,1423.2495,700,750,40,40,1,6,0,10,10,-0.3702,6.0000,0.1000,0.6500,23,0,2
1423.2573,1523.2562,1420.6469,700,750,40,40,1,6,1,10,10,2.6104,6.0000,0.1000,0.6500,23,0,2
1519.2871,1524.7363,1397.0083,700,750,40,40,1,6,0,10,10,-5.4492,6.0000,0.1000,0.6500,23,0,2
1476.6332,1495.6395,1477.1141,700,750,40,40,1,6,0,10,10,-19.0062,3.5000,0.1000,0.6500,24,0,2
1496.7932,1508.7222,1482.4511,700,750,40,40,1,6,0,10,10,-11.9290,3.5000,0.1000,0.6500,24,0,2
1502.2656,1504.3216,1481.9447,700,750,40,40,1,6,0,10,10,-2.0560,3.5000,0.1000,0.6500,24,0,2
1500.8803,1507.5838,1484.4087,700,750,40,40,1,6,0,10,10,-6.7036,3.5000,0.1000,0.6500,24,0,2
1500.4382,1499.3619,1496.2153,700,750,40,40,1,6,0,10,10,1.0762,3.5000,0.1000,0.6500,24,0,2
1485.1810,1494.7600,1490.0473,700,750,40,40,1,6,0,10,10,-9.5790,3.5000,0.1000,0.6500,24,0,2
1504.4202,1484.6871,1491.4303,700,750,40,40,1,6,1,10,10,12.9899,3.5000,0.1000,0.6500,24,0,2
1476.4463,1480.7816,1490.7768,700,750,40,40,1,6,0,10,10,-4.3354,3.5000,0.1000,0.6500,24,0,2
1583.9424,1590.1593,1452.1097,700,750,40,40,1,6,0,10,10,-6.2169,7.0000,0.1000,0.6500,25,0,2
1578.7783,1592.0236,1444.9058,700,750,40,40,1,6,0,10,10,-13.2453,7.0000,0.1000,0.6500,25,0,2
1570.4374,1584.7523,1432.6209,700,750,40,40,1,6,0,10,10,-14.3149,7.0000,0.1000,0.6500,25,0,2
1594.4014,1581.5854,1432.7396,700,750,40,40,1,6,0,10,10,12.8159,7.0000,0.1000,0.6500,25,0,2
1601.0666,1587.5002,1431.0645,700,750,40,40,1,6,0,10,10,13.5664,7.0000,0.1000,0.6500,25,0,2
1594.1785,1591.7430,1444.5209,700,750,40,40,1,6,0,10,10,2.4355,7.0000,0.1000,0.6500,25,0,2
1455.9200,1595.1725,1442.3871,700,750,40,40,1,6,1,10,10,13.5329,7.0000,0.1000,0.6500,25,0,2
1611.6419,1606.8438,1440.8571,700,750,40,40,1,6,0,10,10,4.7980,7.0000,0.1000,0.6500,25,0,2
1653.7738,1658.0408,1548.7996,700,750,40,40,1,4,0,10,10,-4.2670,5.0000,0.1000,0.6500,26,0,2
1665.0533,1641.8741,1541.0110,700,750,40,40,1,4,0,10,10,23.1792,5.0000,0.1000,0.6500,26,0,2
1646.9134,1655.2939,1531.4535,700,750,40,40,1,4,0,10,10,-8.3805,5.0000,0.1000,0.6500,26,0,2
1651.7569,1649.0303,1537.4618,700,750,40,40,1,4,0,10,10,2.7266,5.0000,0.1000,0.6500,26,0,2
1542.5373,1636.6239,1550.6305,700,750,40,40,1,4,1,10,10,-8.0931,5.0000,0.1000,0.6500,26,0,2
1637.2764,1646.5846,1559.8295,700,750,40,40,1,4,0,10,10,-9.3082,5.0000,0.1000,0.6500,26,0,2
1640.2741,1653.4372,1545.3593,700,750,40,40,1,4,0,10,10,-13.1632,5.0000,0.1000,0.6500,26,0,2
1651.3422,1654.9409,1555.7141,700,750,40,40,1,4,0,10,10,-3.5988,5.0000,0.1000,0.6500,26,0,2
1417.3877,1418.4102,1533.2710,700,750,40,40,1,5,0,10,10,-1.0225,6.5000,0.1000,0.6500,27,0,2
1412.0036,1411.4475,1537.6426,700,750,40,40,1,5,0,10,10,0.5561,6.5000,0.1000,0.6500,27,0,2
1408.1278,1410.0075,1538.5845,700,750,40,40,1,5,0,10,10,-1.8797,6.5000,0.1000,0.6500,27,0,2
1389.5988,1398.1588,1536.7899,700,750,40,40,1,5,0,10,10,-8.5600,6.5000,0.1000,0.6500,27,0,2
1399.6953,1403.8329,1536.5455,700,750,40,40,1,5,0,10,10,-4.1376,6.5000,0.1000,0.6500,27,0,2
