observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,ITI,duration_tones,ISI,trial_n,run_n,session_n
1558.2611,1558.1143,1440.9549,1000,1050,160,160,0,2,0,10,10,0.1468,4.0000,0.1000,0.6500,4,0,4
1570.5142,1564.9276,1444.6537,1000,1050,160,160,0,2,0,10,10,5.5866,4.0000,0.1000,0.6500,4,0,4
1600.1479,1587.7537,1444.0275,1000,1050,160,160,0,2,0,10,10,12.3941,4.0000,0.1000,0.6500,4,0,4
1572.6170,1592.9861,1436.3462,1000,1050,160,160,0,2,0,10,10,-20.3691,4.0000,0.1000,0.6500,4,0,4
1385.3957,1388.0360,1543.7184,1000,1050,160,160,0,3,0,10,10,-2.6403,6.5000,0.1000,0.6500,5,0,4
1391.4703,1386.8322,1531.8129,1000,1050,160,160,0,3,0,10,10,4.6380,6.5000,0.1000,0.6500,5,0,4
1376.7801,1392.3789,1546.5146,1000,1050,160,160,0,3,0,10,10,-15.5988,6.5000,0.1000,0.6500,5,0,4
1543.3134,1390.4169,1546.0657,1000,1050,160,160,0,3,1,10,10,-2.7523,6.5000,0.1000,0.6500,5,0,4
1385.0417,1388.3018,1550.3116,1000,1050,160,160,0,3,0,10,10,-3.2600,6.5000,0.1000,0.6500,5,0,4
1391.1718,1394.1012,1541.7786,1000,1050,160,160,0,3,0,10,10,-2.9293,6.5000,0.1000,0.6500,5,0,4
1375.8248,1384.0020,1537.5326,1000,1050,160,160,0,3,0,10,10,-8.1772,6.5000,0.1000,0.6500,5,0,4
1421.2919,1395.4564,1518.6609,1000,1050,160,160,0,3,0,10,10,25.8355,6.5000,0.1000,0.6500,5,0,4
1569.9742,1564.7865,1503.0010,1000,1050,160,160,0,4,0,10,10,5.1876,6.0000,0.1000,0.6500,6,0,4
1558.9648,1576.2542,1491.1758,1000,1050,160,160,0,4,0,10,10,-17.2893,6.0000,0.1000,0.6500,6,0,4
1575.3968,1573.9348,1486.5111,1000,1050,160,160,0,4,0,10,10,1.4620,6.0000,0.1000,0.6500,6,0,4
1567.9366,1569.2847,1475.3471,1000,1050,160,160,0,4,0,10,10,-1.3481,6.0000,0.1000,0.6500,6,0,4
1488.6256,1549.0198,1491.0259,1000,1050,160,160,0,4,1,10,10,-2.4002,6.0000,0.1000,0.6500,6,0,4
1554.9002,1554.1623,1474.6915,1000,1050,160,160,0,4,0,10,10,0.7379,6.0000,0.1000,0.6500,6,0,4
1563.2064,1564.8652,1474.2717,1000,1050,160,160,0,4,0,10,10,-1.6588,6.0000,0.1000,0.6500,6,0,4
1558.1926,1561.3158,1470.2850,1000,1050,160,160,0,4,0,10,10,-3.1232,6.0000,0.1000,0.6500,6,0,4
1520.0025,1522.4580,1561.2787,1000,1050,160,160,0,2,0,10,10,-2.4555,5.0000,0.1000,0.6500,7,0,4
1521.0934,1524.3051,1564.7423,1000,1050,160,160,0,2,0,10,10,-3.2116,5.0000,0.1000,0.6500,7,0,4
1552.9162,1528.4373,1554.9594,1000,1050,160,160,0,2,1,10,10,-2.0432,5.0000,0.1000,0.6500,7,0,4
1515.0417,1510.1087,1566.6749,1000,1050,160,160,0,2,0,10,10,4.9330,5.0000,0.1000,0.6500,7,0,4
1498.1172,1498.5073,1576.1630,1000,1050,160,160,0,2,0,10,10,-0.3901,5.0000,0.1000,0.6500,7,0,4
1496.3857,1494.3279,1578.7634,1000,1050,160,160,0,2,0,10,10,2.0577,5.0000,0.1000,0.6500,7,0,4
1500.1550,1496.3037,1572.0159,1000,1050,160,160,0,2,0,10,10,3.8514,5.0000,0.1000,0.6500,7,0,4
1517.2920,1502.9842,1561.2257,1000,1050,160,160,0,2,0,10,10,14.3078,5.0000,0.1000,0.6500,7,0,4
1364.2484,1369.0606,1656.4918,1000,1050,160,160,0,4,0,10,10,-4.8121,4.5000,0.1000,0.6500,8,0,4
1370.2979,1378.3953,1653.6082,1000,1050,160,160,0,4,0,10,10,-8.0974,4.5000,0.1000,0.6500,8,0,4
1378.6592,1379.3893,1640.2154,1000,1050,160,160,0,4,0,10,10,-0.7301,4.5000,0.1000,0.6500,8,0,4
1369.6953,1368.3160,1651.1407,1000,1050,160,160,0,4,0,10,10,1.3793,4.5000,0.1000,0.6500,8,0,4
1673.4676,1368.9433,1670.7562,1000,1050,160,160,0,4,1,10,10,2.7115,4.5000,0.1000,0.6500,8,0,4
1372.6700,1368.0470,1649.3265,1000,1050,160,160,0,4,0,10,10,4.6230,4.5000,0.1000,0.6500,8,0,4
1365.3236,1359.0689,1636.2988,1000,1050,160,160,0,4,0,10,10,6.2547,4.5000,0.1000,0.6500,8,0,4
1354.7889,1354.8863,1640.6401,1000,1050,160,160,0,4,0,10,10,-0.0974,4.5000,0.1000,0.6500,8,0,4
1361.6370,1346.3161,1460.0976,1000,1050,160,160,1,6,0,10,10,15.3209,3.5000,0.1000,0.6500,9,0,4
1350.4373,1352.5258,1465.6585,1000,1050,160,160,1,6,0,10,10,-2.0885,3.5000,0.1000,0.6500,9,0,4
1334.8295,1334.3474,1456.9531,1000,1050,160,160,1,6,0,10,10,0.4821,3.5000,0.1000,0.6500,9,0,4
1320.4834,1323.5202,1450.6541,1000,1050,160,160,1,6,0,10,10,-3.0367,3.5000,0.1000,0.6500,9,0,4
1325.2513,1317.3487,1431.0650,1000,1050,160,160,1,6,0,10,10,7.9025,3.5000,0.1000,0.6500,9,0,4
1319.8375,1319.4861,1440.1329,1000,1050,160,160,1,6,0,10,10,0.3514,3.5000,0.1000,0.6500,9,0,4
1428.5633,1321.3453,1434.1475,1000,1050,160,160,1,6,1,10,10,-5.5842,3.5000,0.1000,0.6500,9,0,4
1319.3214,1315.5601,1435.0030,1000,1050,160,160,1,6,0,10,10,3.7613,3.5000,0.1000,0.6500,9,0,4
1596.2139,1596.7416,1463.1882,1000,1050,160,160,1,5,0,10,10,-0.5278,7.0000,0.1000,0.6500,10,0,4
1567.0167,1566.8487,1466.2617,1000,1050,160,160,1,5,0,10,10,0.1680,7.0000,0.1000,0.6500,10,0,4
1572.5230,1573.4506,1446.2780,1000,1050,160,160,1,5,0,10,10,-0.9276,7.0000,0.1000,0.6500,10,0,4
1556.5435,1556.9150,1431.8055,1000,1050,160,160,1,5,0,10,10,-0.3716,7.0000,0.1000,0.6500,10,0,4
1560.6664,1571.4532,1430.3921,1000,1050,160,160,1,5,0,10,10,-10.7869,7.0000,0.1000,0.6500,10,0,4
1454.3812,1565.2939,1428.8332,1000,1050,160,160,1,5,1,10,10,25.5481,7.0000,0.1000,0.6500,10,0,4
1569.2014,1550.9156,1436.1578,1000,1050,160,160,1,5,0,10,10,18.2858,7.0000,0.1000,0.6500,10,0,4
1567.7311,1546.5742,1431.0756,1000,1050,160,160,1,5,0,10,10,21.1569,7.0000,0.1000,0.6500,10,0,4
1488.3253,1484.5646,1590.5293,1000,1050,160,160,1,5,0,10,10,3.7607,6.5000,0.1000,0.6500,11,0,4
1474.4057,1468.6115,1597.9518,1000,1050,160,160,1,5,0,10,10,5.7942,6.5000,0.1000,0.6500,11,0,4
1470.7701,1466.5234,1606.1142,1000,1050,160,160,1,5,0,10,10,4.2467,6.5000,0.1000,0.6500,11,0,4
1454.3991,1459.5085,1612.9481,1000,1050,160,160,1,5,0,10,10,-5.1093,6.5000,0.1000,0.6500,11,0,4
1473.7082,1463.6626,1609.0091,1000,1050,160,160,1,5,0,10,10,10.0456,6.5000,0.1000,0.6500,11,0,4
1602.3229,1461.3753,1607.7721,1000,1050,160,160,1,5,1,10,10,-5.4492,6.5000,0.1000,0.6500,11,0,4
1483.5980,1467.2926,1607.5867,1000,1050,160,160,1,5,0,10,10,16.3054,6.5000,0.1000,0.6500,11,0,4
1480.0094,1479.9297,1621.4111,1000,1050,160,160,1,5,0,10,10,0.0797,6.5000,0.1000,0.6500,11,0,4
1614.5282,1596.8990,1615.9357,1000,1050,160,160,1,6,0,10,10,17.6292,4.0000,0.1000,0.6500,12,0,4
1607.3349,1606.9703,1620.9712,1000,1050,160,160,1,6,0,10,10,0.3646,4.0000,0.1000,0.6500,12,0,4
1603.6819,1603.9726,1610.2364,1000,1050,160,160,1,6,0,10,10,-0.2907,4.0000,0.1000,0.6500,12,0,4
1614.7240,1618.3071,1582.9459,1000,1050,160,160,1,6,0,10,10,-3.5832,4.0000,0.1000,0.6500,12,0,4
1610.8849,1618.3616,1602.6584,1000,1050,160,160,1,6,0,10,10,-7.4767,4.0000,0.1000,0.6500,12,0,4
1597.2986,1612.2465,1603.1457,1000,1050,160,160,1,6,0,10,10,-14.9480,4.0000,0.1000,0.6500,12,0,4
1595.9142,1610.0856,1599.9231,1000,1050,160,160,1,6,1,10,10,-4.0089,4.0000,0.1000,0.6500,12,0,4
1601.2767,1595.6780,1627.2085,1000,1050,160,160,1,6,0,10,10,5.5987,4.0000,0.1000,0.6500,12,0,4
1352.6915,1360.9529,1483.7903,1000,1050,160,160,2,0,0,10,10,-8.2614,7.0000,0.1000,0.6500,13,0,4
1339.8518,1351.3879,1483.4268,1000,1050,160,160,2,0,0,10,10,-11.5361,7.0000,0.1000,0.6500,13,0,4
1341.8558,1350.4981,1478.7809,1000,1050,160,160,2,0,0,10,10,-8.6423,7.0000,0.1000,0.6500,13,0,4
1344.9624,1352.9605,1496.4799,1000,1050,160,160,2,0,0,10,10,-7.9981,7.0000,0.1000,0.6500,13,0,4
1352.0627,1359.2849,1490.3917,1000,1050,160,160,2,0,0,10,10,-7.2222,7.0000,0.1000,0.6500,13,0,4
1344.5708,1339.1432,1471.2832,1000,1050,160,160,2,0,0,10,10,5.4277,7.0000,0.1000,0.6500,13,0,4
1322.6433,1344.9425,1481.1828,1000,1050,160,160,2,0,0,10,10,-22.2992,7.0000,0.1000,0.6500,13,0,4
1345.8886,1338.7711,1476.6324,1000,1050,160,160,2,0,0,10,10,7.1175,7.0000,0.1000,0.6500,13,0,4
1602.0973,1629.4965,1513.2769,1000,1050,160,160,1,6,0,10,10,-27.3992,6.5000,0.1000,0.6500,14,0,4
1647.3682,1647.7415,1514.4138,1000,1050,160,160,1,6,0,10,10,-0.3733,6.5000,0.1000,0.6500,14,0,4
1642.4298,1642.7318,1502.3071,1000,1050,160,160,1,6,0,10,10,-0.3020,6.5000,0.1000,0.6500,14,0,4
1644.1078,1648.6253,1500.9092,1000,1050,160,160,1,6,0,10,10,-4.5175,6.5000,0.1000,0.6500,14,0,4
1655.2734,1667.4898,1509.5815,1000,1050,160,160,1,6,0,10,10,-12.2164,6.5000,0.1000,0.6500,14,0,4
1689.2896,1680.3563,1497.2658,1000,1050,160,160,1,6,0,10,10,8.9334,6.5000,0.1000,0.6500,14,0,4
1506.4570,1686.3482,1502.9125,1000,1050,160,160,1,6,1,10,10,3.5445,6.5000,0.1000,0.6500,14,0,4
1677.0101,1694.6363,1510.8786,1000,1050,160,160,1,6,0,10,10,-17.6261,6.5000,0.1000,0.6500,14,0,4
1711.8963,1699.6662,1595.7835,1000,1050,160,160,0,3,0,10,10,12.2301,7.0000,0.1000,0.6500,15,0,4
1720.1562,1705.1951,1604.2707,1000,1050,160,160,0,3,0,10,10,14.9612,7.0000,0.1000,0.6500,15,0,4
1713.8438,1710.1707,1593.4920,1000,1050,160,160,0,3,0,10,10,3.6730,7.0000,0.1000,0.6500,15,0,4
1590.5035,1713.3657,1601.8807,1000,1050,160,160,0,3,1,10,10,-11.3772,7.0000,0.1000,0.6500,15,0,4
1713.6649,1721.2353,1607.8404,1000,1050,160,160,0,3,0,10,10,-7.5703,7.0000,0.1000,0.6500,15,0,4
1704.9030,1712.9330,1610.4597,1000,1050,160,160,0,3,0,10,10,-8.0300,7.0000,0.1000,0.6500,15,0,4
1692.9402,1703.7835,1611.3938,1000,1050,160,160,0,3,0,10,10,-10.8433,7.0000,0.1000,0.6500,15,0,4
1707.8540,1705.7239,1631.1406,1000,1050,160,160,0,3,0,10,10,2.1301,7.0000,0.1000,0.6500,15,0,4
1456.8040,1441.4998,1446.7048,1000,1050,160,160,2,0,0,10,10,15.3042,3.0000,0.1000,0.6500,16,0,4
1454.5087,1446.6995,1448.0912,1000,1050,160,160,2,0,0,10,10,7.8093,3.0000,0.1000,0.6500,16,0,4
1456.4036,1438.1089,1429.9024,1000,1050,160,160,2,0,0,10,10,18.2947,3.0000,0.1000,0.6500,16,0,4
1427.5005,1433.6043,1454.1389,1000,1050,160,160,2,0,0,10,10,-6.1038,3.0000,0.1000,0.6500,16,0,4
1416.6516,1423.5268,1458.3926,1000,1050,160,160,2,0,0,10,10,-6.8752,3.0000,0.1000,0.6500,16,0,4
1431.8029,1417.9209,1449.6423,1000,1050,160,160,2,0,0,10,10,13.8820,3.0000,0.1000,0.6500,16,0,4
1404.5704,1407.2778,1456.1480,1000,1050,160,160,2,0,0,10,10,-2.7074,3.0000,0.1000,0.6500,16,0,4
1399.1695,1418.5879,1469.4323,1000,1050,160,160,2,0,0,10,10,-19.4184,3.0000,0.1000,0.6500,16,0,4
1530.7392,1529.3276,1463.9427,1000,1050,160,160,1,4,0,10,10,1.4116,4.0000,0.1000,0.6500,17,0,4
1531.4693,1529.0118,1485.5994,1000,1050,160,160,1,4,0,10,10,2.4574,4.0000,0.1000,0.6500,17,0,4
1534.1454,1528.1314,1489.5558,1000,1050,160,160,1,4,0,10,10,6.0140,4.0000,0.1000,0.6500,17,0,4
1527.2555,1526.6465,1491.4779,1000,1050,160,160,1,4,0,10,10,0.6090,4.0000,0.1000,0.6500,17,0,4
1504.5640,1525.7064,1494.6071,1000,1050,160,160,1,4,1,10,10,9.9569,4.0000,0.1000,0.6500,17,0,4
1539.2118,1526.3174,1478.3391,1000,1050,160,160,1,4,0,10,10,12.8944,4.0000,0.1000,0.6500,17,0,4
1513.3580,1531.4395,1480.1679,1000,1050,160,160,1,4,0,10,10,-18.0815,4.0000,0.1000,0.6500,17,0,4
1538.6989,1542.0450,1481.9113,1000,1050,160,160,1,4,0,10,10,-3.3462,4.0000,0.1000,0.6500,17,0,4
1527.8022,1534.1519,1407.3106,1000,1050,160,160,1,6,0,10,10,-6.3497,7.5000,0.1000,0.6500,18,0,4
1566.1772,1550.3697,1391.0842,1000,1050,160,160,1,6,0,10,10,15.8074,7.5000,0.1000,0.6500,18,0,4
1527.6825,1535.4199,1388.6043,1000,1050,160,160,1,6,0,10,10,-7.7375,7.5000,0.1000,0.6500,18,0,4
1531.8314,1528.7953,1381.5050,1000,1050,160,160,1,6,0,10,10,3.0361,7.5000,0.1000,0.6500,18,0,4
1528.8999,1522.8999,1373.1302,1000,1050,160,160,1,6,0,10,10,6.0000,7.5000,0.1000,0.6500,18,0,4
1535.1329,1530.9569,1370.1255,1000,1050,160,160,1,6,0,10,10,4.1760,7.5000,0.1000,0.6500,18,0,4
1359.9156,1538.9047,1378.8981,1000,1050,160,160,1,6,1,10,10,-18.9826,7.5000,0.1000,0.6500,18,0,4
1530.4609,1524.5555,1386.0488,1000,1050,160,160,1,6,0,10,10,5.9055,7.5000,0.1000,0.6500,18,0,4
1623.0980,1640.9383,1495.4887,1000,1050,160,160,1,6,0,10,10,-17.8403,5.5000,0.1000,0.6500,19,0,4
1642.1955,1643.4939,1505.8243,1000,1050,160,160,1,6,0,10,10,-1.2983,5.5000,0.1000,0.6500,19,0,4
1660.1229,1646.4303,1515.1875,1000,1050,160,160,1,6,0,10,10,13.6926,5.5000,0.1000,0.6500,19,0,4
1660.4069,1662.6835,1513.1798,1000,1050,160,160,1,6,0,10,10,-2.2765,5.5000,0.1000,0.6500,19,0,4
1658.3177,1665.9915,1512.8392,1000,1050,160,160,1,6,0,10,10,-7.6737,5.5000,0.1000,0.6500,19,0,4
1647.6014,1658.0075,1528.2810,1000,1050,160,160,1,6,0,10,10,-10.4061,5.5000,0.1000,0.6500,19,0,4
1505.8027,1673.4013,1518.1234,1000,1050,160,160,1,6,1,10,10,-12.3207,5.5000,0.1000,0.6500,19,0,4
1697.2680,1681.7541,1505.5335,1000,1050,160,160,1,6,0,10,10,15.5139,5.5000,0.1000,0.6500,19,0,4
1453.8176,1447.5238,1471.0408,1000,1050,160,160,1,6,0,10,10,6.2939,3.0000,0.1000,0.6500,20,0,4
1456.1720,1444.0301,1481.8722,1000,1050,160,160,1,6,0,10,10,12.1419,3.0000,0.1000,0.6500,20,0,4
1426.7913,1436.9132,1467.8027,1000,1050,160,160,1,6,0,10,10,-10.1219,3.0000,0.1000,0.6500,20,0,4
1461.3149,1449.2119,1481.8992,1000,1050,160,160,1,6,0,10,10,12.1030,3.0000,0.1000,0.6500,20,0,4
1421.2016,1427.1415,1487.2645,1000,1050,160,160,1,6,0,10,10,-5.9399,3.0000,0.1000,0.6500,20,0,4
1428.0989,1416.6432,1485.3977,1000,1050,160,160,1,6,0,10,10,11.4557,3.0000,0.1000,0.6500,20,0,4
1497.1879,1412.2885,1481.7742,1000,1050,160,160,1,6,1,10,10,15.4137,3.0000,0.1000,0.6500,20,0,4
1426.0951,1423.2352,1476.2895,1000,1050,160,160,1,6,0,10,10,2.8599,3.0000,0.1000,0.6500,20,0,4
1579.4990,1572.3397,1472.7855,1000,1050,160,160,1,4,0,10,10,7.1593,4.5000,0.1000,0.6500,21,0,4
1582.0714,1565.6935,1460.9098,1000,1050,160,160,1,4,0,10,10,16.3778,4.5000,0.1000,0.6500,21,0,4
1553.7350,1564.6632,1470.4456,1000,1050,160,160,1,4,0,10,10,-10.9282,4.5000,0.1000,0.6500,21,0,4
1575.4365,1568.7972,1471.0567,1000,1050,160,160,1,4,0,10,10,6.6393,4.5000,0.1000,0.6500,21,0,4
1452.9698,1569.7626,1470.1603,1000,1050,160,160,1,4,1,10,10,-17.1904,4.5000,0.1000,0.6500,21,0,4
1553.4743,1563.3357,1463.0666,1000,1050,160,160,1,4,0,10,10,-9.8614,4.5000,0.1000,0.6500,21,0,4
1594.3643,1577.0539,1471.2819,1000,1050,160,160,1,4,0,10,10,17.3103,4.5000,0.1000,0.6500,21,0,4
1589.0504,1581.2131,1478.9298,1000,1050,160,160,1,4,0,10,10,7.8373,4.5000,0.1000,0.6500,21,0,4
1527.6990,1530.5153,1541.1707,1000,1050,160,160,2,0,0,10,10,-2.8163,7.0000,0.1000,0.6500,22,0,4
1542.4026,1523.1970,1551.2119,1000,1050,160,160,2,0,0,10,10,19.2056,7.0000,0.1000,0.6500,22,0,4
1517.0924,1507.8778,1558.1213,1000,1050,160,160,2,0,0,10,10,9.2146,7.0000,0.1000,0.6500,22,0,4
1501.7453,1507.0003,1570.2163,1000,1050,160,160,2,0,0,10,10,-5.2550,7.0000,0.1000,0.6500,22,0,4
1503.4233,1509.2499,1575.2419,1000,1050,160,160,2,0,0,10,10,-5.8266,7.0000,0.1000,0.6500,22,0,4
1512.5765,1510.2101,1569.3698,1000,1050,160,160,2,0,0,10,10,2.3664,7.0000,0.1000,0.6500,22,0,4
1503.3076,1501.3514,1583.1658,1000,1050,160,160,2,0,0,10,10,1.9562,7.0000,0.1000,0.6500,22,0,4
1485.2804,1494.0050,1595.0484,1000,1050,160,160,2,0,0,10,10,-8.7246,7.0000,0.1000,0.6500,22,0,4
1523.4761,1521.0060,1758.7104,1000,1050,160,160,1,6,0,10,10,2.4701,6.5000,0.1000,0.6500,23,0,4
1530.4943,1532.8591,1753.9193,1000,1050,160,160,1,6,0,10,10,-2.3648,6.5000,0.1000,0.6500,23,0,4
1548.4362,1539.6850,1739.8440,1000,1050,160,160,1,6,0,10,10,8.7512,6.5000,0.1000,0.6500,23,0,4
1530.3666,1544.6096,1728.0910,1000,1050,160,160,1,6,0,10,10,-14.2430,6.5000,0.1000,0.6500,23,0,4
1535.1990,1542.0709,1731.6767,1000,1050,160,160,1,6,0,10,10,-6.8719,6.5000,0.1000,0.6500,23,0,4
1543.2064,1529.9922,1747.0034,1000,1050,160,160,1,6,0,10,10,13.2142,6.5000,0.1000,0.6500,23,0,4
1748.2138,1539.7972,1753.4492,1000,1050,160,160,1,6,1,10,10,-5.2354,6.5000,0.1000,0.6500,23,0,4
1528.2991,1535.5689,1751.8122,1000,1050,160,160,1,6,0,10,10,-7.2699,6.5000,0.1000,0.6500,23,0,4
1545.4998,1545.5816,1557.7938,1000,1050,160,160,1,6,0,10,10,-0.0818,7.0000,0.1000,0.6500,24,0,4
1539.7928,1558.3120,1545.6626,1000,1050,160,160,1,6,0,10,10,-18.5192,7.0000,0.1000,0.6500,24,0,4
1558.9064,1552.7990,1546.1602,1000,1050,160,160,1,6,0,10,10,6.1074,7.0000,0.1000,0.6500,24,0,4
1550.7330,1566.3241,1551.2609,1000,1050,160,160,1,6,0,10,10,-15.5911,7.0000,0.1000,0.6500,24,0,4
1576.4165,1565.5045,1551.6552,1000,1050,160,160,1,6,0,10,10,10.9121,7.0000,0.1000,0.6500,24,0,4
1568.3417,1569.1573,1555.0398,1000,1050,160,160,1,6,0,10,10,-0.8155,7.0000,0.1000,0.6500,24,0,4
1528.2329,1550.8863,1537.7382,1000,1050,160,160,1,6,1,10,10,-9.5052,7.0000,0.1000,0.6500,24,0,4
1570.5192,1556.2711,1532.1287,1000,1050,160,160,1,6,0,10,10,14.2481,7.0000,0.1000,0.6500,24,0,4
1578.1770,1573.8122,1347.7733,1000,1050,160,160,1,5,0,10,10,4.3647,7.0000,0.1000,0.6500,25,0,4
1583.4416,1583.6911,1343.4532,1000,1050,160,160,1,5,0,10,10,-0.2496,7.0000,0.1000,0.6500,25,0,4
1583.6154,1582.5807,1328.7623,1000,1050,160,160,1,5,0,10,10,1.0347,7.0000,0.1000,0.6500,25,0,4
1556.3646,1561.5114,1331.2733,1000,1050,160,160,1,5,0,10,10,-5.1468,7.0000,0.1000,0.6500,25,0,4
1598.0182,1577.6291,1308.0926,1000,1050,160,160,1,5,0,10,10,20.3891,7.0000,0.1000,0.6500,25,0,4
1309.7310,1597.7633,1317.7051,1000,1050,160,160,1,5,1,10,10,-7.9741,7.0000,0.1000,0.6500,25,0,4
1619.3051,1609.5155,1322.4970,1000,1050,160,160,1,5,0,10,10,9.7895,7.0000,0.1000,0.6500,25,0,4
1605.7589,1607.4017,1328.7873,1000,1050,160,160,1,5,0,10,10,-1.6428,7.0000,0.1000,0.6500,25,0,4
1639.9564,1639.8900,1469.2769,1000,1050,160,160,0,2,0,10,10,0.0665,5.0000,0.1000,0.6500,26,0,4
1636.4514,1627.3241,1473.6073,1000,1050,160,160,0,2,0,10,10,9.1273,5.0000,0.1000,0.6500,26,0,4
1466.6555,1610.4718,1467.9770,1000,1050,160,160,0,2,1,10,10,-1.3216,5.0000,0.1000,0.6500,26,0,4
1581.3825,1597.9300,1462.9853,1000,1050,160,160,0,2,0,10,10,-16.5475,5.0000,0.1000,0.6500,26,0,4
1605.8972,1605.3692,1471.2016,1000,1050,160,160,0,2,0,10,10,0.5281,5.0000,0.1000,0.6500,26,0,4
1605.0780,1605.2338,1471.0072,1000,1050,160,160,0,2,0,10,10,-0.1558,5.0000,0.1000,0.6500,26,0,4
