observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,ITI,duration_tones,ISI,trial_n,run_n,session_n
1458.8397,1472.7158,1648.2986,1000,1050,16,16,1,4,0,10,10,-13.8761,7.0000,0.1000,0.6500,0,0,0
1503.3015,1495.5698,1625.4959,1000,1050,16,16,1,4,0,10,10,7.7317,7.0000,0.1000,0.6500,0,0,0
1495.3330,1498.1863,1603.3023,1000,1050,16,16,1,4,0,10,10,-2.8533,7.0000,0.1000,0.6500,0,0,0
1514.0703,1510.0003,1607.1404,1000,1050,16,16,1,4,0,10,10,4.0700,7.0000,0.1000,0.6500,0,0,0
1607.0322,1495.4499,1610.3418,1000,1050,16,16,1,4,1,10,10,-3.3096,7.0000,0.1000,0.6500,0,0,0
1491.0731,1494.6834,1604.3814,1000,1050,16,16,1,4,0,10,10,-3.6103,7.0000,0.1000,0.6500,0,0,0
1473.7190,1501.1714,1605.2956,1000,1050,16,16,1,4,0,10,10,-27.4524,7.0000,0.1000,0.6500,0,0,0
1504.1196,1501.5250,1607.4797,1000,1050,16,16,1,4,0,10,10,2.5947,7.0000,0.1000,0.6500,0,0,0
1508.9728,1495.4993,1473.5582,1000,1050,16,16,1,6,0,10,10,13.4735,4.5000,0.1000,0.6500,1,0,0
1498.4609,1499.4189,1473.5279,1000,1050,16,16,1,6,0,10,10,-0.9580,4.5000,0.1000,0.6500,1,0,0
1510.5012,1503.3499,1478.9606,1000,1050,16,16,1,6,0,10,10,7.1513,4.5000,0.1000,0.6500,1,0,0
1476.4811,1491.9595,1488.3624,1000,1050,16,16,1,6,0,10,10,-15.4784,4.5000,0.1000,0.6500,1,0,0
1502.6567,1493.8088,1480.5881,1000,1050,16,16,1,6,0,10,10,8.8480,4.5000,0.1000,0.6500,1,0,0
1496.6280,1493.2548,1475.8164,1000,1050,16,16,1,6,0,10,10,3.3732,4.5000,0.1000,0.6500,1,0,0
1447.9637,1502.0949,1459.6815,1000,1050,16,16,1,6,1,10,10,-11.7179,4.5000,0.1000,0.6500,1,0,0
1493.2582,1491.6211,1458.0181,1000,1050,16,16,1,6,0,10,10,1.6371,4.5000,0.1000,0.6500,1,0,0
1507.5110,1507.7932,1602.7070,1000,1050,16,16,1,5,0,10,10,-0.2822,6.0000,0.1000,0.6500,2,0,0
1527.9628,1523.0038,1602.3530,1000,1050,16,16,1,5,0,10,10,4.9590,6.0000,0.1000,0.6500,2,0,0
1539.6292,1522.2913,1597.9554,1000,1050,16,16,1,5,0,10,10,17.3379,6.0000,0.1000,0.6500,2,0,0
1494.8876,1505.6360,1607.0151,1000,1050,16,16,1,5,0,10,10,-10.7484,6.0000,0.1000,0.6500,2,0,0
1490.3374,1496.3143,1601.2388,1000,1050,16,16,1,5,0,10,10,-5.9768,6.0000,0.1000,0.6500,2,0,0
1613.4031,1507.4573,1605.1051,1000,1050,16,16,1,5,1,10,10,8.2981,6.0000,0.1000,0.6500,2,0,0
1505.1917,1490.9480,1613.1413,1000,1050,16,16,1,5,0,10,10,14.2437,6.0000,0.1000,0.6500,2,0,0
1471.1520,1475.0183,1608.1001,1000,1050,16,16,1,5,0,10,10,-3.8663,6.0000,0.1000,0.6500,2,0,0
