onset	duration	trial_type	onset_tone	duration_imprecise	response_time_imprecise	offset_trial	offset_sound_imprecise	onset_iti	offset_iti	onset_iti_imprecise	offset_iti_imprecise	ITI	frequency	key_pressed	correct	dpos	rule	runs	trial_no	tau_std	lim_std	lim_dev	trigger_time_1	trigger_time_2	trigger_time_3	trigger_time_4	trigger_time_5
94904.34743929101	5.35	0	94904.34743929101	5.347817124988069		94914.197414125	94909.695256416	94909.69743929102	94914.19743929102	94909.695261625	94914.195521458	4.5	1142.34		3	3	0	3	180	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94904.34743929101	5.35	0	94905.09743929101	5.347817124988069		94914.197414125	94909.695256416	94909.69743929102	94914.19743929102	94909.695261625	94914.195521458	4.5	1111.93		3	3	0	3	180	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94904.34743929101	5.35	0	94905.84743929101	5.347817124988069		94914.197414125	94909.695256416	94909.69743929102	94914.19743929102	94909.695261625	94914.195521458	4.5	1117.26		3	3	0	3	180	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94904.34743929101	5.35	1	94906.59743929101	5.347817124988069		94914.197414125	94909.695256416	94909.69743929102	94914.19743929102	94909.695261625	94914.195521458	4.5	1060.97		3	3	0	3	180	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94904.34743929101	5.35	0	94907.34743929101	5.347817124988069		94914.197414125	94909.695256416	94909.69743929102	94914.19743929102	94909.695261625	94914.195521458	4.5	1127.5		3	3	0	3	180	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94904.34743929101	5.35	0	94908.09743929101	5.347817124988069		94914.197414125	94909.695256416	94909.69743929102	94914.19743929102	94909.695261625	94914.195521458	4.5	1132.83		3	3	0	3	180	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94904.34743929101	5.35	0	94908.84743929101	5.347817124988069		94914.197414125	94909.695256416	94909.69743929102	94914.19743929102	94909.695261625	94914.195521458	4.5	1115.87		3	3	0	3	180	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94904.34743929101	5.35	0	94909.59743929101	5.347817124988069		94914.197414125	94909.695256416	94909.69743929102	94914.19743929102	94909.695261625	94914.195521458	4.5	1132.3		3	3	0	3	180	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94914.216164083	5.35	0	94914.216164083	5.345293624995975		94922.566141666	94919.561457708	94919.56616408301	94922.56616408301	94919.561462541	94922.561278666	3.0	1093.83		3	4	0	3	181	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94914.216164083	5.35	0	94914.966164083	5.345293624995975		94922.566141666	94919.561457708	94919.56616408301	94922.56616408301	94919.561462541	94922.561278666	3.0	1099.91		3	4	0	3	181	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
94914.216164083	5.35	0	94915.716164083	5.345293624995975		94922.566141666	94919.561457708	94919.56616408301	94922.56616408301	94919.561462541	94922.561278666	3.0	1108.46		3	4	0	3	181	160	1000	1050	94903.620284416	94903.800404208	94903.98026575	94904.220242208	94904.340039833
