onset	duration	trial_type	onset_tone	duration_imprecise	response_time_imprecise	offset_trial	offset_sound_imprecise	onset_iti	offset_iti	onset_iti_imprecise	offset_iti_imprecise	ITI	frequency	key_pressed	correct	dpos	rule	runs	trial_no	tau_std	lim_std	lim_dev	trigger_time_1	trigger_time_2	trigger_time_3	trigger_time_4	trigger_time_5
90726.12980641601	5.35	0	90726.12980641601	5.349829249986215		90737.481709166	90731.479635666	90731.47980641601	90737.47980641601	90731.479641791	90737.478976041	6.0	699.32		3	5	1	0	0	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90726.12980641601	5.35	0	90726.87980641601	5.349829249986215		90737.481709166	90731.479635666	90731.47980641601	90737.47980641601	90731.479641791	90737.478976041	6.0	723.51		3	5	1	0	0	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90726.12980641601	5.35	0	90727.62980641601	5.349829249986215		90737.481709166	90731.479635666	90731.47980641601	90737.47980641601	90731.479641791	90737.478976041	6.0	726.46		3	5	1	0	0	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90726.12980641601	5.35	0	90728.37980641601	5.349829249986215		90737.481709166	90731.479635666	90731.47980641601	90737.47980641601	90731.479641791	90737.478976041	6.0	726.5		3	5	1	0	0	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90726.12980641601	5.35	0	90729.12980641601	5.349829249986215		90737.481709166	90731.479635666	90731.47980641601	90737.47980641601	90731.479641791	90737.478976041	6.0	720.0		3	5	1	0	0	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90726.12980641601	5.35	1	90729.87980641601	5.349829249986215		90737.481709166	90731.479635666	90731.47980641601	90737.47980641601	90731.479641791	90737.478976041	6.0	733.92		3	5	1	0	0	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90726.12980641601	5.35	0	90730.62980641601	5.349829249986215		90737.481709166	90731.479635666	90731.47980641601	90737.47980641601	90731.479641791	90737.478976041	6.0	727.83		3	5	1	0	0	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90726.12980641601	5.35	0	90731.37980641601	5.349829249986215		90737.481709166	90731.479635666	90731.47980641601	90737.47980641601	90731.479641791	90737.478976041	6.0	708.99		3	5	1	0	0	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90737.49889658301	5.35	0	90737.49889658301	5.3463987079885555		90748.848840125	90742.845295291	90742.84889658302	90748.84889658302	90742.84530075	90748.843918125	6.0	713.42		3	5	1	0	1	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90737.49889658301	5.35	0	90738.24889658301	5.3463987079885555		90748.848840125	90742.845295291	90742.84889658302	90748.84889658302	90742.84530075	90748.843918125	6.0	720.14		3	5	1	0	1	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90737.49889658301	5.35	0	90738.99889658301	5.3463987079885555		90748.848840125	90742.845295291	90742.84889658302	90748.84889658302	90742.84530075	90748.843918125	6.0	721.59		3	5	1	0	1	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90737.49889658301	5.35	0	90739.74889658301	5.3463987079885555		90748.848840125	90742.845295291	90742.84889658302	90748.84889658302	90742.84530075	90748.843918125	6.0	689.53		3	5	1	0	1	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90737.49889658301	5.35	0	90740.49889658301	5.3463987079885555		90748.848840125	90742.845295291	90742.84889658302	90748.84889658302	90742.84530075	90748.843918125	6.0	692.16		3	5	1	0	1	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90737.49889658301	5.35	1	90741.24889658301	5.3463987079885555		90748.848840125	90742.845295291	90742.84889658302	90748.84889658302	90742.84530075	90748.843918125	6.0	741.52		3	5	1	0	1	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90737.49889658301	5.35	0	90741.99889658301	5.3463987079885555		90748.848840125	90742.845295291	90742.84889658302	90748.84889658302	90742.84530075	90748.843918125	6.0	691.47		3	5	1	0	1	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90737.49889658301	5.35	0	90742.74889658301	5.3463987079885555		90748.848840125	90742.845295291	90742.84889658302	90748.84889658302	90742.84530075	90748.843918125	6.0	696.03		3	5	1	0	1	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90748.86321504101	5.35	0	90748.86321504101	5.3490694999927655		90758.71316575	90754.212284541	90754.21321504102	90758.71321504102	90754.21228975	90758.712058041	4.5	682.98		4	0	2	0	2	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90748.86321504101	5.35	0	90749.61321504101	5.3490694999927655		90758.71316575	90754.212284541	90754.21321504102	90758.71321504102	90754.21228975	90758.712058041	4.5	685.77		4	0	2	0	2	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90748.86321504101	5.35	0	90750.36321504101	5.3490694999927655		90758.71316575	90754.212284541	90754.21321504102	90758.71321504102	90754.21228975	90758.712058041	4.5	681.67		4	0	2	0	2	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90748.86321504101	5.35	0	90751.11321504101	5.3490694999927655		90758.71316575	90754.212284541	90754.21321504102	90758.71321504102	90754.21228975	90758.712058041	4.5	690.3		4	0	2	0	2	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90748.86321504101	5.35	0	90751.86321504101	5.3490694999927655		90758.71316575	90754.212284541	90754.21321504102	90758.71321504102	90754.21228975	90758.712058041	4.5	721.73		4	0	2	0	2	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90748.86321504101	5.35	0	90752.61321504101	5.3490694999927655		90758.71316575	90754.212284541	90754.21321504102	90758.71321504102	90754.21228975	90758.712058041	4.5	709.69		4	0	2	0	2	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90748.86321504101	5.35	0	90753.36321504101	5.3490694999927655		90758.71316575	90754.212284541	90754.21321504102	90758.71321504102	90754.21228975	90758.712058041	4.5	693.97		4	0	2	0	2	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90748.86321504101	5.35	0	90754.11321504101	5.3490694999927655		90758.71316575	90754.212284541	90754.21321504102	90758.71321504102	90754.21228975	90758.712058041	4.5	708.81		4	0	2	0	2	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90758.731603166	5.35	0	90758.731603166	5.347467583997059		90770.081546833	90764.07907075	90764.081603166	90770.081603166	90764.079076708	90770.078715583	6.0	705.36		3	2	0	0	3	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90758.731603166	5.35	0	90759.481603166	5.347467583997059		90770.081546833	90764.07907075	90764.081603166	90770.081603166	90764.079076708	90770.078715583	6.0	702.82		3	2	0	0	3	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90758.731603166	5.35	1	90760.231603166	5.347467583997059		90770.081546833	90764.07907075	90764.081603166	90770.081603166	90764.079076708	90770.078715583	6.0	736.45		3	2	0	0	3	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90758.731603166	5.35	0	90760.981603166	5.347467583997059		90770.081546833	90764.07907075	90764.081603166	90770.081603166	90764.079076708	90770.078715583	6.0	703.69		3	2	0	0	3	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90758.731603166	5.35	0	90761.731603166	5.347467583997059		90770.081546833	90764.07907075	90764.081603166	90770.081603166	90764.079076708	90770.078715583	6.0	705.64		3	2	0	0	3	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90758.731603166	5.35	0	90762.481603166	5.347467583997059		90770.081546833	90764.07907075	90764.081603166	90770.081603166	90764.079076708	90770.078715583	6.0	702.37		3	2	0	0	3	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90758.731603166	5.35	0	90763.231603166	5.347467583997059		90770.081546833	90764.07907075	90764.081603166	90770.081603166	90764.079076708	90770.078715583	6.0	658.54		3	2	0	0	3	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90758.731603166	5.35	0	90763.981603166	5.347467583997059		90770.081546833	90764.07907075	90764.081603166	90770.081603166	90764.079076708	90770.078715583	6.0	669.27		3	2	0	0	3	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90770.09810925	5.35	0	90770.09810925	5.345530541002518		90779.448061583	90775.443639791	90775.44810925	90779.44810925	90775.443644333	90779.443695666	4.0	679.25		3	4	0	0	4	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90770.09810925	5.35	0	90770.84810925	5.345530541002518		90779.448061583	90775.443639791	90775.44810925	90779.44810925	90775.443644333	90779.443695666	4.0	684.02		3	4	0	0	4	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90770.09810925	5.35	0	90771.59810925	5.345530541002518		90779.448061583	90775.443639791	90775.44810925	90779.44810925	90775.443644333	90779.443695666	4.0	664.84		3	4	0	0	4	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90770.09810925	5.35	0	90772.34810925	5.345530541002518		90779.448061583	90775.443639791	90775.44810925	90779.44810925	90775.443644333	90779.443695666	4.0	677.74		3	4	0	0	4	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90770.09810925	5.35	1	90773.09810925	5.345530541002518		90779.448061583	90775.443639791	90775.44810925	90779.44810925	90775.443644333	90779.443695666	4.0	745.44		3	4	0	0	4	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90770.09810925	5.35	0	90773.84810925	5.345530541002518		90779.448061583	90775.443639791	90775.44810925	90779.44810925	90775.443644333	90779.443695666	4.0	661.82		3	4	0	0	4	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90770.09810925	5.35	0	90774.59810925	5.345530541002518		90779.448061583	90775.443639791	90775.44810925	90779.44810925	90775.443644333	90779.443695666	4.0	677.97		3	4	0	0	4	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90770.09810925	5.35	0	90775.34810925	5.345530541002518		90779.448061583	90775.443639791	90775.44810925	90779.44810925	90775.443644333	90779.443695666	4.0	653.59		3	4	0	0	4	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90779.46493650001	5.35	0	90779.46493650001	5.346973124993383		90788.814889708	90784.811909625	90784.81493650001	90788.81493650001	90784.81191425	90788.81180150001	4.0	661.27		3	4	0	0	5	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90779.46493650001	5.35	0	90780.21493650001	5.346973124993383		90788.814889708	90784.811909625	90784.81493650001	90788.81493650001	90784.81191425	90788.81180150001	4.0	666.8		3	4	0	0	5	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90779.46493650001	5.35	0	90780.96493650001	5.346973124993383		90788.814889708	90784.811909625	90784.81493650001	90788.81493650001	90784.81191425	90788.81180150001	4.0	695.03		3	4	0	0	5	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90779.46493650001	5.35	0	90781.71493650001	5.346973124993383		90788.814889708	90784.811909625	90784.81493650001	90788.81493650001	90784.81191425	90788.81180150001	4.0	685.25		3	4	0	0	5	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
90779.46493650001	5.35	1	90782.46493650001	5.346973124993383		90788.814889708	90784.811909625	90784.81493650001	90788.81493650001	90784.81191425	90788.81180150001	4.0	753.43		3	4	0	0	5	40	700	750	90725.202465916	90725.339954791	90725.56508475	90725.835152166	90726.075132
