onset	duration	trial_type	onset_tone	duration_imprecise	response_time_imprecise	offset_trial	offset_sound_imprecise	onset_iti	offset_iti	onset_iti_imprecise	offset_iti_imprecise	ITI	frequency	key_pressed	confidence	correct	dpos	rule	runs	trial_no	tau_std	lim_std	lim_dev	trigger_time_1	trigger_time_2	trigger_time_3	trigger_time_4	trigger_time_5
67999.55793787501	5.35	0	67999.55793787501	5.348296249983832	0.519837625004584	68015.909050458	68004.906234125	68004.90793787502	68015.90793787502	68004.9063235	68015.907864458	11.0	996.36	l		0	4	1	0	0	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
67999.55793787501	5.35	0	68000.30793787501	5.348296249983832	0.519837625004584	68015.909050458	68004.906234125	68004.90793787502	68015.90793787502	68004.9063235	68015.907864458	11.0	987.67	l		0	4	1	0	0	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
67999.55793787501	5.35	0	68001.05793787501	5.348296249983832	0.519837625004584	68015.909050458	68004.906234125	68004.90793787502	68015.90793787502	68004.9063235	68015.907864458	11.0	969.6	l		0	4	1	0	0	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
67999.55793787501	5.35	0	68001.80793787501	5.348296249983832	0.519837625004584	68015.909050458	68004.906234125	68004.90793787502	68015.90793787502	68004.9063235	68015.907864458	11.0	999.07	l		0	4	1	0	0	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
67999.55793787501	5.35	1	68002.55793787501	5.348296249983832	0.519837625004584	68015.909050458	68004.906234125	68004.90793787502	68015.90793787502	68004.9063235	68015.907864458	11.0	1039.19	l		0	4	1	0	0	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
67999.55793787501	5.35	0	68003.30793787501	5.348296249983832	0.519837625004584	68015.909050458	68004.906234125	68004.90793787502	68015.90793787502	68004.9063235	68015.907864458	11.0	981.85	l		0	4	1	0	0	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
67999.55793787501	5.35	0	68004.05793787501	5.348296249983832	0.519837625004584	68015.909050458	68004.906234125	68004.90793787502	68015.90793787502	68004.9063235	68015.907864458	11.0	965.77	l		0	4	1	0	0	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
67999.55793787501	5.35	0	68004.80793787501	5.348296249983832	0.519837625004584	68015.909050458	68004.906234125	68004.90793787502	68015.90793787502	68004.9063235	68015.907864458	11.0	987.02	l		0	4	1	0	0	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
68015.927175375	5.35	0	68015.927175375	5.347547582990956	0.6967605420068139	68028.777117166	68021.274722958	68021.27717537501	68028.77717537501	68021.274803208	68028.774285916	7.5	993.28	l	34	0	5	1	0	1	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
68015.927175375	5.35	0	68016.677175375	5.347547582990956	0.6967605420068139	68028.777117166	68021.274722958	68021.27717537501	68028.77717537501	68021.274803208	68028.774285916	7.5	1006.65	l	34	0	5	1	0	1	16	1000	1050	67998.637443208	67999.017631708	67999.182567583	67999.3477165	67999.512705291
