onset	duration	trial_type	onset_tone	duration_imprecise	response_time_imprecise	offset_trial	offset_sound_imprecise	onset_iti	offset_iti	onset_iti_imprecise	offset_iti_imprecise	ITI	frequency	key_pressed	confidence	correct	dpos	rule	runs	trial_no	tau_std	lim_std	lim_dev	trigger_time_1	trigger_time_2	trigger_time_3	trigger_time_4	trigger_time_5
70781.68613125001	5.35	0	70781.68613125001	5.344262207989232	0.5013667919993168	70797.036071833	70787.030393458	70787.03613125002	70797.03613125002	70787.030486833	70797.030173666	10.0	708.4	y	66.0	0	6	1	3	180	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70781.68613125001	5.35	0	70782.43613125001	5.344262207989232	0.5013667919993168	70797.036071833	70787.030393458	70787.03613125002	70797.03613125002	70787.030486833	70797.030173666	10.0	721.43	y	66.0	0	6	1	3	180	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70781.68613125001	5.35	0	70783.18613125001	5.344262207989232	0.5013667919993168	70797.036071833	70787.030393458	70787.03613125002	70797.03613125002	70787.030486833	70797.030173666	10.0	707.1	y	66.0	0	6	1	3	180	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70781.68613125001	5.35	0	70783.93613125001	5.344262207989232	0.5013667919993168	70797.036071833	70787.030393458	70787.03613125002	70797.03613125002	70787.030486833	70797.030173666	10.0	734.36	y	66.0	0	6	1	3	180	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70781.68613125001	5.35	0	70784.68613125001	5.344262207989232	0.5013667919993168	70797.036071833	70787.030393458	70787.03613125002	70797.03613125002	70787.030486833	70797.030173666	10.0	712.6	y	66.0	0	6	1	3	180	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70781.68613125001	5.35	0	70785.43613125001	5.344262207989232	0.5013667919993168	70797.036071833	70787.030393458	70787.03613125002	70797.03613125002	70787.030486833	70797.030173666	10.0	707.88	y	66.0	0	6	1	3	180	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70781.68613125001	5.35	1	70786.18613125001	5.344262207989232	0.5013667919993168	70797.036071833	70787.030393458	70787.03613125002	70797.03613125002	70787.030486833	70797.030173666	10.0	772.6	y	66.0	0	6	1	3	180	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70781.68613125001	5.35	0	70786.93613125001	5.344262207989232	0.5013667919993168	70797.036071833	70787.030393458	70787.03613125002	70797.03613125002	70787.030486833	70797.030173666	10.0	727.66	y	66.0	0	6	1	3	180	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70797.049196791	5.35	0	70797.049196791	5.347309208998922		70810.3991425	70802.396506	70802.39919679101	70810.39919679101	70802.396577375	70810.396698291	8.0	716.45			3	5	1	3	181	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70797.049196791	5.35	0	70797.799196791	5.347309208998922		70810.3991425	70802.396506	70802.39919679101	70810.39919679101	70802.396577375	70810.396698291	8.0	721.03			3	5	1	3	181	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70797.049196791	5.35	0	70798.549196791	5.347309208998922		70810.3991425	70802.396506	70802.39919679101	70810.39919679101	70802.396577375	70810.396698291	8.0	719.4			3	5	1	3	181	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70797.049196791	5.35	0	70799.299196791	5.347309208998922		70810.3991425	70802.396506	70802.39919679101	70810.39919679101	70802.396577375	70810.396698291	8.0	720.96			3	5	1	3	181	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
70797.049196791	5.35	0	70800.049196791	5.347309208998922		70810.3991425	70802.396506	70802.39919679101	70810.39919679101	70802.396577375	70810.396698291	8.0	723.39			3	5	1	3	181	240	700	750	70781.019388666	70781.184381375	70781.334363833	70781.499219208	70781.679029625
