observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
980.2700,983.8297,1056.3196,1000,1050,16,2,1,5,0,10,10,6.0000,0.1000,0.6500,0,0,0
999.1800,987.8426,1056.3196,1000,1050,16,2,1,5,0,10,10,6.0000,0.1000,0.6500,0,0,0
992.7900,997.7319,1056.3196,1000,1050,16,2,1,5,0,10,10,6.0000,0.1000,0.6500,0,0,0
1008.4800,1011.2848,1056.3196,1000,1050,16,2,1,5,0,10,10,6.0000,0.1000,0.6500,0,0,0
1005.2900,1004.9803,1056.3196,1000,1050,16,2,1,5,0,10,10,6.0000,0.1000,0.6500,0,0,0
1042.3500,1007.9208,1056.3196,1000,1050,16,2,1,5,1,10,10,6.0000,0.1000,0.6500,0,0,0
1024.6000,1013.0765,1056.3196,1000,1050,16,2,1,5,0,10,10,6.0000,0.1000,0.6500,0,0,0
994.2000,1013.8714,1056.3196,1000,1050,16,2,1,5,0,10,10,6.0000,0.1000,0.6500,0,0,0
1006.2400,1010.6332,1043.6019,1000,1050,16,2,1,6,0,10,10,3.0000,0.1000,0.6500,1,0,0
1016.2300,1010.9993,1043.6019,1000,1050,16,2,1,6,0,10,10,3.0000,0.1000,0.6500,1,0,0
1030.4400,1018.3184,1043.6019,1000,1050,16,2,1,6,0,10,10,3.0000,0.1000,0.6500,1,0,0
1023.4800,1027.2585,1043.6019,1000,1050,16,2,1,6,0,10,10,3.0000,0.1000,0.6500,1,0,0
1041.3800,1048.4113,1043.6019,1000,1050,16,2,1,6,0,10,10,3.0000,0.1000,0.6500,1,0,0
1026.5400,1032.1381,1043.6019,1000,1050,16,2,1,6,0,10,10,3.0000,0.1000,0.6500,1,0,0
1042.6000,1031.2050,1043.6019,1000,1050,16,2,1,6,1,10,10,3.0000,0.1000,0.6500,1,0,0
1075.8800,1054.4463,1043.6019,1000,1050,16,2,1,6,0,10,10,3.0000,0.1000,0.6500,1,0,0
1050.6200,1048.2252,1057.8384,1000,1050,16,2,1,4,0,10,10,5.5000,0.1000,0.6500,2,0,0
1052.1700,1051.6990,1057.8384,1000,1050,16,2,1,4,0,10,10,5.5000,0.1000,0.6500,2,0,0
1031.0900,1037.7545,1057.8384,1000,1050,16,2,1,4,0,10,10,5.5000,0.1000,0.6500,2,0,0
1035.6600,1038.5708,1057.8384,1000,1050,16,2,1,4,0,10,10,5.5000,0.1000,0.6500,2,0,0
1063.9000,1037.8312,1057.8384,1000,1050,16,2,1,4,1,10,10,5.5000,0.1000,0.6500,2,0,0
1013.1300,1033.3782,1057.8384,1000,1050,16,2,1,4,0,10,10,5.5000,0.1000,0.6500,2,0,0
1015.1600,1023.4575,1057.8384,1000,1050,16,2,1,4,0,10,10,5.5000,0.1000,0.6500,2,0,0
1017.4400,1015.1274,1057.8384,1000,1050,16,2,1,4,0,10,10,5.5000,0.1000,0.6500,2,0,0
996.8100,1009.5941,1050.1043,1000,1050,16,2,1,4,0,10,10,7.0000,0.1000,0.6500,3,0,0
984.0000,1007.5957,1050.1043,1000,1050,16,2,1,4,0,10,10,7.0000,0.1000,0.6500,3,0,0
1005.8600,1004.6047,1050.1043,1000,1050,16,2,1,4,0,10,10,7.0000,0.1000,0.6500,3,0,0
1000.2500,1000.9021,1050.1043,1000,1050,16,2,1,4,0,10,10,7.0000,0.1000,0.6500,3,0,0
1060.1300,1001.8440,1050.1043,1000,1050,16,2,1,4,1,10,10,7.0000,0.1000,0.6500,3,0,0
1023.4100,1020.0084,1050.1043,1000,1050,16,2,1,4,0,10,10,7.0000,0.1000,0.6500,3,0,0
1011.7500,1020.7268,1050.1043,1000,1050,16,2,1,4,0,10,10,7.0000,0.1000,0.6500,3,0,0
991.4900,997.2365,1050.1043,1000,1050,16,2,1,4,0,10,10,7.0000,0.1000,0.6500,3,0,0
1009.9900,998.1404,1069.4239,1000,1050,16,2,0,3,0,10,10,3.0000,0.1000,0.6500,4,0,0
997.5200,987.5701,1069.4239,1000,1050,16,2,0,3,0,10,10,3.0000,0.1000,0.6500,4,0,0
990.2000,983.4074,1069.4239,1000,1050,16,2,0,3,0,10,10,3.0000,0.1000,0.6500,4,0,0
1058.6200,990.0030,1069.4239,1000,1050,16,2,0,3,1,10,10,3.0000,0.1000,0.6500,4,0,0
1028.3900,1011.9710,1069.4239,1000,1050,16,2,0,3,0,10,10,3.0000,0.1000,0.6500,4,0,0
1001.1700,1004.3703,1069.4239,1000,1050,16,2,0,3,0,10,10,3.0000,0.1000,0.6500,4,0,0
996.6400,999.7920,1069.4239,1000,1050,16,2,0,3,0,10,10,3.0000,0.1000,0.6500,4,0,0
1017.4000,1005.5360,1069.4239,1000,1050,16,2,0,3,0,10,10,3.0000,0.1000,0.6500,4,0,0
1000.4800,1007.2227,1053.0043,1000,1050,16,2,0,2,0,10,10,6.5000,0.1000,0.6500,5,0,0
993.6300,1001.3711,1053.0043,1000,1050,16,2,0,2,0,10,10,6.5000,0.1000,0.6500,5,0,0
1067.5200,993.1621,1053.0043,1000,1050,16,2,0,2,1,10,10,6.5000,0.1000,0.6500,5,0,0
985.2400,990.8910,1053.0043,1000,1050,16,2,0,2,0,10,10,6.5000,0.1000,0.6500,5,0,0
997.0800,990.9293,1053.0043,1000,1050,16,2,0,2,0,10,10,6.5000,0.1000,0.6500,5,0,0
981.2300,975.1373,1053.0043,1000,1050,16,2,0,2,0,10,10,6.5000,0.1000,0.6500,5,0,0
968.4000,981.2899,1053.0043,1000,1050,16,2,0,2,0,10,10,6.5000,0.1000,0.6500,5,0,0
965.7700,975.6356,1053.0043,1000,1050,16,2,0,2,0,10,10,6.5000,0.1000,0.6500,5,0,0
993.1000,972.9258,1050.2294,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,6,0,0
961.9600,964.5762,1050.2294,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,6,0,0
952.1400,952.1899,1050.2294,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,6,0,0
1061.0200,980.0871,1050.2294,1000,1050,16,2,0,3,1,10,10,5.0000,0.1000,0.6500,6,0,0
992.8900,985.7734,1050.2294,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,6,0,0
1000.5400,990.8054,1050.2294,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,6,0,0
986.3300,999.3470,1050.2294,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,6,0,0
987.4800,990.9364,1050.2294,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,6,0,0
1000.4300,995.5980,1054.9287,1000,1050,16,2,0,3,0,10,10,6.0000,0.1000,0.6500,7,0,0
998.9300,987.5535,1054.9287,1000,1050,16,2,0,3,0,10,10,6.0000,0.1000,0.6500,7,0,0
