observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
921.7800,924.6620,1058.7444,1000,1050,160,20,0,3,0,10,10,3.0000,0.1000,0.6500,0,0,4
915.4100,907.6195,1058.7444,1000,1050,160,20,0,3,0,10,10,3.0000,0.1000,0.6500,0,0,4
910.6100,916.3722,1058.7444,1000,1050,160,20,0,3,0,10,10,3.0000,0.1000,0.6500,0,0,4
1054.9700,933.8789,1058.7444,1000,1050,160,20,0,3,1,10,10,3.0000,0.1000,0.6500,0,0,4
939.8000,945.0955,1058.7444,1000,1050,160,20,0,3,0,10,10,3.0000,0.1000,0.6500,0,0,4
946.2500,950.6020,1058.7444,1000,1050,160,20,0,3,0,10,10,3.0000,0.1000,0.6500,0,0,4
918.6900,945.6032,1058.7444,1000,1050,160,20,0,3,0,10,10,3.0000,0.1000,0.6500,0,0,4
949.9500,944.2591,1058.7444,1000,1050,160,20,0,3,0,10,10,3.0000,0.1000,0.6500,0,0,4
951.7400,945.2491,1051.7081,1000,1050,160,20,1,5,0,10,10,6.5000,0.1000,0.6500,1,0,4
955.5900,957.2971,1051.7081,1000,1050,160,20,1,5,0,10,10,6.5000,0.1000,0.6500,1,0,4
976.6700,963.1547,1051.7081,1000,1050,160,20,1,5,0,10,10,6.5000,0.1000,0.6500,1,0,4
958.4100,956.2314,1051.7081,1000,1050,160,20,1,5,0,10,10,6.5000,0.1000,0.6500,1,0,4
971.2500,965.5642,1051.7081,1000,1050,160,20,1,5,0,10,10,6.5000,0.1000,0.6500,1,0,4
1053.6700,962.8176,1051.7081,1000,1050,160,20,1,5,1,10,10,6.5000,0.1000,0.6500,1,0,4
980.4600,974.8140,1051.7081,1000,1050,160,20,1,5,0,10,10,6.5000,0.1000,0.6500,1,0,4
965.6500,967.8602,1051.7081,1000,1050,160,20,1,5,0,10,10,6.5000,0.1000,0.6500,1,0,4
969.0800,972.8245,1055.5875,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,2,0,4
964.4600,959.5395,1055.5875,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,2,0,4
958.0800,951.5771,1055.5875,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,2,0,4
941.7400,944.6800,1055.5875,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,2,0,4
940.5500,937.3692,1055.5875,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,2,0,4
925.4000,938.8668,1055.5875,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,2,0,4
1062.0600,941.2401,1055.5875,1000,1050,160,20,1,6,1,10,10,7.0000,0.1000,0.6500,2,0,4
951.6700,942.1738,1055.5875,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,2,0,4
932.1300,939.3499,1057.8884,1000,1050,160,20,1,4,0,10,10,3.0000,0.1000,0.6500,3,0,4
938.4700,935.0829,1057.8884,1000,1050,160,20,1,4,0,10,10,3.0000,0.1000,0.6500,3,0,4
902.1400,912.3202,1057.8884,1000,1050,160,20,1,4,0,10,10,3.0000,0.1000,0.6500,3,0,4
879.3300,892.7215,1057.8884,1000,1050,160,20,1,4,0,10,10,3.0000,0.1000,0.6500,3,0,4
1063.9900,901.0207,1057.8884,1000,1050,160,20,1,4,1,10,10,3.0000,0.1000,0.6500,3,0,4
896.8700,887.5885,1057.8884,1000,1050,160,20,1,4,0,10,10,3.0000,0.1000,0.6500,3,0,4
897.1000,885.0400,1057.8884,1000,1050,160,20,1,4,0,10,10,3.0000,0.1000,0.6500,3,0,4
881.2700,887.4458,1057.8884,1000,1050,160,20,1,4,0,10,10,3.0000,0.1000,0.6500,3,0,4
891.2800,883.0529,1065.9419,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,4,0,4
874.6300,888.0914,1065.9419,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,4,0,4
875.9900,881.0093,1065.9419,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,4,0,4
889.7000,887.0575,1065.9419,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,4,0,4
904.2300,904.9340,1065.9419,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,4,0,4
893.9200,902.6094,1065.9419,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,4,0,4
1052.9000,882.8005,1065.9419,1000,1050,160,20,1,6,1,10,10,7.0000,0.1000,0.6500,4,0,4
894.0400,886.1592,1065.9419,1000,1050,160,20,1,6,0,10,10,7.0000,0.1000,0.6500,4,0,4
872.1300,873.9447,1061.3940,1000,1050,160,20,1,4,0,10,10,7.0000,0.1000,0.6500,5,0,4
866.9000,875.1910,1061.3940,1000,1050,160,20,1,4,0,10,10,7.0000,0.1000,0.6500,5,0,4
872.7200,878.4588,1061.3940,1000,1050,160,20,1,4,0,10,10,7.0000,0.1000,0.6500,5,0,4
881.2800,877.6813,1061.3940,1000,1050,160,20,1,4,0,10,10,7.0000,0.1000,0.6500,5,0,4
1065.1700,878.8715,1061.3940,1000,1050,160,20,1,4,1,10,10,7.0000,0.1000,0.6500,5,0,4
883.9900,897.9595,1061.3940,1000,1050,160,20,1,4,0,10,10,7.0000,0.1000,0.6500,5,0,4
898.0800,904.3044,1061.3940,1000,1050,160,20,1,4,0,10,10,7.0000,0.1000,0.6500,5,0,4
888.8800,897.8769,1061.3940,1000,1050,160,20,1,4,0,10,10,7.0000,0.1000,0.6500,5,0,4
