observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,transition_self,transition_rules,transition_nodev,transition_nodev_rules,ITI,duration_tones,ISI,trial_n,run,run_n
753.2200,746.7920,715.6863,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,0,,0
740.4000,742.8593,715.6863,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,0,,0
709.8800,735.4199,715.6863,700,750,160,20,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,0,,0
732.5900,733.9801,715.6863,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,0,,0
720.4200,730.0408,715.6863,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,0,,0
745.6800,735.8634,715.6863,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,0,,0
720.1200,726.0813,715.6863,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,0,,0
737.5200,734.7243,715.6863,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,0,,0
715.5600,725.7194,719.2328,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,1,,0
729.8100,722.7033,719.2328,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,1,,0
724.1000,732.4796,719.2328,700,750,160,20,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,1,,0
732.7700,727.2722,719.2328,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,1,,0
738.6000,729.1318,719.2328,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,1,,0
707.3800,711.2426,719.2328,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,1,,0
685.5700,694.9341,719.2328,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,1,,0
678.4300,681.3760,719.2328,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,1,,0
696.8700,678.1697,708.9091,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,2,,0
688.8100,669.6443,708.9091,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,2,,0
676.5000,672.2326,708.9091,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,2,,0
698.4600,688.6561,708.9091,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,2,,0
671.1400,686.2556,708.9091,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,2,,0
687.1700,676.9963,708.9091,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,2,,0
714.5900,675.5407,708.9091,700,750,160,20,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,2,,0
671.8500,682.9218,708.9091,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,2,,0
676.5100,667.9397,704.5300,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,3,,0
665.8400,672.5749,704.5300,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,3,,0
655.6000,683.2188,704.5300,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,3,,0
682.5100,669.8571,704.5300,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,3,,0
703.7200,671.8631,704.5300,700,750,160,20,1,4,1,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,3,,0
675.0300,668.6557,704.5300,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,3,,0
686.1500,672.8435,704.5300,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,3,,0
689.0900,678.2575,704.5300,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,3,,0
682.2100,681.9423,708.9135,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,4,,0
690.0000,689.6702,708.9135,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,4,,0
688.5800,684.8328,708.9135,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,4,,0
686.1200,680.5698,708.9135,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,4,,0
697.7600,676.7176,708.9135,700,750,160,20,1,4,1,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,4,,0
659.5300,660.8330,708.9135,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,4,,0
662.5500,664.8420,708.9135,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,4,,0
688.2000,691.0395,708.9135,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,4,,0
707.8300,683.1534,716.3021,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,5,,0
677.7300,685.8117,716.3021,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,5,,0
666.6900,682.4229,716.3021,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,5,,0
677.7000,670.7870,716.3021,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,5,,0
686.1400,672.4937,716.3021,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,5,,0
722.3900,666.4020,716.3021,700,750,160,20,1,5,1,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,5,,0
654.2400,664.5510,716.3021,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,5,,0
663.2800,673.7449,716.3021,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,5,,0
677.2400,674.3622,732.0354,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,6,,0
681.2300,676.2081,732.0354,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,6,,0
685.6900,679.0111,732.0354,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,6,,0
721.5200,688.7612,732.0354,700,750,160,20,0,3,1,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,6,,0
678.9500,700.2848,732.0354,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,6,,0
696.4000,700.3191,732.0354,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,6,,0
711.5500,694.0943,732.0354,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,6,,0
701.0600,691.6405,732.0354,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,6,,0
682.5600,685.3588,745.3428,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,7,,0
658.1500,673.9869,745.3428,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,7,,0
667.3400,673.6422,745.3428,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,7,,0
742.2200,668.5383,745.3428,700,750,160,20,0,3,1,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,7,,0
653.5800,661.5798,745.3428,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,7,,0
689.2200,687.4626,745.3428,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,7,,0
678.5900,679.8304,745.3428,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,7,,0
698.2800,710.4833,745.3428,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,7,,0
721.6500,717.2559,716.5836,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,8,,0
715.4600,716.4246,716.5836,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,8,,0
690.5900,722.4981,716.5836,700,750,160,20,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,8,,0
749.5000,731.3441,716.5836,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,8,,0
744.0400,721.8346,716.5836,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,8,,0
713.7700,715.2651,716.5836,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,8,,0
719.7500,719.4987,716.5836,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,8,,0
708.1700,713.1926,716.5836,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,8,,0
724.7500,723.7430,723.7146,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,9,,0
735.2200,729.1152,723.7146,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,9,,0
721.5200,739.4092,723.7146,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,9,,0
751.1100,735.7718,723.7146,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,9,,0
709.7100,739.2542,723.7146,700,750,160,20,0,4,1,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,9,,0
736.9300,753.5462,723.7146,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,9,,0
760.6900,755.0917,723.7146,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,9,,0
753.4300,759.1617,723.7146,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,9,,0
749.8200,761.7468,737.4401,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.0000,0.1000,0.6500,10,,0
761.1800,761.7312,737.4401,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.0000,0.1000,0.6500,10,,0
744.4000,749.0610,737.4401,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.0000,0.1000,0.6500,10,,0
728.1700,740.8639,737.4401,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.0000,0.1000,0.6500,10,,0
750.2100,739.9763,737.4401,700,750,160,20,0,4,1,10,10,0.8000,0.1000,0.1000,0.5000,7.0000,0.1000,0.6500,10,,0
714.1500,723.0628,737.4401,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.0000,0.1000,0.6500,10,,0
730.9000,724.4008,737.4401,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.0000,0.1000,0.6500,10,,0
753.3900,753.2496,737.4401,700,750,160,20,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.0000,0.1000,0.6500,10,,0
783.8900,776.7829,753.8558,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,11,,0
796.6500,796.9747,753.8558,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,11,,0
771.1000,814.2125,753.8558,700,750,160,20,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,11,,0
802.9900,819.5346,753.8558,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,11,,0
810.5000,817.8937,753.8558,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,11,,0
813.9000,813.3871,753.8558,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,11,,0
794.5900,806.8090,753.8558,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,11,,0
811.7600,810.4163,753.8558,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,11,,0
809.9000,800.8906,762.6888,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,12,,0
792.0600,790.5204,762.6888,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,12,,0
829.9000,808.6031,762.6888,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,12,,0
778.4000,818.7538,762.6888,700,750,160,20,0,3,1,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,12,,0
818.8400,806.5331,762.6888,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,12,,0
808.4600,805.7827,762.6888,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,12,,0
814.5100,813.0010,762.6888,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,12,,0
840.3300,836.3941,762.6888,700,750,160,20,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,12,,0
852.6300,841.9377,761.9580,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,13,,0
847.8000,848.1047,761.9580,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,13,,0
757.8600,852.9951,761.9580,700,750,160,20,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,13,,0
863.6300,840.3431,761.9580,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,13,,0
846.6700,844.0780,761.9580,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,13,,0
833.4100,848.0123,761.9580,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,13,,0
853.0100,844.6726,761.9580,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,13,,0
835.2200,856.8717,761.9580,700,750,160,20,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,13,,0
895.0800,880.8694,747.7447,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,14,,0
869.5400,866.0669,747.7447,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,14,,0
876.9000,869.3512,747.7447,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,14,,0
879.8800,876.9796,747.7447,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,14,,0
886.6900,884.3334,747.7447,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,14,,0
735.7200,889.9370,747.7447,700,750,160,20,1,5,1,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,14,,0
873.3900,874.5054,747.7447,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,14,,0
873.4800,882.9727,747.7447,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,14,,0
917.2200,904.1731,751.8915,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,15,,0
899.2100,897.4584,751.8915,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,15,,0
911.4600,896.3678,751.8915,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,15,,0
879.4000,897.0713,751.8915,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,15,,0
888.4300,886.2630,751.8915,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,15,,0
872.2100,876.9013,751.8915,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,15,,0
759.4400,873.8274,751.8915,700,750,160,20,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,15,,0
855.1300,857.0078,751.8915,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,15,,0
837.4800,847.9631,760.5891,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,16,,0
835.8700,849.4128,760.5891,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,16,,0
857.2700,856.3047,760.5891,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,16,,0
860.5500,865.1161,760.5891,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,16,,0
873.3900,861.1185,760.5891,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,16,,0
843.0800,843.4584,760.5891,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,16,,0
757.9800,858.8630,760.5891,700,750,160,20,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,16,,0
854.4600,857.9857,760.5891,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,16,,0
837.0000,843.3162,757.8053,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,17,,0
824.2500,841.3564,757.8053,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,17,,0
841.0000,834.6996,757.8053,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,17,,0
845.8500,844.3759,757.8053,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,17,,0
834.9800,847.8985,757.8053,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,17,,0
749.5300,829.0586,757.8053,700,750,160,20,1,5,1,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,17,,0
855.3500,840.2518,757.8053,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,17,,0
831.7600,835.5841,757.8053,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,17,,0
847.1600,840.6137,764.5478,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,18,,0
828.1800,826.7325,764.5478,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,18,,0
802.0600,811.3585,764.5478,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,18,,0
818.6900,815.8393,764.5478,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,18,,0
817.2500,807.3456,764.5478,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,18,,0
771.5700,808.7013,764.5478,700,750,160,20,1,5,1,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,18,,0
821.7700,806.2344,764.5478,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,18,,0
773.2200,796.9224,764.5478,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,18,,0
785.7500,794.2646,748.8083,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,19,,0
805.7900,810.3372,748.8083,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,19,,0
791.7400,806.0275,748.8083,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,19,,0
781.7500,792.7541,748.8083,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,19,,0
771.2900,776.9515,748.8083,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,19,,0
805.7300,799.1550,748.8083,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,19,,0
751.3000,809.3295,748.8083,700,750,160,20,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,19,,0
791.4700,788.0488,748.8083,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.0000,0.1000,0.6500,19,,0
825.2300,793.4382,749.7470,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,20,,0
787.8000,795.8038,749.7470,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,20,,0
796.4700,801.8693,749.7470,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,20,,0
788.5700,803.7612,749.7470,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,20,,0
791.2600,803.7623,749.7470,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,20,,0
804.8900,804.1865,749.7470,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,20,,0
756.9400,812.1999,749.7470,700,750,160,20,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,20,,0
819.4800,829.6268,749.7470,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,20,,0
827.3200,832.9754,742.4942,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,21,,0
826.7300,825.9988,742.4942,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,21,,0
850.9700,839.8545,742.4942,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,21,,0
842.3900,837.7787,742.4942,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,21,,0
843.0700,834.4864,742.4942,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,21,,0
804.5500,827.6508,742.4942,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,21,,0
733.3300,834.3928,742.4942,700,750,160,20,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,21,,0
824.6300,823.4479,742.4942,700,750,160,20,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,21,,0
859.9400,844.3273,744.1498,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,22,,0
828.6600,838.9134,744.1498,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,22,,0
826.4500,833.9559,744.1498,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,22,,0
838.4800,833.6211,744.1498,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,22,,0
823.2000,837.6656,744.1498,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,22,,0
747.9500,852.4785,744.1498,700,750,160,20,1,5,1,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,22,,0
847.8300,845.7399,744.1498,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,22,,0
822.0500,828.1494,744.1498,700,750,160,20,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,22,,0
818.7400,825.8415,742.5329,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,23,,0
830.5400,813.2164,742.5329,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,23,,0
816.6600,801.0757,742.5329,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,23,,0
803.5800,803.7182,742.5329,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,23,,0
731.1300,787.4581,742.5329,700,750,160,20,1,4,1,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,23,,0
772.5900,773.9769,742.5329,700,750,160,20,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,23,,0
