observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,transition_self,transition_rules,transition_nodev,transition_nodev_rules,ITI,duration_tones,ISI,trial_n,run,run_n
712.9400,706.1709,778.8707,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,120,,2
691.9700,695.4044,772.0303,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,121,,2
711.3200,698.6614,772.0303,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,121,,2
671.0700,669.3402,772.0303,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,121,,2
773.1300,673.2379,772.0303,700,750,240,30,0,3,1,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,121,,2
692.2500,681.3483,772.0303,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,121,,2
682.7100,683.0940,772.0303,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,121,,2
701.1200,687.0410,772.0303,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,121,,2
674.2200,682.1523,772.0303,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,121,,2
684.9700,679.4260,766.6364,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,122,,2
655.7100,665.3595,766.6364,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,122,,2
752.6900,665.4321,766.6364,700,750,240,30,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,122,,2
658.8500,671.5801,766.6364,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,122,,2
682.1600,683.5211,766.6364,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,122,,2
696.4900,695.1109,766.6364,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,122,,2
693.1500,687.1773,766.6364,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,122,,2
683.4700,680.2876,766.6364,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,122,,2
688.3700,692.9200,754.4620,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,123,,2
694.3200,691.5402,754.4620,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,123,,2
752.6400,694.1160,754.4620,700,750,240,30,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,123,,2
727.3100,712.3349,754.4620,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,123,,2
683.7500,717.9319,754.4620,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,123,,2
725.1100,713.9859,754.4620,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,123,,2
710.2400,710.7340,754.4620,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,123,,2
715.0500,723.4683,754.4620,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,123,,2
729.3500,731.8506,736.0703,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,124,,2
713.0900,716.4598,736.0703,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,124,,2
705.2400,718.5194,736.0703,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,124,,2
685.8400,699.7264,736.0703,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,124,,2
701.6100,709.8323,736.0703,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,124,,2
702.5600,704.0509,736.0703,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,124,,2
705.4900,700.7252,736.0703,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,124,,2
691.9500,711.7397,736.0703,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,124,,2
718.7700,708.7344,749.3695,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,125,,2
715.0100,708.9350,749.3695,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,125,,2
710.7500,696.1647,749.3695,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,125,,2
699.8100,713.2360,749.3695,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,125,,2
734.8500,711.7933,749.3695,700,750,240,30,0,4,1,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,125,,2
718.5800,720.3699,749.3695,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,125,,2
701.1400,705.8556,749.3695,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,125,,2
687.7300,708.1072,749.3695,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,125,,2
710.9900,713.2244,746.8779,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,126,,2
725.4800,725.1939,746.8779,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,126,,2
729.6000,725.4068,746.8779,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,126,,2
741.7700,715.2029,746.8779,700,750,240,30,0,3,1,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,126,,2
699.9300,710.7574,746.8779,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,126,,2
709.7300,713.7316,746.8779,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,126,,2
693.3100,719.8549,746.8779,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,126,,2
723.8000,721.6809,746.8779,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,126,,2
713.6000,725.6731,739.9992,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,127,,2
718.3000,727.4285,739.9992,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,127,,2
740.7500,734.4718,739.9992,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,127,,2
757.3200,747.1933,739.9992,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,127,,2
753.8400,751.3356,739.9992,700,750,240,30,0,4,1,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,127,,2
743.3300,735.5574,739.9992,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,127,,2
745.7100,738.3575,739.9992,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,127,,2
741.7100,742.5499,739.9992,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,127,,2
743.3100,746.2831,726.8446,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,128,,2
739.4400,759.2735,726.8446,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,128,,2
728.1000,742.6238,726.8446,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,128,,2
738.7300,726.0278,726.8446,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,128,,2
726.0200,726.4601,726.8446,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,128,,2
712.4800,724.0596,726.8446,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,128,,2
703.2700,703.6974,726.8446,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,128,,2
706.6200,702.1259,726.8446,700,750,240,30,2,0,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,128,,2
699.0000,705.5246,740.7307,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,129,,2
721.7100,717.8422,740.7307,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,129,,2
710.5400,711.8405,740.7307,700,750,240,30,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,129,,2
731.9600,728.8161,740.7307,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,129,,2
722.1400,732.2753,740.7307,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,129,,2
746.3300,736.2701,740.7307,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,129,,2
737.6700,729.0572,740.7307,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,129,,2
721.4300,723.8382,740.7307,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,129,,2
720.5600,731.8968,733.4275,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,130,,2
748.5500,744.1096,733.4275,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,130,,2
747.8900,753.8128,733.4275,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,130,,2
742.7700,748.7433,733.4275,700,750,240,30,0,3,1,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,130,,2
750.8800,745.8182,733.4275,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,130,,2
751.4500,747.1443,733.4275,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,130,,2
745.1600,740.5951,733.4275,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,130,,2
746.6800,733.6891,733.4275,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,130,,2
739.1900,737.6669,739.6748,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,131,,2
764.2300,741.2367,739.6748,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,131,,2
763.6500,754.5708,739.6748,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,131,,2
757.7900,754.1378,739.6748,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,131,,2
732.9300,764.3875,739.6748,700,750,240,30,0,4,1,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,131,,2
746.3200,757.9464,739.6748,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,131,,2
746.5900,757.6292,739.6748,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,131,,2
791.6400,773.5687,739.6748,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,5.5000,0.1000,0.6500,131,,2
760.0000,760.5223,740.7955,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,132,,2
750.6300,752.8884,740.7955,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,132,,2
738.0100,763.2434,740.7955,700,750,240,30,0,2,1,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,132,,2
754.7200,778.4896,740.7955,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,132,,2
775.1500,778.0519,740.7955,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,132,,2
795.7500,790.2956,740.7955,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,132,,2
782.3500,790.6700,740.7955,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,132,,2
781.8400,785.4098,740.7955,700,750,240,30,0,2,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,132,,2
777.6800,773.7460,748.8764,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,133,,2
761.8200,772.8929,748.8764,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,133,,2
790.4300,790.6419,748.8764,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,133,,2
782.2200,791.9209,748.8764,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,133,,2
739.6700,799.7521,748.8764,700,750,240,30,0,4,1,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,133,,2
780.3900,783.7899,748.8764,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,133,,2
768.9500,770.2500,748.8764,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,133,,2
777.6900,769.7755,748.8764,700,750,240,30,0,4,0,10,10,0.8000,0.1000,0.1000,0.5000,7.5000,0.1000,0.6500,133,,2
769.9900,757.5523,743.3226,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,134,,2
748.4400,763.8501,743.3226,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,134,,2
738.7600,735.7040,743.3226,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,134,,2
730.5500,733.3384,743.3226,700,750,240,30,0,3,1,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,134,,2
756.5200,751.0984,743.3226,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,134,,2
744.4800,755.6600,743.3226,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,134,,2
753.0800,760.5694,743.3226,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,134,,2
773.8400,765.6262,743.3226,700,750,240,30,0,3,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,134,,2
753.3900,757.0129,737.2233,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,135,,2
771.9500,764.9865,737.2233,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,135,,2
754.7200,753.1707,737.2233,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,135,,2
723.1300,733.5294,737.2233,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,135,,2
722.4400,738.6508,737.2233,700,750,240,30,1,4,1,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,135,,2
749.3100,747.8084,737.2233,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,135,,2
747.1400,754.4020,737.2233,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,135,,2
746.0000,746.5283,737.2233,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,135,,2
734.8400,731.5686,734.5034,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,136,,2
746.7100,743.3150,734.5034,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,136,,2
765.2600,757.9245,734.5034,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,136,,2
761.8600,760.3365,734.5034,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,136,,2
783.0100,786.6175,734.5034,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,136,,2
773.6600,795.0000,734.5034,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,136,,2
716.6600,803.7478,734.5034,700,750,240,30,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,136,,2
804.8900,809.9746,734.5034,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.5000,0.1000,0.6500,136,,2
784.7100,789.4259,736.1464,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,137,,2
791.4500,801.0885,736.1464,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,137,,2
799.8900,794.8502,736.1464,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,137,,2
783.4100,795.6621,736.1464,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,137,,2
819.4200,807.0839,736.1464,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,137,,2
788.8300,790.5521,736.1464,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,137,,2
729.4900,788.6834,736.1464,700,750,240,30,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,137,,2
787.4300,773.3307,736.1464,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,6.0000,0.1000,0.6500,137,,2
770.2700,783.1333,731.7841,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,138,,2
773.3500,773.0823,731.7841,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,138,,2
772.8200,775.0411,731.7841,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,138,,2
782.9900,774.6196,731.7841,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,138,,2
784.7600,770.2895,731.7841,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,138,,2
732.3000,760.7578,731.7841,700,750,240,30,1,5,1,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,138,,2
785.2400,778.1372,731.7841,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,138,,2
783.1700,789.9706,731.7841,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,138,,2
811.4400,804.5584,726.1349,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,139,,2
803.0900,805.8124,726.1349,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,139,,2
795.1800,793.9317,726.1349,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,139,,2
793.9600,788.8357,726.1349,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,139,,2
804.1400,793.5276,726.1349,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,139,,2
724.9900,775.9654,726.1349,700,750,240,30,1,5,1,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,139,,2
794.9200,783.3439,726.1349,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,139,,2
784.7900,783.8387,726.1349,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,5.0000,0.1000,0.6500,139,,2
777.7000,778.7097,721.2374,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,140,,2
781.6100,776.6201,721.2374,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,140,,2
767.1500,772.3361,721.2374,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,140,,2
767.0800,773.6407,721.2374,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,140,,2
711.8400,778.4317,721.2374,700,750,240,30,1,4,1,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,140,,2
792.6900,777.7869,721.2374,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,140,,2
738.5100,754.5169,721.2374,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,140,,2
748.0000,749.2645,721.2374,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.0000,0.1000,0.6500,140,,2
743.2600,752.8232,718.8120,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,141,,2
760.7100,763.5805,718.8120,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,141,,2
759.0300,753.5544,718.8120,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,141,,2
752.7300,750.5928,718.8120,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,141,,2
700.0100,741.0874,718.8120,700,750,240,30,1,4,1,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,141,,2
753.6000,742.3624,718.8120,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,141,,2
718.8400,733.1263,718.8120,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,141,,2
748.2800,751.5453,718.8120,700,750,240,30,1,4,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,141,,2
763.5700,756.6137,714.7059,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,142,,2
748.7300,754.1918,714.7059,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,142,,2
757.2500,753.1306,714.7059,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,142,,2
742.6700,741.6179,714.7059,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,142,,2
731.7400,742.5632,714.7059,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,142,,2
711.5200,751.9522,714.7059,700,750,240,30,1,5,1,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,142,,2
748.5100,754.3161,714.7059,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,142,,2
757.7500,762.0071,714.7059,700,750,240,30,1,5,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,142,,2
780.2800,776.5744,717.3855,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,143,,2
781.6200,786.9871,717.3855,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,143,,2
792.8600,792.7177,717.3855,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,143,,2
789.8500,789.1619,717.3855,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,143,,2
781.5400,777.6916,717.3855,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,143,,2
768.2400,778.2651,717.3855,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,143,,2
708.2100,773.2498,717.3855,700,750,240,30,1,6,1,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,143,,2
767.2500,766.3219,717.3855,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,3.5000,0.1000,0.6500,143,,2
752.2500,764.9136,716.7854,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,144,,2
777.3800,785.7670,716.7854,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,144,,2
776.1300,782.5117,716.7854,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,144,,2
775.9700,786.8794,716.7854,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,144,,2
790.4400,778.7719,716.7854,700,750,240,30,1,6,0,10,10,0.8000,0.1000,0.1000,0.5000,4.5000,0.1000,0.6500,144,,2
