observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,noise_w_std_t_minus_one,noise_w_dev_t_minus_one,ITI,duration_tones,ISI,trial_n,run,run_n
1054.3939,1059.6185,1029.8113,1000,1050,160,20,0,4,0,10,10,-5.2246,0.4133,14.6823,4.5000,0.1000,0.6500,62,,1
1038.6582,1058.9700,1029.8113,1000,1050,160,20,0,4,0,10,10,-20.3118,-0.2759,14.6823,4.5000,0.1000,0.6500,62,,1
1024.7759,1054.0950,1029.8113,1000,1050,160,20,0,4,1,10,10,-5.0355,-4.5065,14.6823,4.5000,0.1000,0.6500,62,,1
1031.6230,1030.1887,1029.8113,1000,1050,160,20,0,4,0,10,10,1.4342,-23.5681,14.6823,4.5000,0.1000,0.6500,62,,1
1013.6876,1021.6785,1029.8113,1000,1050,160,20,0,4,0,10,10,-7.9909,-8.3215,14.6823,4.5000,0.1000,0.6500,62,,1
1009.8662,1025.0922,1029.8113,1000,1050,160,20,0,4,0,10,10,-15.2260,3.5492,14.6823,4.5000,0.1000,0.6500,62,,1
989.8557,1014.5189,1033.6546,1000,1050,160,20,0,2,0,10,10,-24.6631,-10.4165,2.8338,6.0000,0.1000,0.6500,63,,1
1030.0438,1021.7772,1033.6546,1000,1050,160,20,0,2,0,10,10,8.2666,7.3491,2.8338,6.0000,0.1000,0.6500,63,,1
1031.5620,1013.9061,1033.6546,1000,1050,160,20,0,2,1,10,10,-2.0926,-7.7350,2.8338,6.0000,0.1000,0.6500,63,,1
1010.4180,1018.9258,1033.6546,1000,1050,160,20,0,2,0,10,10,-8.5079,5.1066,2.8338,6.0000,0.1000,0.6500,63,,1
1044.0880,1021.4116,1033.6546,1000,1050,160,20,0,2,0,10,10,22.6764,2.6041,2.8338,6.0000,0.1000,0.6500,63,,1
1033.3222,1018.3521,1033.6546,1000,1050,160,20,0,2,0,10,10,14.9701,-2.9257,2.8338,6.0000,0.1000,0.6500,63,,1
1025.1774,1025.5690,1033.6546,1000,1050,160,20,0,2,0,10,10,-0.3917,7.3316,2.8338,6.0000,0.1000,0.6500,63,,1
1027.1878,1024.6329,1033.6546,1000,1050,160,20,0,2,0,10,10,2.5550,-0.7764,2.8338,6.0000,0.1000,0.6500,63,,1
1007.5854,1014.3383,1050.4290,1000,1050,160,20,0,3,0,10,10,-6.7529,-10.1406,15.9571,5.5000,0.1000,0.6500,64,,1
994.0610,998.3112,1050.4290,1000,1050,160,20,0,3,0,10,10,-4.2502,-15.9374,15.9571,5.5000,0.1000,0.6500,64,,1
995.6412,1001.2847,1050.4290,1000,1050,160,20,0,3,0,10,10,-5.6435,2.9630,15.9571,5.5000,0.1000,0.6500,64,,1
1036.9169,1000.7183,1050.4290,1000,1050,160,20,0,3,1,10,10,-13.5121,-0.5584,15.9571,5.5000,0.1000,0.6500,64,,1
1004.5708,1000.2292,1050.4290,1000,1050,160,20,0,3,0,10,10,4.3416,-0.4847,15.9571,5.5000,0.1000,0.6500,64,,1
1007.7632,1002.1188,1050.4290,1000,1050,160,20,0,3,0,10,10,5.6444,1.8910,15.9571,5.5000,0.1000,0.6500,64,,1
987.4904,995.0903,1050.4290,1000,1050,160,20,0,3,0,10,10,-7.5999,-7.0152,15.9571,5.5000,0.1000,0.6500,64,,1
1023.6663,1014.4896,1050.4290,1000,1050,160,20,0,3,0,10,10,9.1767,19.3686,15.9571,5.5000,0.1000,0.6500,64,,1
996.7941,1007.1623,1048.1806,1000,1050,160,20,0,3,0,10,10,-10.3682,-7.2368,-2.2269,5.0000,0.1000,0.6500,65,,1
991.1216,996.1164,1048.1806,1000,1050,160,20,0,3,0,10,10,-4.9948,-11.0011,-2.2269,5.0000,0.1000,0.6500,65,,1
1008.9278,1001.5562,1048.1806,1000,1050,160,20,0,3,0,10,10,7.3716,5.4155,-2.2269,5.0000,0.1000,0.6500,65,,1
1055.1830,1016.2041,1048.1806,1000,1050,160,20,0,3,1,10,10,7.0024,14.6576,-2.2269,5.0000,0.1000,0.6500,65,,1
1018.2481,1028.7374,1048.1806,1000,1050,160,20,0,3,0,10,10,-10.4893,12.6346,-2.2269,5.0000,0.1000,0.6500,65,,1
1011.5816,1021.6352,1048.1806,1000,1050,160,20,0,3,0,10,10,-10.0536,-6.9226,-2.2269,5.0000,0.1000,0.6500,65,,1
1021.0235,1023.3335,1048.1806,1000,1050,160,20,0,3,0,10,10,-2.3101,1.8336,-2.2269,5.0000,0.1000,0.6500,65,,1
1015.4495,1021.8610,1048.1806,1000,1050,160,20,0,3,0,10,10,-6.4115,-1.3267,-2.2269,5.0000,0.1000,0.6500,65,,1
1024.4381,1020.1283,1057.9035,1000,1050,160,20,2,0,0,10,10,4.3098,-1.5960,9.6319,7.0000,0.1000,0.6500,66,,1
1044.0063,1037.9177,1057.9035,1000,1050,160,20,2,0,0,10,10,6.0886,17.9152,9.6319,7.0000,0.1000,0.6500,66,,1
1030.1618,1031.6007,1057.9035,1000,1050,160,20,2,0,0,10,10,-1.4389,-6.0800,9.6319,7.0000,0.1000,0.6500,66,,1
1032.2101,1029.0824,1057.9035,1000,1050,160,20,2,0,0,10,10,3.1277,-2.3207,9.6319,7.0000,0.1000,0.6500,66,,1
1020.4575,1015.3632,1057.9035,1000,1050,160,20,2,0,0,10,10,5.0943,-13.5375,9.6319,7.0000,0.1000,0.6500,66,,1
1021.2157,1023.8589,1057.9035,1000,1050,160,20,2,0,0,10,10,-2.6432,8.5918,9.6319,7.0000,0.1000,0.6500,66,,1
1024.0577,1025.5615,1057.9035,1000,1050,160,20,2,0,0,10,10,-1.5038,1.8517,9.6319,7.0000,0.1000,0.6500,66,,1
1020.2215,1029.4976,1057.9035,1000,1050,160,20,2,0,0,10,10,-9.2761,4.0959,9.6319,7.0000,0.1000,0.6500,66,,1
1022.6287,1026.3735,1061.8386,1000,1050,160,20,0,3,0,10,10,-3.7448,-2.9397,4.3303,4.0000,0.1000,0.6500,67,,1
1036.1251,1022.8381,1061.8386,1000,1050,160,20,0,3,0,10,10,13.2870,-3.3706,4.3303,4.0000,0.1000,0.6500,67,,1
1036.2610,1023.2335,1061.8386,1000,1050,160,20,0,3,0,10,10,13.0275,0.5382,4.3303,4.0000,0.1000,0.6500,67,,1
1062.7353,1053.7554,1061.8386,1000,1050,160,20,0,3,1,10,10,0.8967,30.6671,4.3303,4.0000,0.1000,0.6500,67,,1
1057.6833,1055.3427,1061.8386,1000,1050,160,20,0,3,0,10,10,2.3406,1.9232,4.3303,4.0000,0.1000,0.6500,67,,1
1025.6575,1034.3794,1061.8386,1000,1050,160,20,0,3,0,10,10,-8.7219,-20.6174,4.3303,4.0000,0.1000,0.6500,67,,1
1037.2011,1023.5249,1061.8386,1000,1050,160,20,0,3,0,10,10,13.6762,-10.6396,4.3303,4.0000,0.1000,0.6500,67,,1
1025.2717,1040.3597,1061.8386,1000,1050,160,20,0,3,0,10,10,-15.0880,16.9818,4.3303,4.0000,0.1000,0.6500,67,,1
1047.9149,1040.0535,1048.6640,1000,1050,160,20,0,2,0,10,10,7.8614,-0.0540,-12.5826,4.0000,0.1000,0.6500,68,,1
1039.0960,1039.9002,1048.6640,1000,1050,160,20,0,2,0,10,10,-0.8042,0.0970,-12.5826,4.0000,0.1000,0.6500,68,,1
1039.2381,1053.4543,1048.6640,1000,1050,160,20,0,2,1,10,10,-9.4260,13.8035,-12.5826,4.0000,0.1000,0.6500,68,,1
1032.4920,1034.1047,1048.6640,1000,1050,160,20,0,2,0,10,10,-1.6127,-19.0155,-12.5826,4.0000,0.1000,0.6500,68,,1
1035.3095,1039.2848,1048.6640,1000,1050,160,20,0,2,0,10,10,-3.9752,5.3932,-12.5826,4.0000,0.1000,0.6500,68,,1
1056.0698,1046.8360,1048.6640,1000,1050,160,20,0,2,0,10,10,9.2338,7.7967,-12.5826,4.0000,0.1000,0.6500,68,,1
1061.9880,1052.4448,1048.6640,1000,1050,160,20,0,2,0,10,10,9.5432,5.9015,-12.5826,4.0000,0.1000,0.6500,68,,1
1045.9287,1040.1662,1048.6640,1000,1050,160,20,0,2,0,10,10,5.7625,-11.9509,-12.5826,4.0000,0.1000,0.6500,68,,1
1044.8144,1038.4539,1049.5804,1000,1050,160,20,0,3,0,10,10,6.3605,-1.4613,0.8496,7.5000,0.1000,0.6500,69,,1
1021.7117,1039.8574,1049.5804,1000,1050,160,20,0,3,0,10,10,-18.1457,1.6439,0.8496,7.5000,0.1000,0.6500,69,,1
1043.9996,1043.3435,1049.5804,1000,1050,160,20,0,3,0,10,10,0.6561,3.7352,0.8496,7.5000,0.1000,0.6500,69,,1
1046.2161,1043.0341,1049.5804,1000,1050,160,20,0,3,1,10,10,-3.3643,-0.0385,0.8496,7.5000,0.1000,0.6500,69,,1
1053.6372,1041.0330,1049.5804,1000,1050,160,20,0,3,0,10,10,12.6042,-1.7321,0.8496,7.5000,0.1000,0.6500,69,,1
1038.4330,1032.6448,1049.5804,1000,1050,160,20,0,3,0,10,10,5.7883,-8.1318,0.8496,7.5000,0.1000,0.6500,69,,1
1015.8951,1025.3831,1049.5804,1000,1050,160,20,0,3,0,10,10,-9.4879,-7.0577,0.8496,7.5000,0.1000,0.6500,69,,1
1042.9121,1032.0956,1049.5804,1000,1050,160,20,0,3,0,10,10,10.8165,6.8711,0.8496,7.5000,0.1000,0.6500,69,,1
1048.0249,1041.7575,1051.0330,1000,1050,160,20,1,6,0,10,10,6.2674,9.8625,1.4316,4.0000,0.1000,0.6500,70,,1
1040.9286,1047.0321,1051.0330,1000,1050,160,20,1,6,0,10,10,-6.1035,5.5356,1.4316,4.0000,0.1000,0.6500,70,,1
1054.6093,1046.8026,1051.0330,1000,1050,160,20,1,6,0,10,10,7.8067,0.0644,1.4316,4.0000,0.1000,0.6500,70,,1
1054.3932,1059.5664,1051.0330,1000,1050,160,20,1,6,0,10,10,-5.1732,13.0564,1.4316,4.0000,0.1000,0.6500,70,,1
1048.6225,1057.9381,1051.0330,1000,1050,160,20,1,6,0,10,10,-9.3155,-1.2561,1.4316,4.0000,0.1000,0.6500,70,,1
1064.7799,1064.4315,1051.0330,1000,1050,160,20,1,6,0,10,10,0.3484,6.8556,1.4316,4.0000,0.1000,0.6500,70,,1
1045.6030,1079.8039,1051.0330,1000,1050,160,20,1,6,1,10,10,-5.4300,15.7751,1.4316,4.0000,0.1000,0.6500,70,,1
1098.2029,1083.5060,1051.0330,1000,1050,160,20,1,6,0,10,10,14.6969,4.2008,1.4316,4.0000,0.1000,0.6500,70,,1
1102.4126,1080.9470,1062.1446,1000,1050,160,20,2,0,0,10,10,21.4655,-2.0370,11.1633,5.0000,0.1000,0.6500,71,,1
1077.0155,1076.5819,1062.1446,1000,1050,160,20,2,0,0,10,10,0.4335,-3.8592,11.1633,5.0000,0.1000,0.6500,71,,1
1054.9180,1077.1982,1062.1446,1000,1050,160,20,2,0,0,10,10,-22.2802,1.0949,11.1633,5.0000,0.1000,0.6500,71,,1
1074.0059,1071.4440,1062.1446,1000,1050,160,20,2,0,0,10,10,2.5619,-5.2717,11.1633,5.0000,0.1000,0.6500,71,,1
1082.8021,1071.0446,1062.1446,1000,1050,160,20,2,0,0,10,10,11.7575,0.0471,11.1633,5.0000,0.1000,0.6500,71,,1
1051.4827,1066.5983,1062.1446,1000,1050,160,20,2,0,0,10,10,-15.1156,-4.0023,11.1633,5.0000,0.1000,0.6500,71,,1
1065.7126,1066.9641,1062.1446,1000,1050,160,20,2,0,0,10,10,-1.2515,0.7821,11.1633,5.0000,0.1000,0.6500,71,,1
1053.7988,1073.3141,1062.1446,1000,1050,160,20,2,0,0,10,10,-19.5153,6.7685,11.1633,5.0000,0.1000,0.6500,71,,1
1065.4425,1067.3415,1060.0223,1000,1050,160,20,0,3,0,10,10,-1.8990,-5.5144,-1.5150,6.5000,0.1000,0.6500,72,,1
1082.4268,1083.1706,1060.0223,1000,1050,160,20,0,3,0,10,10,-0.7439,16.2500,-1.5150,6.5000,0.1000,0.6500,72,,1
1087.1106,1085.4455,1060.0223,1000,1050,160,20,0,3,0,10,10,1.6650,2.7947,-1.5150,6.5000,0.1000,0.6500,72,,1
1054.2344,1079.5056,1060.0223,1000,1050,160,20,0,3,1,10,10,-5.7880,-5.4059,-1.5150,6.5000,0.1000,0.6500,72,,1
1082.1912,1083.2629,1060.0223,1000,1050,160,20,0,3,0,10,10,-1.0717,4.2542,-1.5150,6.5000,0.1000,0.6500,72,,1
1078.6272,1080.8513,1060.0223,1000,1050,160,20,0,3,0,10,10,-2.2241,-1.8912,-1.5150,6.5000,0.1000,0.6500,72,,1
1081.8649,1078.2917,1060.0223,1000,1050,160,20,0,3,0,10,10,3.5732,-2.0543,-1.5150,6.5000,0.1000,0.6500,72,,1
1080.4268,1061.4329,1060.0223,1000,1050,160,20,0,3,0,10,10,18.9939,-16.3695,-1.5150,6.5000,0.1000,0.6500,72,,1
1053.5577,1063.3909,1070.9218,1000,1050,160,20,0,4,0,10,10,-9.8332,2.3420,11.4006,6.0000,0.1000,0.6500,73,,1
1062.2076,1065.6416,1070.9218,1000,1050,160,20,0,4,0,10,10,-3.4339,2.6468,11.4006,6.0000,0.1000,0.6500,73,,1
1041.5363,1053.5168,1070.9218,1000,1050,160,20,0,4,0,10,10,-11.9805,-11.7145,11.4006,6.0000,0.1000,0.6500,73,,1
1029.7157,1034.6957,1070.9218,1000,1050,160,20,0,4,0,10,10,-4.9800,-18.4866,11.4006,6.0000,0.1000,0.6500,73,,1
1066.7387,1040.0332,1070.9218,1000,1050,160,20,0,4,1,10,10,-4.1831,5.5544,11.4006,6.0000,0.1000,0.6500,73,,1
1026.8595,1038.6145,1070.9218,1000,1050,160,20,0,4,0,10,10,-11.7550,-1.1685,11.4006,6.0000,0.1000,0.6500,73,,1
1061.0855,1033.5988,1070.9218,1000,1050,160,20,0,4,0,10,10,27.4867,-4.7744,11.4006,6.0000,0.1000,0.6500,73,,1
1009.9949,1023.4417,1070.9218,1000,1050,160,20,0,4,0,10,10,-13.4468,-9.9471,11.4006,6.0000,0.1000,0.6500,73,,1
1036.7966,1037.4003,1067.9770,1000,1050,160,20,0,2,0,10,10,-0.6036,14.1051,-1.8986,4.5000,0.1000,0.6500,74,,1
1029.9393,1035.3375,1067.9770,1000,1050,160,20,0,2,0,10,10,-5.3982,-1.8290,-1.8986,4.5000,0.1000,0.6500,74,,1
1064.5625,1018.5477,1067.9770,1000,1050,160,20,0,2,1,10,10,-3.4145,-16.5689,-1.8986,4.5000,0.1000,0.6500,74,,1
1016.3863,1018.8906,1067.9770,1000,1050,160,20,0,2,0,10,10,-2.5043,0.4588,-1.8986,4.5000,0.1000,0.6500,74,,1
1005.9607,1003.2813,1067.9770,1000,1050,160,20,0,2,0,10,10,2.6794,-15.4912,-1.8986,4.5000,0.1000,0.6500,74,,1
1008.8131,997.3607,1067.9770,1000,1050,160,20,0,2,0,10,10,11.4523,-5.9000,-1.8986,4.5000,0.1000,0.6500,74,,1
1008.0417,1004.6780,1067.9770,1000,1050,160,20,0,2,0,10,10,3.3637,7.3008,-1.8986,4.5000,0.1000,0.6500,74,,1
1025.9088,1022.5703,1067.9770,1000,1050,160,20,0,2,0,10,10,3.3384,17.9216,-1.8986,4.5000,0.1000,0.6500,74,,1
1043.2228,1033.7716,1055.6916,1000,1050,160,20,0,2,0,10,10,9.4512,11.3423,-11.3866,6.5000,0.1000,0.6500,75,,1
1027.8080,1025.8810,1055.6916,1000,1050,160,20,0,2,0,10,10,1.9270,-7.6794,-11.3866,6.5000,0.1000,0.6500,75,,1
1055.0996,1017.3984,1055.6916,1000,1050,160,20,0,2,1,10,10,-0.5920,-8.3209,-11.3866,6.5000,0.1000,0.6500,75,,1
1028.0591,1035.8272,1055.6916,1000,1050,160,20,0,2,0,10,10,-7.7681,18.5375,-11.3866,6.5000,0.1000,0.6500,75,,1
1066.8028,1051.2020,1055.6916,1000,1050,160,20,0,2,0,10,10,15.6008,15.5987,-11.3866,6.5000,0.1000,0.6500,75,,1
1026.2464,1039.3563,1055.6916,1000,1050,160,20,0,2,0,10,10,-13.1099,-11.5257,-11.3866,6.5000,0.1000,0.6500,75,,1
1043.5234,1026.6475,1055.6916,1000,1050,160,20,0,2,0,10,10,16.8759,-12.4627,-11.3866,6.5000,0.1000,0.6500,75,,1
1025.5133,1025.9763,1055.6916,1000,1050,160,20,0,2,0,10,10,-0.4630,-0.5047,-11.3866,6.5000,0.1000,0.6500,75,,1
1013.1263,1011.6708,1050.2093,1000,1050,160,20,1,4,0,10,10,1.4556,-14.1432,-5.1977,6.5000,0.1000,0.6500,76,,1
1007.8661,1006.5988,1050.2093,1000,1050,160,20,1,4,0,10,10,1.2673,-4.9990,-5.1977,6.5000,0.1000,0.6500,76,,1
1025.7443,1023.3837,1050.2093,1000,1050,160,20,1,4,0,10,10,2.3607,16.8261,-5.1977,6.5000,0.1000,0.6500,76,,1
1040.3890,1028.1985,1050.2093,1000,1050,160,20,1,4,0,10,10,12.1905,4.9610,-5.1977,6.5000,0.1000,0.6500,76,,1
1051.0283,1041.5518,1050.2093,1000,1050,160,20,1,4,1,10,10,0.8190,13.5295,-5.1977,6.5000,0.1000,0.6500,76,,1
1036.1034,1037.4630,1050.2093,1000,1050,160,20,1,4,0,10,10,-1.3596,-3.8291,-5.1977,6.5000,0.1000,0.6500,76,,1
1040.9581,1033.2682,1050.2093,1000,1050,160,20,1,4,0,10,10,7.6900,-3.9607,-5.1977,6.5000,0.1000,0.6500,76,,1
1046.6696,1041.5957,1050.2093,1000,1050,160,20,1,4,0,10,10,5.0739,8.5355,-5.1977,6.5000,0.1000,0.6500,76,,1
1029.9845,1041.4001,1052.0045,1000,1050,160,20,1,5,0,10,10,-11.4156,0.0643,1.8056,6.0000,0.1000,0.6500,77,,1
1034.8121,1033.7758,1052.0045,1000,1050,160,20,1,5,0,10,10,1.0363,-7.3655,1.8056,6.0000,0.1000,0.6500,77,,1
1041.5027,1037.5144,1052.0045,1000,1050,160,20,1,5,0,10,10,3.9883,3.9497,1.8056,6.0000,0.1000,0.6500,77,,1
1037.5557,1042.9534,1052.0045,1000,1050,160,20,1,5,0,10,10,-5.3977,5.6734,1.8056,6.0000,0.1000,0.6500,77,,1
1029.3686,1034.4323,1052.0045,1000,1050,160,20,1,5,0,10,10,-5.0637,-8.2526,1.8056,6.0000,0.1000,0.6500,77,,1
1055.6009,1039.3565,1052.0045,1000,1050,160,20,1,5,1,10,10,3.5965,5.1394,1.8056,6.0000,0.1000,0.6500,77,,1
1065.7563,1048.5888,1052.0045,1000,1050,160,20,1,5,0,10,10,17.1675,9.4783,1.8056,6.0000,0.1000,0.6500,77,,1
1045.2646,1049.3862,1052.0045,1000,1050,160,20,1,5,0,10,10,-4.1216,1.1011,1.8056,6.0000,0.1000,0.6500,77,,1
1033.2830,1058.8210,1056.1018,1000,1050,160,20,1,4,0,10,10,-25.5381,9.7435,4.1976,3.0000,0.1000,0.6500,78,,1
1044.9538,1055.7910,1056.1018,1000,1050,160,20,1,4,0,10,10,-10.8371,-2.6625,4.1976,3.0000,0.1000,0.6500,78,,1
1067.3715,1068.3791,1056.1018,1000,1050,160,20,1,4,0,10,10,-1.0076,12.9369,4.1976,3.0000,0.1000,0.6500,78,,1
1064.5339,1056.4834,1056.1018,1000,1050,160,20,1,4,0,10,10,8.0505,-11.4684,4.1976,3.0000,0.1000,0.6500,78,,1
1041.6735,1053.2787,1056.1018,1000,1050,160,20,1,4,1,10,10,-14.4284,-2.8517,4.1976,3.0000,0.1000,0.6500,78,,1
1051.2556,1050.6907,1056.1018,1000,1050,160,20,1,4,0,10,10,0.5650,-2.2550,4.1976,3.0000,0.1000,0.6500,78,,1
1064.1046,1064.1464,1056.1018,1000,1050,160,20,1,4,0,10,10,-0.0418,13.7726,4.1976,3.0000,0.1000,0.6500,78,,1
1067.6031,1078.0107,1056.1018,1000,1050,160,20,1,4,0,10,10,-10.4076,14.2652,4.1976,3.0000,0.1000,0.6500,78,,1
1079.5591,1069.8260,1043.0275,1000,1050,160,20,1,6,0,10,10,9.7332,-7.6972,-12.7693,7.0000,0.1000,0.6500,79,,1
1053.3615,1070.5347,1043.0275,1000,1050,160,20,1,6,0,10,10,-17.1732,1.1452,-12.7693,7.0000,0.1000,0.6500,79,,1
1071.0435,1071.7014,1043.0275,1000,1050,160,20,1,6,0,10,10,-0.6579,1.6075,-12.7693,7.0000,0.1000,0.6500,79,,1
1066.8172,1070.0908,1043.0275,1000,1050,160,20,1,6,0,10,10,-3.2736,-1.1625,-12.7693,7.0000,0.1000,0.6500,79,,1
1062.4956,1074.4518,1043.0275,1000,1050,160,20,1,6,0,10,10,-11.9562,4.7991,-12.7693,7.0000,0.1000,0.6500,79,,1
1071.4248,1071.1075,1043.0275,1000,1050,160,20,1,6,0,10,10,0.3173,-2.8790,-12.7693,7.0000,0.1000,0.6500,79,,1
1046.5508,1067.9273,1043.0275,1000,1050,160,20,1,6,1,10,10,3.5233,-2.7357,-12.7693,7.0000,0.1000,0.6500,79,,1
1053.7134,1056.7691,1043.0275,1000,1050,160,20,1,6,0,10,10,-3.0556,-10.7337,-12.7693,7.0000,0.1000,0.6500,79,,1
1035.9954,1042.9868,1038.9332,1000,1050,160,20,1,4,0,10,10,-6.9914,-13.4275,-4.4429,5.5000,0.1000,0.6500,80,,1
1058.6087,1056.3246,1038.9332,1000,1050,160,20,1,4,0,10,10,2.2841,13.6065,-4.4429,5.5000,0.1000,0.6500,80,,1
1055.8048,1054.3962,1038.9332,1000,1050,160,20,1,4,0,10,10,1.4085,-1.5764,-4.4429,5.5000,0.1000,0.6500,80,,1
1045.1987,1053.4531,1038.9332,1000,1050,160,20,1,4,0,10,10,-8.2544,-0.6032,-4.4429,5.5000,0.1000,0.6500,80,,1
1058.2080,1048.2378,1038.9332,1000,1050,160,20,1,4,1,10,10,19.2748,-4.8812,-4.4429,5.5000,0.1000,0.6500,80,,1
1021.5894,1038.4314,1038.9332,1000,1050,160,20,1,4,0,10,10,-16.8419,-9.5050,-4.4429,5.5000,0.1000,0.6500,80,,1
1055.4686,1052.8019,1038.9332,1000,1050,160,20,1,4,0,10,10,2.6667,14.6107,-4.4429,5.5000,0.1000,0.6500,80,,1
1035.2640,1035.2027,1038.9332,1000,1050,160,20,1,4,0,10,10,0.0613,-17.2692,-4.4429,5.5000,0.1000,0.6500,80,,1
1014.2162,1031.9229,1028.0757,1000,1050,160,20,1,4,0,10,10,-17.7067,-3.0598,-11.4109,6.0000,0.1000,0.6500,81,,1
1039.7409,1041.7036,1028.0757,1000,1050,160,20,1,4,0,10,10,-1.9627,9.9802,-11.4109,6.0000,0.1000,0.6500,81,,1
1052.6198,1046.4504,1028.0757,1000,1050,160,20,1,4,0,10,10,6.1694,5.0074,-11.4109,6.0000,0.1000,0.6500,81,,1
1035.9269,1050.1283,1028.0757,1000,1050,160,20,1,4,0,10,10,-14.2014,3.9682,-11.4109,6.0000,0.1000,0.6500,81,,1
1025.1753,1045.3949,1028.0757,1000,1050,160,20,1,4,1,10,10,-2.9004,-4.4201,-11.4109,6.0000,0.1000,0.6500,81,,1
1032.8541,1029.0729,1028.0757,1000,1050,160,20,1,4,0,10,10,3.7813,-16.0383,-11.4109,6.0000,0.1000,0.6500,81,,1
1040.5992,1046.5254,1028.0757,1000,1050,160,20,1,4,0,10,10,-5.9262,17.6342,-11.4109,6.0000,0.1000,0.6500,81,,1
1036.9032,1039.8213,1028.0757,1000,1050,160,20,1,4,0,10,10,-2.9180,-6.4133,-11.4109,6.0000,0.1000,0.6500,81,,1
1037.3823,1037.6823,1039.9975,1000,1050,160,20,2,0,0,10,10,-0.3000,-1.8901,10.8257,4.5000,0.1000,0.6500,82,,1
1038.8954,1043.9406,1039.9975,1000,1050,160,20,2,0,0,10,10,-5.0452,6.4938,10.8257,4.5000,0.1000,0.6500,82,,1
1047.4340,1054.6539,1039.9975,1000,1050,160,20,2,0,0,10,10,-7.2199,10.9880,10.8257,4.5000,0.1000,0.6500,82,,1
1085.7345,1065.9561,1039.9975,1000,1050,160,20,2,0,0,10,10,19.7784,11.6438,10.8257,4.5000,0.1000,0.6500,82,,1
1059.6395,1074.8813,1039.9975,1000,1050,160,20,2,0,0,10,10,-15.2418,9.3374,10.8257,4.5000,0.1000,0.6500,82,,1
1082.3557,1092.4337,1039.9975,1000,1050,160,20,2,0,0,10,10,-10.0780,18.0205,10.8257,4.5000,0.1000,0.6500,82,,1
1099.8526,1098.7506,1039.9975,1000,1050,160,20,2,0,0,10,10,1.1020,6.8946,10.8257,4.5000,0.1000,0.6500,82,,1
1104.3057,1106.4976,1039.9975,1000,1050,160,20,2,0,0,10,10,-2.1919,8.3642,10.8257,4.5000,0.1000,0.6500,82,,1
1111.0060,1114.8754,1046.6135,1000,1050,160,20,0,4,0,10,10,-3.8694,9.0434,6.1159,6.5000,0.1000,0.6500,83,,1
1130.0956,1120.8427,1046.6135,1000,1050,160,20,0,4,0,10,10,9.2529,6.6853,6.1159,6.5000,0.1000,0.6500,83,,1
1124.1251,1111.8683,1046.6135,1000,1050,160,20,0,4,0,10,10,12.2568,-8.2191,6.1159,6.5000,0.1000,0.6500,83,,1
1117.9827,1121.3658,1046.6135,1000,1050,160,20,0,4,0,10,10,-3.3831,10.1967,6.1159,6.5000,0.1000,0.6500,83,,1
1049.5616,1120.3857,1046.6135,1000,1050,160,20,0,4,1,10,10,2.9481,-0.2216,6.1159,6.5000,0.1000,0.6500,83,,1
1087.8916,1113.8631,1046.6135,1000,1050,160,20,0,4,0,10,10,-25.9716,-5.7701,6.1159,6.5000,0.1000,0.6500,83,,1
1109.7385,1105.0987,1046.6135,1000,1050,160,20,0,4,0,10,10,4.6398,-8.0528,6.1159,6.5000,0.1000,0.6500,83,,1
1110.5252,1110.1540,1046.6135,1000,1050,160,20,0,4,0,10,10,0.3712,5.7122,6.1159,6.5000,0.1000,0.6500,83,,1
1092.9448,1102.8294,1041.0520,1000,1050,160,20,0,2,0,10,10,-9.8847,-6.6361,-5.7308,4.0000,0.1000,0.6500,84,,1
1081.0541,1093.4568,1041.0520,1000,1050,160,20,0,2,0,10,10,-12.4027,-8.7299,-5.7308,4.0000,0.1000,0.6500,84,,1
1039.6360,1088.8107,1041.0520,1000,1050,160,20,0,2,1,10,10,-1.4160,-4.0621,-5.7308,4.0000,0.1000,0.6500,84,,1
1068.9265,1082.8518,1041.0520,1000,1050,160,20,0,2,0,10,10,-13.9253,-5.4038,-5.7308,4.0000,0.1000,0.6500,84,,1
1088.5648,1082.9669,1041.0520,1000,1050,160,20,0,2,0,10,10,5.5980,0.6329,-5.7308,4.0000,0.1000,0.6500,84,,1
1057.7548,1076.4642,1041.0520,1000,1050,160,20,0,2,0,10,10,-18.7094,-5.9841,-5.7308,4.0000,0.1000,0.6500,84,,1
1085.6111,1078.4625,1041.0520,1000,1050,160,20,0,2,0,10,10,7.1486,2.4762,-5.7308,4.0000,0.1000,0.6500,84,,1
1053.7205,1052.5665,1041.0520,1000,1050,160,20,0,2,0,10,10,1.1540,-25.4056,-5.7308,4.0000,0.1000,0.6500,84,,1
1076.5369,1054.4312,1039.5200,1000,1050,160,20,0,2,0,10,10,22.1056,2.1933,-1.9794,3.5000,0.1000,0.6500,85,,1
1043.8566,1060.2491,1039.5200,1000,1050,160,20,0,2,0,10,10,-16.3925,6.1581,-1.9794,3.5000,0.1000,0.6500,85,,1
1023.0364,1070.0139,1039.5200,1000,1050,160,20,0,2,1,10,10,-16.4836,10.1414,-1.9794,3.5000,0.1000,0.6500,85,,1
1062.5965,1075.8851,1039.5200,1000,1050,160,20,0,2,0,10,10,-13.2887,6.3088,-1.9794,3.5000,0.1000,0.6500,85,,1
