observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,noise_w_std_t_minus_one,noise_w_dev_t_minus_one,ITI,duration_tones,ISI,trial_n,run,run_n
717.7772,712.4449,755.1340,700,750,16,2,0,3,0,10,10,5.3323,,,6.0000,0.1000,0.6500,0,,0
701.8081,710.1849,755.1340,700,750,16,2,0,3,0,10,10,-8.3768,-1.4822,,6.0000,0.1000,0.6500,0,,0
699.6512,690.6489,755.1340,700,750,16,2,0,3,0,10,10,9.0023,-18.8995,,6.0000,0.1000,0.6500,0,,0
751.2259,681.6785,755.1340,700,750,16,2,0,3,1,10,10,-3.9081,-9.5548,,6.0000,0.1000,0.6500,0,,0
682.3578,698.4077,755.1340,700,750,16,2,0,3,0,10,10,-16.0499,15.5841,,6.0000,0.1000,0.6500,0,,0
687.7237,696.1376,755.1340,700,750,16,2,0,3,0,10,10,-8.4139,-2.3696,,6.0000,0.1000,0.6500,0,,0
711.5077,703.9293,755.1340,700,750,16,2,0,3,0,10,10,7.5784,7.5503,,6.0000,0.1000,0.6500,0,,0
657.8001,677.4093,755.1340,700,750,16,2,0,3,0,10,10,-19.6092,-26.2744,,6.0000,0.1000,0.6500,0,,0
688.6675,678.0809,752.1898,700,750,16,2,0,2,0,10,10,10.5867,-0.7404,-0.3772,7.5000,0.1000,0.6500,1,,0
676.3299,684.1166,752.1898,700,750,16,2,0,2,0,10,10,-7.7867,4.6658,-0.3772,7.5000,0.1000,0.6500,1,,0
753.0012,682.7118,752.1898,700,750,16,2,0,2,1,10,10,0.8113,-2.3975,-0.3772,7.5000,0.1000,0.6500,1,,0
667.1803,665.2696,752.1898,700,750,16,2,0,2,0,10,10,1.9107,-18.5227,-0.3772,7.5000,0.1000,0.6500,1,,0
640.9602,661.2028,752.1898,700,750,16,2,0,2,0,10,10,-20.2425,-6.2375,-0.3772,7.5000,0.1000,0.6500,1,,0
659.5026,666.1578,752.1898,700,750,16,2,0,2,0,10,10,-6.6552,2.5302,-0.3772,7.5000,0.1000,0.6500,1,,0
647.3776,658.8311,752.1898,700,750,16,2,0,2,0,10,10,-11.4536,-9.4418,-0.3772,7.5000,0.1000,0.6500,1,,0
685.6371,672.6766,752.1898,700,750,16,2,0,2,0,10,10,12.9606,11.2724,-0.3772,7.5000,0.1000,0.6500,1,,0
674.3271,666.3047,752.4527,700,750,16,2,0,4,0,10,10,8.0224,-8.0796,1.3578,5.0000,0.1000,0.6500,2,,0
696.8761,691.9020,752.4527,700,750,16,2,0,4,0,10,10,4.9742,23.4913,1.3578,5.0000,0.1000,0.6500,2,,0
696.8339,682.9801,752.4527,700,750,16,2,0,4,0,10,10,13.8538,-9.4280,1.3578,5.0000,0.1000,0.6500,2,,0
690.7375,703.0636,752.4527,700,750,16,2,0,4,0,10,10,-12.3261,19.0197,1.3578,5.0000,0.1000,0.6500,2,,0
729.7024,707.9643,752.4527,700,750,16,2,0,4,1,10,10,-22.7503,5.0922,1.3578,5.0000,0.1000,0.6500,2,,0
704.3576,701.0420,752.4527,700,750,16,2,0,4,0,10,10,3.3156,-6.4245,1.3578,5.0000,0.1000,0.6500,2,,0
702.1454,710.5167,752.4527,700,750,16,2,0,4,0,10,10,-8.3713,9.5398,1.3578,5.0000,0.1000,0.6500,2,,0
699.6525,706.6788,752.4527,700,750,16,2,0,4,0,10,10,-7.0263,-3.1806,1.3578,5.0000,0.1000,0.6500,2,,0
692.7899,689.0887,758.8223,700,750,16,2,0,2,0,10,10,3.7012,-17.1727,7.5959,7.0000,0.1000,0.6500,3,,0
690.7592,698.6210,758.8223,700,750,16,2,0,2,0,10,10,-7.8618,8.8503,7.5959,7.0000,0.1000,0.6500,3,,0
754.5578,708.2263,758.8223,700,750,16,2,0,2,1,10,10,-4.2645,9.5192,7.5959,7.0000,0.1000,0.6500,3,,0
705.8504,704.6113,758.8223,700,750,16,2,0,2,0,10,10,1.2391,-3.1008,7.5959,7.0000,0.1000,0.6500,3,,0
714.1279,719.7220,758.8223,700,750,16,2,0,2,0,10,10,-5.5941,15.3989,7.5959,7.0000,0.1000,0.6500,3,,0
718.4841,724.5332,758.8223,700,750,16,2,0,2,0,10,10,-6.0490,6.0437,7.5959,7.0000,0.1000,0.6500,3,,0
723.2808,719.0346,758.8223,700,750,16,2,0,2,0,10,10,4.2462,-3.9653,7.5959,7.0000,0.1000,0.6500,3,,0
742.5559,732.7431,758.8223,700,750,16,2,0,2,0,10,10,9.8128,14.8982,7.5959,7.0000,0.1000,0.6500,3,,0
736.6333,731.9456,733.7265,700,750,16,2,0,2,0,10,10,4.6877,1.2489,-20.6847,3.5000,0.1000,0.6500,4,,0
732.8420,736.2860,733.7265,700,750,16,2,0,2,0,10,10,-3.4440,6.3369,-20.6847,3.5000,0.1000,0.6500,4,,0
749.7652,727.2975,733.7265,700,750,16,2,0,2,1,10,10,16.0387,-6.7205,-20.6847,3.5000,0.1000,0.6500,4,,0
748.8632,726.7372,733.7265,700,750,16,2,0,2,0,10,10,22.1260,1.1457,-20.6847,3.5000,0.1000,0.6500,4,,0
721.6888,718.3434,733.7265,700,750,16,2,0,2,0,10,10,3.3454,-6.7227,-20.6847,3.5000,0.1000,0.6500,4,,0
723.1552,723.6560,733.7265,700,750,16,2,0,2,0,10,10,-0.5008,6.4590,-20.6847,3.5000,0.1000,0.6500,4,,0
736.4925,730.4547,733.7265,700,750,16,2,0,2,0,10,10,6.0378,8.2772,-20.6847,3.5000,0.1000,0.6500,4,,0
718.5937,717.8147,733.7265,700,750,16,2,0,2,0,10,10,0.7790,-10.7366,-20.6847,3.5000,0.1000,0.6500,4,,0
695.5799,695.2327,741.0292,700,750,16,2,0,3,0,10,10,0.3472,-21.4686,-0.8340,4.0000,0.1000,0.6500,5,,0
700.6311,705.2431,741.0292,700,750,16,2,0,3,0,10,10,-4.6120,9.7124,-0.8340,4.0000,0.1000,0.6500,5,,0
712.1744,700.9125,741.0292,700,750,16,2,0,3,0,10,10,11.2618,-4.0028,-0.8340,4.0000,0.1000,0.6500,5,,0
746.2230,681.3261,741.0292,700,750,16,2,0,3,1,10,10,5.1938,-19.5294,-0.8340,4.0000,0.1000,0.6500,5,,0
672.0484,691.2436,741.0292,700,750,16,2,0,3,0,10,10,-19.1951,8.7503,-0.8340,4.0000,0.1000,0.6500,5,,0
666.5308,672.1899,741.0292,700,750,16,2,0,3,0,10,10,-5.6591,-19.6010,-0.8340,4.0000,0.1000,0.6500,5,,0
663.7369,662.3470,741.0292,700,750,16,2,0,3,0,10,10,1.3899,-11.5810,-0.8340,4.0000,0.1000,0.6500,5,,0
658.9572,654.2869,741.0292,700,750,16,2,0,3,0,10,10,4.6703,-10.4135,-0.8340,4.0000,0.1000,0.6500,5,,0
680.2800,665.5195,746.8018,700,750,16,2,0,4,0,10,10,14.7605,8.3755,1.2872,3.0000,0.1000,0.6500,6,,0
669.9412,669.6729,746.8018,700,750,16,2,0,4,0,10,10,0.2682,1.9984,1.2872,3.0000,0.1000,0.6500,6,,0
665.2263,675.9026,746.8018,700,750,16,2,0,4,0,10,10,-10.6763,4.3342,1.2872,3.0000,0.1000,0.6500,6,,0
690.4531,687.0932,746.8018,700,750,16,2,0,4,0,10,10,3.3600,9.6845,1.2872,3.0000,0.1000,0.6500,6,,0
751.9629,694.3555,746.8018,700,750,16,2,0,4,1,10,10,5.1611,6.4557,1.2872,3.0000,0.1000,0.6500,6,,0
692.0769,689.0845,746.8018,700,750,16,2,0,4,0,10,10,2.9924,-5.6239,1.2872,3.0000,0.1000,0.6500,6,,0
679.8480,673.6566,746.8018,700,750,16,2,0,4,0,10,10,6.1914,-16.1101,1.2872,3.0000,0.1000,0.6500,6,,0
673.1440,670.1856,746.8018,700,750,16,2,0,4,0,10,10,2.9584,-5.1175,1.2872,3.0000,0.1000,0.6500,6,,0
671.4243,674.7108,755.7933,700,750,16,2,0,4,0,10,10,-3.2865,2.6618,7.3924,4.0000,0.1000,0.6500,7,,0
673.1457,673.4304,755.7933,700,750,16,2,0,4,0,10,10,-0.2846,-2.8610,7.3924,4.0000,0.1000,0.6500,7,,0
684.9266,675.2090,755.7933,700,750,16,2,0,4,0,10,10,9.7177,0.1180,7.3924,4.0000,0.1000,0.6500,7,,0
662.2762,670.6672,755.7933,700,750,16,2,0,4,0,10,10,-8.3909,-6.0912,7.3924,4.0000,0.1000,0.6500,7,,0
752.0587,685.4652,755.7933,700,750,16,2,0,4,1,10,10,-3.7346,12.9647,7.3924,4.0000,0.1000,0.6500,7,,0
691.5043,699.3580,755.7933,700,750,16,2,0,4,0,10,10,-7.8537,12.9843,7.3924,4.0000,0.1000,0.6500,7,,0
691.2133,693.0578,755.7933,700,750,16,2,0,4,0,10,10,-1.8445,-6.3403,7.3924,4.0000,0.1000,0.6500,7,,0
702.3142,692.2724,755.7933,700,750,16,2,0,4,0,10,10,10.0418,-1.2193,7.3924,4.0000,0.1000,0.6500,7,,0
706.7597,710.6076,751.5385,700,750,16,2,0,3,0,10,10,-3.8479,17.8523,-1.3581,7.0000,0.1000,0.6500,8,,0
718.2949,709.9661,751.5385,700,750,16,2,0,3,0,10,10,8.3288,0.0214,-1.3581,7.0000,0.1000,0.6500,8,,0
710.1854,710.5817,751.5385,700,750,16,2,0,3,0,10,10,-0.3962,1.2385,-1.3581,7.0000,0.1000,0.6500,8,,0
736.7003,698.1380,751.5385,700,750,16,2,0,3,1,10,10,-14.8382,-11.7823,-1.3581,7.0000,0.1000,0.6500,8,,0
675.5954,685.9192,751.5385,700,750,16,2,0,3,0,10,10,-10.3238,-12.3352,-1.3581,7.0000,0.1000,0.6500,8,,0
676.9449,675.5683,751.5385,700,750,16,2,0,3,0,10,10,1.3765,-11.2309,-1.3581,7.0000,0.1000,0.6500,8,,0
683.3047,689.9578,751.5385,700,750,16,2,0,3,0,10,10,-6.6531,12.8625,-1.3581,7.0000,0.1000,0.6500,8,,0
694.1228,701.5012,751.5385,700,750,16,2,0,3,0,10,10,-7.3783,10.9158,-1.3581,7.0000,0.1000,0.6500,8,,0
698.2878,701.6903,750.2775,700,750,16,2,0,4,0,10,10,-3.4025,0.2829,-0.4918,6.0000,0.1000,0.6500,9,,0
678.8685,698.1283,750.2775,700,750,16,2,0,4,0,10,10,-19.2598,-3.4563,-0.4918,6.0000,0.1000,0.6500,9,,0
664.1835,677.8063,750.2775,700,750,16,2,0,4,0,10,10,-13.6227,-20.4390,-0.4918,6.0000,0.1000,0.6500,9,,0
675.7810,671.0166,750.2775,700,750,16,2,0,4,0,10,10,4.7644,-8.1768,-0.4918,6.0000,0.1000,0.6500,9,,0
766.6539,681.0072,750.2775,700,750,16,2,0,4,1,10,10,16.3764,8.1791,-0.4918,6.0000,0.1000,0.6500,9,,0
703.2103,703.8147,750.2775,700,750,16,2,0,4,0,10,10,-0.6044,21.6205,-0.4918,6.0000,0.1000,0.6500,9,,0
698.8251,715.3379,750.2775,700,750,16,2,0,4,0,10,10,-16.5128,11.7616,-0.4918,6.0000,0.1000,0.6500,9,,0
711.3188,723.5753,750.2775,700,750,16,2,0,4,0,10,10,-12.2565,9.1960,-0.4918,6.0000,0.1000,0.6500,9,,0
730.9285,723.6906,758.9728,700,750,16,2,0,4,0,10,10,7.2380,1.5887,8.8340,7.0000,0.1000,0.6500,10,,0
718.5723,713.8879,758.9728,700,750,16,2,0,4,0,10,10,4.6844,-8.3220,8.8340,7.0000,0.1000,0.6500,10,,0
736.3957,738.9672,758.9728,700,750,16,2,0,4,0,10,10,-2.5715,25.9473,8.8340,7.0000,0.1000,0.6500,10,,0
741.4583,732.9077,758.9728,700,750,16,2,0,4,0,10,10,8.5506,-3.6240,8.8340,7.0000,0.1000,0.6500,10,,0
748.1925,732.0806,758.9728,700,750,16,2,0,4,1,10,10,-10.7803,1.2296,8.8340,7.0000,0.1000,0.6500,10,,0
717.0868,743.7798,758.9728,700,750,16,2,0,4,0,10,10,-26.6931,13.7043,8.8340,7.0000,0.1000,0.6500,10,,0
739.2660,747.7341,758.9728,700,750,16,2,0,4,0,10,10,-8.4681,6.6905,8.8340,7.0000,0.1000,0.6500,10,,0
732.8526,742.1004,758.9728,700,750,16,2,0,4,0,10,10,-9.2478,-2.6503,8.8340,7.0000,0.1000,0.6500,10,,0
717.8656,723.4347,754.6595,700,750,16,2,0,3,0,10,10,-5.5691,-16.0344,0.1731,7.5000,0.1000,0.6500,11,,0
729.9778,715.4094,754.6595,700,750,16,2,0,3,0,10,10,14.5684,-6.5606,0.1731,7.5000,0.1000,0.6500,11,,0
691.5173,715.7731,754.6595,700,750,16,2,0,3,0,10,10,-24.2558,1.3267,0.1731,7.5000,0.1000,0.6500,11,,0
762.5412,698.1063,754.6595,700,750,16,2,0,3,1,10,10,7.8817,-16.6809,0.1731,7.5000,0.1000,0.6500,11,,0
682.6590,694.5711,754.6595,700,750,16,2,0,3,0,10,10,-11.9120,-3.6536,0.1731,7.5000,0.1000,0.6500,11,,0
719.9897,708.7755,754.6595,700,750,16,2,0,3,0,10,10,11.2142,13.8652,0.1731,7.5000,0.1000,0.6500,11,,0
704.5571,712.0186,754.6595,700,750,16,2,0,3,0,10,10,-7.4615,3.7915,0.1731,7.5000,0.1000,0.6500,11,,0
739.4783,722.5621,754.6595,700,750,16,2,0,3,0,10,10,16.9162,11.2947,0.1731,7.5000,0.1000,0.6500,11,,0
735.0243,738.2653,759.3157,700,750,16,2,0,2,0,10,10,-3.2409,17.1133,6.9860,5.0000,0.1000,0.6500,12,,0
741.9166,730.8140,759.3157,700,750,16,2,0,2,0,10,10,11.1026,-5.0597,6.9860,5.0000,0.1000,0.6500,12,,0
754.9350,730.0076,759.3157,700,750,16,2,0,2,1,10,10,-4.3807,1.1195,6.9860,5.0000,0.1000,0.6500,12,,0
734.1736,721.5814,759.3157,700,750,16,2,0,2,0,10,10,12.5922,-6.5508,6.9860,5.0000,0.1000,0.6500,12,,0
717.8754,725.0454,759.3157,700,750,16,2,0,2,0,10,10,-7.1701,4.8129,6.9860,5.0000,0.1000,0.6500,12,,0
722.4587,725.4064,759.3157,700,750,16,2,0,2,0,10,10,-2.9476,1.9263,6.9860,5.0000,0.1000,0.6500,12,,0
728.8974,726.5791,759.3157,700,750,16,2,0,2,0,10,10,2.3182,2.7607,6.9860,5.0000,0.1000,0.6500,12,,0
727.8357,723.1298,759.3157,700,750,16,2,0,2,0,10,10,4.7059,-1.7882,6.9860,5.0000,0.1000,0.6500,12,,0
725.6554,718.9728,777.0443,700,750,16,2,0,2,0,10,10,6.6826,-2.7114,22.3865,3.0000,0.1000,0.6500,13,,0
718.4973,710.2635,777.0443,700,750,16,2,0,2,0,10,10,8.2337,-7.5234,22.3865,3.0000,0.1000,0.6500,13,,0
773.0391,702.2448,777.0443,700,750,16,2,0,2,1,10,10,-4.0052,-7.3773,22.3865,3.0000,0.1000,0.6500,13,,0
709.3767,711.3473,777.0443,700,750,16,2,0,2,0,10,10,-1.9705,9.2428,22.3865,3.0000,0.1000,0.6500,13,,0
705.0215,708.4584,777.0443,700,750,16,2,0,2,0,10,10,-3.4370,-2.1796,22.3865,3.0000,0.1000,0.6500,13,,0
713.5509,712.8147,777.0443,700,750,16,2,0,2,0,10,10,0.7363,4.8849,22.3865,3.0000,0.1000,0.6500,13,,0
717.1809,722.5044,777.0443,700,750,16,2,0,2,0,10,10,-5.3236,10.4907,22.3865,3.0000,0.1000,0.6500,13,,0
722.2347,721.3363,777.0443,700,750,16,2,0,2,0,10,10,0.8984,0.2384,22.3865,3.0000,0.1000,0.6500,13,,0
738.1696,729.2356,770.6247,700,750,16,2,0,2,0,10,10,8.9340,9.2329,7.1026,7.0000,0.1000,0.6500,14,,0
701.3399,707.0512,770.6247,700,750,16,2,0,2,0,10,10,-5.7113,-20.3572,7.1026,7.0000,0.1000,0.6500,14,,0
754.4353,704.4214,770.6247,700,750,16,2,0,2,1,10,10,-16.1895,-2.1890,7.1026,7.0000,0.1000,0.6500,14,,0
689.9006,697.5595,770.6247,700,750,16,2,0,2,0,10,10,-7.6589,-6.5856,7.1026,7.0000,0.1000,0.6500,14,,0
714.1931,706.6495,770.6247,700,750,16,2,0,2,0,10,10,7.5436,8.9375,7.1026,7.0000,0.1000,0.6500,14,,0
708.6822,715.2897,770.6247,700,750,16,2,0,2,0,10,10,-6.6074,9.0558,7.1026,7.0000,0.1000,0.6500,14,,0
717.0793,716.2111,770.6247,700,750,16,2,0,2,0,10,10,0.8682,1.8770,7.1026,7.0000,0.1000,0.6500,14,,0
739.6463,727.1290,770.6247,700,750,16,2,0,2,0,10,10,12.5173,11.9312,7.1026,7.0000,0.1000,0.6500,14,,0
725.6364,726.9354,772.0509,700,750,16,2,2,0,0,10,10,-1.2990,1.5019,11.7385,6.5000,0.1000,0.6500,15,,0
739.5882,728.7676,772.0509,700,750,16,2,2,0,0,10,10,10.8205,3.5157,11.7385,6.5000,0.1000,0.6500,15,,0
720.5884,730.2328,772.0509,700,750,16,2,2,0,0,10,10,-9.6444,3.2632,11.7385,6.5000,0.1000,0.6500,15,,0
729.9227,742.1035,772.0509,700,750,16,2,2,0,0,10,10,-12.1809,13.7602,11.7385,6.5000,0.1000,0.6500,15,,0
722.3076,736.7089,772.0509,700,750,16,2,2,0,0,10,10,-14.4013,-2.7632,11.7385,6.5000,0.1000,0.6500,15,,0
720.9590,721.6386,772.0509,700,750,16,2,2,0,0,10,10,-0.6796,-12.7759,11.7385,6.5000,0.1000,0.6500,15,,0
713.1525,715.5579,772.0509,700,750,16,2,2,0,0,10,10,-2.4054,-4.7284,11.7385,6.5000,0.1000,0.6500,15,,0
704.5899,705.3784,772.0509,700,750,16,2,2,0,0,10,10,-0.7885,-9.2071,11.7385,6.5000,0.1000,0.6500,15,,0
711.7234,705.5540,755.7129,700,750,16,2,0,3,0,10,10,6.1693,0.5118,-5.3126,6.5000,0.1000,0.6500,16,,0
703.0843,701.2336,755.7129,700,750,16,2,0,3,0,10,10,1.8506,-3.9733,-5.3126,6.5000,0.1000,0.6500,16,,0
705.4577,694.2545,755.7129,700,750,16,2,0,3,0,10,10,11.2031,-6.9020,-5.3126,6.5000,0.1000,0.6500,16,,0
762.7034,708.4054,755.7129,700,750,16,2,0,3,1,10,10,6.9905,13.7918,-5.3126,6.5000,0.1000,0.6500,16,,0
707.0431,700.5030,755.7129,700,750,16,2,0,3,0,10,10,6.5401,-7.3771,-5.3126,6.5000,0.1000,0.6500,16,,0
688.4180,683.9121,755.7129,700,750,16,2,0,3,0,10,10,4.5060,-16.5595,-5.3126,6.5000,0.1000,0.6500,16,,0
692.3902,665.5170,755.7129,700,750,16,2,0,3,0,10,10,26.8733,-19.4006,-5.3126,6.5000,0.1000,0.6500,16,,0
673.5483,686.4655,755.7129,700,750,16,2,0,3,0,10,10,-12.9172,18.7934,-5.3126,6.5000,0.1000,0.6500,16,,0
689.0998,691.8883,764.6781,700,750,16,2,0,4,0,10,10,-2.7886,4.5769,11.8217,5.0000,0.1000,0.6500,17,,0
717.8590,701.0538,764.6781,700,750,16,2,0,4,0,10,10,16.8052,8.6585,11.8217,5.0000,0.1000,0.6500,17,,0
706.2626,707.2023,764.6781,700,750,16,2,0,4,0,10,10,-0.9397,6.2144,11.8217,5.0000,0.1000,0.6500,17,,0
700.1051,699.3753,764.6781,700,750,16,2,0,4,0,10,10,0.7298,-7.3769,11.8217,5.0000,0.1000,0.6500,17,,0
762.6862,713.2917,764.6781,700,750,16,2,0,4,1,10,10,-1.9919,13.8774,11.8217,5.0000,0.1000,0.6500,17,,0
725.0804,717.7721,764.6781,700,750,16,2,0,4,0,10,10,7.3083,5.3111,11.8217,5.0000,0.1000,0.6500,17,,0
675.6536,698.7955,764.6781,700,750,16,2,0,4,0,10,10,-23.1420,-17.8658,11.8217,5.0000,0.1000,0.6500,17,,0
717.1283,708.9808,764.6781,700,750,16,2,0,4,0,10,10,8.1475,10.1100,11.8217,5.0000,0.1000,0.6500,17,,0
710.9489,712.7357,753.7435,700,750,16,2,2,0,0,10,10,-1.7868,4.3162,-3.5955,3.5000,0.1000,0.6500,18,,0
689.1552,694.1425,753.7435,700,750,16,2,2,0,0,10,10,-4.9873,-17.7972,-3.5955,3.5000,0.1000,0.6500,18,,0
721.2531,717.7298,753.7435,700,750,16,2,2,0,0,10,10,3.5233,23.2212,-3.5955,3.5000,0.1000,0.6500,18,,0
750.8599,738.3719,753.7435,700,750,16,2,2,0,0,10,10,12.4880,21.7502,-3.5955,3.5000,0.1000,0.6500,18,,0
753.9408,749.4412,753.7435,700,750,16,2,2,0,0,10,10,4.4996,13.4675,-3.5955,3.5000,0.1000,0.6500,18,,0
739.9427,737.9489,753.7435,700,750,16,2,2,0,0,10,10,1.9938,-8.4022,-3.5955,3.5000,0.1000,0.6500,18,,0
741.5329,738.7811,753.7435,700,750,16,2,2,0,0,10,10,2.7517,3.2040,-3.5955,3.5000,0.1000,0.6500,18,,0
730.9235,725.6666,753.7435,700,750,16,2,2,0,0,10,10,5.2569,-10.6907,-3.5955,3.5000,0.1000,0.6500,18,,0
733.8878,721.6531,734.4024,700,750,16,2,1,6,0,10,10,12.2347,-2.4093,-17.4693,3.5000,0.1000,0.6500,19,,0
725.3937,730.6841,734.4024,700,750,16,2,1,6,0,10,10,-5.2903,10.3843,-17.4693,3.5000,0.1000,0.6500,19,,0
725.8368,732.5011,734.4024,700,750,16,2,1,6,0,10,10,-6.6643,3.7348,-17.4693,3.5000,0.1000,0.6500,19,,0
738.1292,725.4022,734.4024,700,750,16,2,1,6,0,10,10,12.7270,-5.0677,-17.4693,3.5000,0.1000,0.6500,19,,0
703.6249,730.7512,734.4024,700,750,16,2,1,6,0,10,10,-27.1262,6.9367,-17.4693,3.5000,0.1000,0.6500,19,,0
736.0430,725.5092,734.4024,700,750,16,2,1,6,0,10,10,10.5338,-3.3200,-17.4693,3.5000,0.1000,0.6500,19,,0
751.0524,725.8676,734.4024,700,750,16,2,1,6,1,10,10,16.6499,1.9527,-17.4693,3.5000,0.1000,0.6500,19,,0
727.3755,728.3287,734.4024,700,750,16,2,1,6,0,10,10,-0.9532,4.0779,-17.4693,3.5000,0.1000,0.6500,19,,0
729.5063,734.1338,740.1522,700,750,16,2,1,6,0,10,10,-4.6275,7.5756,-2.0491,6.5000,0.1000,0.6500,20,,0
747.9169,737.4008,740.1522,700,750,16,2,1,6,0,10,10,10.5160,5.4004,-2.0491,6.5000,0.1000,0.6500,20,,0
751.3237,748.4789,740.1522,700,750,16,2,1,6,0,10,10,2.8448,13.4157,-2.0491,6.5000,0.1000,0.6500,20,,0
735.2125,743.6205,740.1522,700,750,16,2,1,6,0,10,10,-8.4079,-1.8285,-2.0491,6.5000,0.1000,0.6500,20,,0
738.6522,744.9152,740.1522,700,750,16,2,1,6,0,10,10,-6.2630,4.0210,-2.0491,6.5000,0.1000,0.6500,20,,0
723.7039,731.7940,740.1522,700,750,16,2,1,6,0,10,10,-8.0902,-10.3140,-2.0491,6.5000,0.1000,0.6500,20,,0
759.1363,729.0595,740.1522,700,750,16,2,1,6,1,10,10,18.9842,-0.7475,-2.0491,6.5000,0.1000,0.6500,20,,0
695.1689,704.7999,740.1522,700,750,16,2,1,6,0,10,10,-9.6309,-22.4434,-2.0491,6.5000,0.1000,0.6500,20,,0
686.4555,696.0969,742.4268,700,750,16,2,0,4,0,10,10,-9.6414,-8.4030,-2.6493,6.0000,0.1000,0.6500,21,,0
710.5901,691.1520,742.4268,700,750,16,2,0,4,0,10,10,19.4381,-5.1888,-2.6493,6.0000,0.1000,0.6500,21,,0
700.2602,690.1854,742.4268,700,750,16,2,0,4,0,10,10,10.0748,-1.5196,-2.6493,6.0000,0.1000,0.6500,21,,0
679.1796,674.0602,742.4268,700,750,16,2,0,4,0,10,10,5.1194,-16.7386,-2.6493,6.0000,0.1000,0.6500,21,,0
748.1234,685.6407,742.4268,700,750,16,2,0,4,1,10,10,5.6966,9.9592,-2.6493,6.0000,0.1000,0.6500,21,,0
711.8661,699.0832,742.4268,700,750,16,2,0,4,0,10,10,12.7829,12.5451,-2.6493,6.0000,0.1000,0.6500,21,,0
712.4088,691.9516,742.4268,700,750,16,2,0,4,0,10,10,20.4572,-7.1889,-2.6493,6.0000,0.1000,0.6500,21,,0
690.0611,704.2349,742.4268,700,750,16,2,0,4,0,10,10,-14.1738,11.7803,-2.6493,6.0000,0.1000,0.6500,21,,0
691.5486,704.1494,760.0946,700,750,16,2,0,2,0,10,10,-12.6008,0.1792,13.8812,4.0000,0.1000,0.6500,22,,0
696.1260,709.7870,760.0946,700,750,16,2,0,2,0,10,10,-13.6610,5.8969,13.8812,4.0000,0.1000,0.6500,22,,0
743.3876,738.2721,760.0946,700,750,16,2,0,2,1,10,10,-16.7070,29.0968,13.8812,4.0000,0.1000,0.6500,22,,0
735.2010,742.8816,760.0946,700,750,16,2,0,2,0,10,10,-7.6806,7.0015,13.8812,4.0000,0.1000,0.6500,22,,0
733.3616,724.8020,760.0946,700,750,16,2,0,2,0,10,10,8.5596,-15.3995,13.8812,4.0000,0.1000,0.6500,22,,0
748.5683,738.8302,760.0946,700,750,16,2,0,2,0,10,10,9.7380,15.5784,13.8812,4.0000,0.1000,0.6500,22,,0
719.2374,736.3245,760.0946,700,750,16,2,0,2,0,10,10,-17.0871,-0.0788,13.8812,4.0000,0.1000,0.6500,22,,0
695.8996,703.8931,760.0946,700,750,16,2,0,2,0,10,10,-7.9936,-30.1611,13.8812,4.0000,0.1000,0.6500,22,,0
715.8004,714.4831,752.3595,700,750,16,2,0,4,0,10,10,1.3173,10.8333,-2.6878,4.5000,0.1000,0.6500,23,,0
722.2453,717.2781,752.3595,700,750,16,2,0,4,0,10,10,4.9672,3.7002,-2.6878,4.5000,0.1000,0.6500,23,,0
699.0934,703.1785,752.3595,700,750,16,2,0,4,0,10,10,-4.0851,-13.0197,-2.6878,4.5000,0.1000,0.6500,23,,0
693.3021,711.3144,752.3595,700,750,16,2,0,4,0,10,10,-18.0123,8.3346,-2.6878,4.5000,0.1000,0.6500,23,,0
745.1829,713.7050,752.3595,700,750,16,2,0,4,1,10,10,-7.1765,3.0977,-2.6878,4.5000,0.1000,0.6500,23,,0
721.5852,708.9792,752.3595,700,750,16,2,0,4,0,10,10,12.6060,-3.8692,-2.6878,4.5000,0.1000,0.6500,23,,0
696.8964,697.5753,752.3595,700,750,16,2,0,4,0,10,10,-0.6789,-10.8427,-2.6878,4.5000,0.1000,0.6500,23,,0
723.0393,708.2633,752.3595,700,750,16,2,0,4,0,10,10,14.7760,10.5364,-2.6878,4.5000,0.1000,0.6500,23,,0
707.2317,697.7537,757.2131,700,750,16,2,0,3,0,10,10,9.4780,-9.9931,6.0334,3.0000,0.1000,0.6500,24,,0
688.7615,701.7641,757.2131,700,750,16,2,0,3,0,10,10,-13.0026,3.8700,6.0334,3.0000,0.1000,0.6500,24,,0
700.4183,703.0295,757.2131,700,750,16,2,0,3,0,10,10,-2.6111,1.3757,6.0334,3.0000,0.1000,0.6500,24,,0
752.1347,703.7550,757.2131,700,750,16,2,0,3,1,10,10,-5.0784,0.9149,6.0334,3.0000,0.1000,0.6500,24,,0
694.1153,694.6166,757.2131,700,750,16,2,0,3,0,10,10,-0.5013,-8.9037,6.0334,3.0000,0.1000,0.6500,24,,0
673.3954,672.2149,757.2131,700,750,16,2,0,3,0,10,10,1.1805,-22.7382,6.0334,3.0000,0.1000,0.6500,24,,0
676.7791,667.1483,757.2131,700,750,16,2,0,3,0,10,10,9.6308,-6.8031,6.0334,3.0000,0.1000,0.6500,24,,0
683.7129,670.8185,757.2131,700,750,16,2,0,3,0,10,10,12.8943,1.6170,6.0334,3.0000,0.1000,0.6500,24,,0
