observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,noise_w_std_t_minus_one,noise_w_dev_t_minus_one,ITI,duration_tones,ISI,trial_n,run_n,session_n
705.9835,701.4904,769.0624,700,750,40,5,1,6,0,10,10,4.4930,,,7.5000,0.1000,0.6500,0,0,2
692.3665,700.5897,769.0624,700,750,40,5,1,6,0,10,10,-8.2232,-0.8635,,7.5000,0.1000,0.6500,0,0,2
672.5850,694.1567,769.0624,700,750,40,5,1,6,0,10,10,-21.5717,-6.4183,,7.5000,0.1000,0.6500,0,0,2
689.6737,695.9283,769.0624,700,750,40,5,1,6,0,10,10,-6.2547,1.6255,,7.5000,0.1000,0.6500,0,0,2
695.2337,711.7532,769.0624,700,750,40,5,1,6,0,10,10,-16.5195,15.7231,,7.5000,0.1000,0.6500,0,0,2
710.9448,715.2787,769.0624,700,750,40,5,1,6,0,10,10,-4.3339,3.8193,,7.5000,0.1000,0.6500,0,0,2
770.7979,722.9799,769.0624,700,750,40,5,1,6,1,10,10,1.7355,8.0832,,7.5000,0.1000,0.6500,0,0,2
717.3184,727.7232,769.0624,700,750,40,5,1,6,0,10,10,-10.4047,5.3178,,7.5000,0.1000,0.6500,0,0,2
743.3744,740.4504,766.6077,700,750,40,5,1,5,0,10,10,2.9240,13.4204,1.3577,8.5000,0.1000,0.6500,1,0,2
736.4851,731.9559,766.6077,700,750,40,5,1,5,0,10,10,4.5292,-7.4833,1.3577,8.5000,0.1000,0.6500,1,0,2
721.3442,721.8697,766.6077,700,750,40,5,1,5,0,10,10,-0.5255,-9.2872,1.3577,8.5000,0.1000,0.6500,1,0,2
737.5965,722.3798,766.6077,700,750,40,5,1,5,0,10,10,15.2166,1.0568,1.3577,8.5000,0.1000,0.6500,1,0,2
750.1236,738.1159,766.6077,700,750,40,5,1,5,0,10,10,12.0077,16.2956,1.3577,8.5000,0.1000,0.6500,1,0,2
754.0156,738.7084,766.6077,700,750,40,5,1,5,1,10,10,-12.5921,1.5453,1.3577,8.5000,0.1000,0.6500,1,0,2
723.2373,726.9228,766.6077,700,750,40,5,1,5,0,10,10,-3.6855,-10.8179,1.3577,8.5000,0.1000,0.6500,1,0,2
739.4490,738.1631,766.6077,700,750,40,5,1,5,0,10,10,1.2859,11.9134,1.3577,8.5000,0.1000,0.6500,1,0,2
749.5805,745.3710,753.5372,700,750,40,5,1,4,0,10,10,4.2096,8.1619,-9.7490,8.5000,0.1000,0.6500,2,0,2
752.8719,744.4848,753.5372,700,750,40,5,1,4,0,10,10,8.3871,0.2481,-9.7490,8.5000,0.1000,0.6500,2,0,2
743.9905,754.9898,753.5372,700,750,40,5,1,4,0,10,10,-10.9993,11.6171,-9.7490,8.5000,0.1000,0.6500,2,0,2
750.9446,733.2786,753.5372,700,750,40,5,1,4,0,10,10,17.6660,-20.3365,-9.7490,8.5000,0.1000,0.6500,2,0,2
749.4476,745.1713,753.5372,700,750,40,5,1,4,1,10,10,-4.0896,12.7247,-9.7490,8.5000,0.1000,0.6500,2,0,2
760.4213,758.5601,753.5372,700,750,40,5,1,4,0,10,10,1.8611,14.5181,-9.7490,8.5000,0.1000,0.6500,2,0,2
754.3278,752.6650,753.5372,700,750,40,5,1,4,0,10,10,1.6629,-4.4312,-9.7490,8.5000,0.1000,0.6500,2,0,2
740.7484,734.7387,753.5372,700,750,40,5,1,4,0,10,10,6.0097,-16.6097,-9.7490,8.5000,0.1000,0.6500,2,0,2
768.5762,755.7121,749.9315,700,750,40,5,1,4,0,10,10,12.8641,21.8419,-2.8982,7.5000,0.1000,0.6500,3,0,2
771.4175,762.2075,749.9315,700,750,40,5,1,4,0,10,10,9.2100,7.8882,-2.8982,7.5000,0.1000,0.6500,3,0,2
754.6511,771.4454,749.9315,700,750,40,5,1,4,0,10,10,-16.7942,10.7931,-2.8982,7.5000,0.1000,0.6500,3,0,2
775.7089,776.6740,749.9315,700,750,40,5,1,4,0,10,10,-0.9652,7.0147,-2.8982,7.5000,0.1000,0.6500,3,0,2
753.3122,774.1043,749.9315,700,750,40,5,1,4,1,10,10,3.3807,-0.6529,-2.8982,7.5000,0.1000,0.6500,3,0,2
769.3699,769.3024,749.9315,700,750,40,5,1,4,0,10,10,0.0675,-2.9492,-2.8982,7.5000,0.1000,0.6500,3,0,2
760.4330,768.1055,749.9315,700,750,40,5,1,4,0,10,10,-7.6724,0.5356,-2.8982,7.5000,0.1000,0.6500,3,0,2
797.1303,784.4667,749.9315,700,750,40,5,1,4,0,10,10,12.6636,18.0639,-2.8982,7.5000,0.1000,0.6500,3,0,2
779.4247,774.3196,731.1841,700,750,40,5,1,6,0,10,10,5.1051,-8.0354,-18.7612,9.0000,0.1000,0.6500,4,0,2
770.9623,781.1473,731.1841,700,750,40,5,1,6,0,10,10,-10.1851,8.6857,-18.7612,9.0000,0.1000,0.6500,4,0,2
764.5776,756.9187,731.1841,700,750,40,5,1,6,0,10,10,7.6589,-22.1999,-18.7612,9.0000,0.1000,0.6500,4,0,2
754.2740,746.7171,731.1841,700,750,40,5,1,6,0,10,10,7.5568,-8.7786,-18.7612,9.0000,0.1000,0.6500,4,0,2
711.2741,753.7248,731.1841,700,750,40,5,1,6,0,10,10,-42.4507,8.1756,-18.7612,9.0000,0.1000,0.6500,4,0,2
737.5900,736.1059,731.1841,700,750,40,5,1,6,0,10,10,1.4841,-16.2757,-18.7612,9.0000,0.1000,0.6500,4,0,2
710.5698,731.0254,731.1841,700,750,40,5,1,6,1,10,10,-20.6143,-4.1779,-18.7612,9.0000,0.1000,0.6500,4,0,2
756.6166,742.8267,731.1841,700,750,40,5,1,6,0,10,10,13.7899,12.5770,-18.7612,9.0000,0.1000,0.6500,4,0,2
754.1728,731.3979,738.6384,700,750,40,5,1,4,0,10,10,22.7750,-10.3582,3.6912,8.5000,0.1000,0.6500,5,0,2
739.9197,740.6709,738.6384,700,750,40,5,1,4,0,10,10,-0.7512,10.0580,3.6912,8.5000,0.1000,0.6500,5,0,2
749.6824,747.1077,738.6384,700,750,40,5,1,4,0,10,10,2.5747,7.4536,3.6912,8.5000,0.1000,0.6500,5,0,2
749.3144,751.7252,738.6384,700,750,40,5,1,4,0,10,10,-2.4107,5.7952,3.6912,8.5000,0.1000,0.6500,5,0,2
734.1646,741.4808,738.6384,700,750,40,5,1,4,1,10,10,-4.4738,-8.9512,3.6912,8.5000,0.1000,0.6500,5,0,2
747.6901,743.7678,738.6384,700,750,40,5,1,4,0,10,10,3.9223,3.3240,3.6912,8.5000,0.1000,0.6500,5,0,2
738.0434,740.4773,738.6384,700,750,40,5,1,4,0,10,10,-2.4339,-2.1963,3.6912,8.5000,0.1000,0.6500,5,0,2
729.3696,739.7146,738.6384,700,750,40,5,1,4,0,10,10,-10.3451,0.2492,3.6912,8.5000,0.1000,0.6500,5,0,2
754.5550,749.5118,736.4043,700,750,40,5,1,4,0,10,10,5.0432,10.7900,-4.5065,9.5000,0.1000,0.6500,6,0,2
754.0962,742.4090,736.4043,700,750,40,5,1,4,0,10,10,11.6872,-5.8649,-4.5065,9.5000,0.1000,0.6500,6,0,2
743.5034,746.7498,736.4043,700,750,40,5,1,4,0,10,10,-3.2464,5.4009,-4.5065,9.5000,0.1000,0.6500,6,0,2
742.5552,746.3114,736.4043,700,750,40,5,1,4,0,10,10,-3.7562,0.7304,-4.5065,9.5000,0.1000,0.6500,6,0,2
742.4242,730.6313,736.4043,700,750,40,5,1,4,1,10,10,6.0199,-14.5224,-4.5065,9.5000,0.1000,0.6500,6,0,2
711.1551,714.4564,736.4043,700,750,40,5,1,4,0,10,10,-3.3013,-15.4091,-4.5065,9.5000,0.1000,0.6500,6,0,2
709.8646,711.7845,736.4043,700,750,40,5,1,4,0,10,10,-1.9199,-2.3105,-4.5065,9.5000,0.1000,0.6500,6,0,2
713.2275,718.7368,736.4043,700,750,40,5,1,4,0,10,10,-5.5093,7.2469,-4.5065,9.5000,0.1000,0.6500,6,0,2
724.5899,718.7327,738.6146,700,750,40,5,1,5,0,10,10,5.8572,0.4643,-0.5088,9.0000,0.1000,0.6500,7,0,2
711.0676,714.9437,738.6146,700,750,40,5,1,5,0,10,10,-3.8761,-3.3207,-0.5088,9.0000,0.1000,0.6500,7,0,2
713.5655,713.8250,738.6146,700,750,40,5,1,5,0,10,10,-0.2595,-0.7451,-0.5088,9.0000,0.1000,0.6500,7,0,2
706.5214,713.7448,738.6146,700,750,40,5,1,5,0,10,10,-7.2234,0.2654,-0.5088,9.0000,0.1000,0.6500,7,0,2
731.6187,723.5713,738.6146,700,750,40,5,1,5,0,10,10,8.0475,10.1701,-0.5088,9.0000,0.1000,0.6500,7,0,2
729.9512,731.9524,738.6146,700,750,40,5,1,5,1,10,10,-8.6634,8.9704,-0.5088,9.0000,0.1000,0.6500,7,0,2
739.4814,728.9946,738.6146,700,750,40,5,1,5,0,10,10,10.4868,-2.1590,-0.5088,9.0000,0.1000,0.6500,7,0,2
740.3516,721.5782,738.6146,700,750,40,5,1,5,0,10,10,18.7735,-6.6916,-0.5088,9.0000,0.1000,0.6500,7,0,2
730.7637,721.5018,731.5965,700,750,40,5,0,4,0,10,10,9.2619,0.4631,-9.2952,7.5000,0.1000,0.6500,8,0,2
708.8204,721.2272,731.5965,700,750,40,5,0,4,0,10,10,-12.4068,0.2629,-9.2952,7.5000,0.1000,0.6500,8,0,2
738.2277,732.6081,731.5965,700,750,40,5,0,4,0,10,10,5.6197,11.9115,-9.2952,7.5000,0.1000,0.6500,8,0,2
733.9228,725.8338,731.5965,700,750,40,5,0,4,0,10,10,8.0890,-5.9591,-9.2952,7.5000,0.1000,0.6500,8,0,2
728.0200,709.8398,731.5965,700,750,40,5,0,4,1,10,10,-3.5764,-15.3482,-9.2952,7.5000,0.1000,0.6500,8,0,2
706.4567,699.2304,731.5965,700,750,40,5,0,4,0,10,10,7.2263,-10.3634,-9.2952,7.5000,0.1000,0.6500,8,0,2
706.3264,704.4805,731.5965,700,750,40,5,0,4,0,10,10,1.8459,5.2309,-9.2952,7.5000,0.1000,0.6500,8,0,2
707.0868,695.7507,731.5965,700,750,40,5,0,4,0,10,10,11.3361,-8.6178,-9.2952,7.5000,0.1000,0.6500,8,0,2
662.2417,670.9819,732.9420,700,750,40,5,0,3,0,10,10,-8.7402,-24.8750,-2.3352,10.5000,0.1000,0.6500,9,0,2
671.9702,672.4243,732.9420,700,750,40,5,0,3,0,10,10,-0.4541,0.7169,-2.3352,10.5000,0.1000,0.6500,9,0,2
660.7548,666.4555,732.9420,700,750,40,5,0,3,0,10,10,-5.7007,-6.6582,-2.3352,10.5000,0.1000,0.6500,9,0,2
745.3696,653.9681,732.9420,700,750,40,5,0,3,1,10,10,12.4276,-13.3260,-2.3352,10.5000,0.1000,0.6500,9,0,2
661.7487,671.9703,732.9420,700,750,40,5,0,3,0,10,10,-10.2216,16.8514,-2.3352,10.5000,0.1000,0.6500,9,0,2
687.7872,684.2360,732.9420,700,750,40,5,0,3,0,10,10,3.5512,11.5650,-2.3352,10.5000,0.1000,0.6500,9,0,2
684.3859,678.7616,732.9420,700,750,40,5,0,3,0,10,10,5.6244,-5.8685,-2.3352,10.5000,0.1000,0.6500,9,0,2
648.6034,654.4898,732.9420,700,750,40,5,0,3,0,10,10,-5.8864,-24.8028,-2.3352,10.5000,0.1000,0.6500,9,0,2
659.8290,663.2623,744.1389,700,750,40,5,0,4,0,10,10,-3.4334,7.6348,7.7852,10.5000,0.1000,0.6500,10,0,2
677.8764,663.1923,744.1389,700,750,40,5,0,4,0,10,10,14.6841,-0.9884,7.7852,10.5000,0.1000,0.6500,10,0,2
686.8321,686.3175,744.1389,700,750,40,5,0,4,0,10,10,0.5146,22.2050,7.7852,10.5000,0.1000,0.6500,10,0,2
680.1029,691.9940,744.1389,700,750,40,5,0,4,0,10,10,-11.8911,5.3344,7.7852,10.5000,0.1000,0.6500,10,0,2
747.8713,680.9252,744.1389,700,750,40,5,0,4,1,10,10,3.7324,-11.2689,7.7852,10.5000,0.1000,0.6500,10,0,2
674.8551,676.6707,744.1389,700,750,40,5,0,4,0,10,10,-1.8156,-4.7314,7.7852,10.5000,0.1000,0.6500,10,0,2
675.6737,671.1110,744.1389,700,750,40,5,0,4,0,10,10,4.5627,-6.1430,7.7852,10.5000,0.1000,0.6500,10,0,2
653.7151,658.8997,744.1389,700,750,40,5,0,4,0,10,10,-5.1846,-12.9335,7.7852,10.5000,0.1000,0.6500,10,0,2
669.7445,669.3691,736.3215,700,750,40,5,0,3,0,10,10,0.3754,9.4418,-8.9896,9.0000,0.1000,0.6500,11,0,2
681.7565,679.7174,736.3215,700,750,40,5,0,3,0,10,10,2.0391,9.5826,-8.9896,9.0000,0.1000,0.6500,11,0,2
710.7708,690.2218,736.3215,700,750,40,5,0,3,0,10,10,20.5490,9.9973,-8.9896,9.0000,0.1000,0.6500,11,0,2
744.2822,700.6398,736.3215,700,750,40,5,0,3,1,10,10,7.9607,10.1735,-8.9896,9.0000,0.1000,0.6500,11,0,2
674.1437,679.9207,736.3215,700,750,40,5,0,3,0,10,10,-5.7770,-20.7031,-8.9896,9.0000,0.1000,0.6500,11,0,2
711.4111,685.7797,736.3215,700,750,40,5,0,3,0,10,10,25.6314,5.3570,-8.9896,9.0000,0.1000,0.6500,11,0,2
692.3704,679.0219,736.3215,700,750,40,5,0,3,0,10,10,13.3485,-7.1133,-8.9896,9.0000,0.1000,0.6500,11,0,2
706.2704,695.3317,736.3215,700,750,40,5,0,3,0,10,10,10.9387,15.7853,-8.9896,9.0000,0.1000,0.6500,11,0,2
696.1980,688.1847,741.2417,700,750,40,5,0,2,0,10,10,8.0133,-7.2637,2.1845,10.0000,0.1000,0.6500,12,0,2
683.5590,686.3397,741.2417,700,750,40,5,0,2,0,10,10,-2.7807,-2.1404,2.1845,10.0000,0.1000,0.6500,12,0,2
738.6962,676.6442,741.2417,700,750,40,5,0,2,1,10,10,-2.5454,-10.0370,2.1845,10.0000,0.1000,0.6500,12,0,2
665.1368,668.9920,741.2417,700,750,40,5,0,2,0,10,10,-3.8552,-8.2362,2.1845,10.0000,0.1000,0.6500,12,0,2
673.2751,669.9316,741.2417,700,750,40,5,0,2,0,10,10,3.3435,0.1645,2.1845,10.0000,0.1000,0.6500,12,0,2
687.5744,669.5394,741.2417,700,750,40,5,0,2,0,10,10,18.0350,-1.1440,2.1845,10.0000,0.1000,0.6500,12,0,2
