observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,noise_w_std_t_minus_one,noise_w_dev_t_minus_one,ITI,duration_tones,ISI,trial_n,run_n,session_n
1157.6795,1160.7470,1042.3514,1000,1050,240,30,0,2,0,10,10,-3.0674,-11.9183,-1.6039,9.0000,0.1000,0.6500,2,0,1
1163.5583,1150.9498,1042.3514,1000,1050,240,30,0,2,0,10,10,12.6085,-9.1274,-1.6039,9.0000,0.1000,0.6500,2,0,1
1173.0448,1167.9605,1042.3514,1000,1050,240,30,0,2,0,10,10,5.0842,17.6397,-1.6039,9.0000,0.1000,0.6500,2,0,1
1172.5598,1165.9534,1043.2986,1000,1050,240,30,0,4,0,10,10,6.6064,-1.3073,0.6923,7.0000,0.1000,0.6500,3,0,1
1173.6067,1175.1687,1043.2986,1000,1050,240,30,0,4,0,10,10,-1.5620,9.9068,0.6923,7.0000,0.1000,0.6500,3,0,1
1174.9293,1176.3700,1043.2986,1000,1050,240,30,0,4,0,10,10,-1.4406,1.9311,0.6923,7.0000,0.1000,0.6500,3,0,1
1155.0856,1174.1563,1043.2986,1000,1050,240,30,0,4,0,10,10,-19.0708,-1.4788,0.6923,7.0000,0.1000,0.6500,3,0,1
1040.2731,1177.6603,1043.2986,1000,1050,240,30,0,4,1,10,10,-3.0255,4.2297,0.6923,7.0000,0.1000,0.6500,3,0,1
1178.7276,1165.7177,1043.2986,1000,1050,240,30,0,4,0,10,10,13.0099,-11.2024,0.6923,7.0000,0.1000,0.6500,3,0,1
1150.4414,1161.4225,1043.2986,1000,1050,240,30,0,4,0,10,10,-10.9811,-3.6047,0.6923,7.0000,0.1000,0.6500,3,0,1
1159.6598,1161.6268,1043.2986,1000,1050,240,30,0,4,0,10,10,-1.9670,0.8769,0.6923,7.0000,0.1000,0.6500,3,0,1
1175.3290,1172.9392,1046.3284,1000,1050,240,30,0,4,0,10,10,2.3899,11.9858,2.8064,8.5000,0.1000,0.6500,4,0,1
1177.0336,1169.9676,1046.3284,1000,1050,240,30,0,4,0,10,10,7.0660,-2.2510,2.8064,8.5000,0.1000,0.6500,4,0,1
1168.0475,1165.1696,1046.3284,1000,1050,240,30,0,4,0,10,10,2.8778,-4.0898,2.8064,8.5000,0.1000,0.6500,4,0,1
1186.8183,1174.6923,1046.3284,1000,1050,240,30,0,4,0,10,10,12.1260,10.2109,2.8064,8.5000,0.1000,0.6500,4,0,1
1025.4681,1165.4710,1046.3284,1000,1050,240,30,0,4,1,10,10,-20.8602,-8.4934,2.8064,8.5000,0.1000,0.6500,4,0,1
1155.4692,1154.9490,1046.3284,1000,1050,240,30,0,4,0,10,10,0.5202,-9.8325,2.8064,8.5000,0.1000,0.6500,4,0,1
1127.8105,1149.9489,1046.3284,1000,1050,240,30,0,4,0,10,10,-22.1384,-4.3545,2.8064,8.5000,0.1000,0.6500,4,0,1
1138.6057,1143.2727,1046.3284,1000,1050,240,30,0,4,0,10,10,-4.6670,-6.0514,2.8064,8.5000,0.1000,0.6500,4,0,1
1136.8293,1126.3888,1046.8598,1000,1050,240,30,0,4,0,10,10,10.4405,-16.2869,0.4090,9.5000,0.1000,0.6500,5,0,1
1133.2575,1126.4911,1046.8598,1000,1050,240,30,0,4,0,10,10,6.7664,0.6289,0.4090,9.5000,0.1000,0.6500,5,0,1
1132.1872,1122.9335,1046.8598,1000,1050,240,30,0,4,0,10,10,9.2537,-3.0306,0.4090,9.5000,0.1000,0.6500,5,0,1
1107.9211,1132.1556,1046.8598,1000,1050,240,30,0,4,0,10,10,-24.2345,9.7343,0.4090,9.5000,0.1000,0.6500,5,0,1
1050.8862,1150.7133,1046.8598,1000,1050,240,30,0,4,1,10,10,4.0264,19.1083,0.4090,9.5000,0.1000,0.6500,5,0,1
1154.2714,1160.7684,1046.8598,1000,1050,240,30,0,4,0,10,10,-6.4970,10.6832,0.4090,9.5000,0.1000,0.6500,5,0,1
1157.9469,1151.0159,1046.8598,1000,1050,240,30,0,4,0,10,10,6.9310,-9.0826,0.4090,9.5000,0.1000,0.6500,5,0,1
1173.2009,1152.5373,1046.8598,1000,1050,240,30,0,4,0,10,10,20.6636,2.1506,0.4090,9.5000,0.1000,0.6500,5,0,1
1157.9987,1156.1345,1051.2795,1000,1050,240,30,1,4,0,10,10,1.8642,4.2329,4.3150,7.5000,0.1000,0.6500,6,0,1
1136.7249,1157.2659,1051.2795,1000,1050,240,30,1,4,0,10,10,-20.5410,1.7819,4.3150,7.5000,0.1000,0.6500,6,0,1
1160.3854,1152.5799,1051.2795,1000,1050,240,30,1,4,0,10,10,7.8056,-4.0308,4.3150,7.5000,0.1000,0.6500,6,0,1
1153.8021,1159.6365,1051.2795,1000,1050,240,30,1,4,0,10,10,-5.8344,7.6924,4.3150,7.5000,0.1000,0.6500,6,0,1
1046.3432,1156.4126,1051.2795,1000,1050,240,30,1,4,1,10,10,-4.9363,-2.5587,4.3150,7.5000,0.1000,0.6500,6,0,1
1150.7467,1146.6818,1051.2795,1000,1050,240,30,1,4,0,10,10,4.0649,-9.0791,4.3150,7.5000,0.1000,0.6500,6,0,1
1123.2845,1137.1800,1051.2795,1000,1050,240,30,1,4,0,10,10,-13.8955,-8.8906,4.3150,7.5000,0.1000,0.6500,6,0,1
1127.0791,1138.7783,1051.2795,1000,1050,240,30,1,4,0,10,10,-11.6992,2.1699,4.3150,7.5000,0.1000,0.6500,6,0,1
1169.2022,1159.1563,1049.3837,1000,1050,240,30,1,6,0,10,10,10.0459,20.9562,-1.8531,7.5000,0.1000,0.6500,7,0,1
1162.9024,1152.0009,1049.3837,1000,1050,240,30,1,6,0,10,10,10.9015,-6.4922,-1.8531,7.5000,0.1000,0.6500,7,0,1
1140.6744,1144.9734,1049.3837,1000,1050,240,30,1,6,0,10,10,-4.2990,-6.3942,-1.8531,7.5000,0.1000,0.6500,7,0,1
1127.5631,1138.1007,1049.3837,1000,1050,240,30,1,6,0,10,10,-10.5376,-6.2687,-1.8531,7.5000,0.1000,0.6500,7,0,1
1139.5038,1136.7505,1049.3837,1000,1050,240,30,1,6,0,10,10,2.7533,-0.7747,-1.8531,7.5000,0.1000,0.6500,7,0,1
1139.5223,1139.1589,1049.3837,1000,1050,240,30,1,6,0,10,10,0.3634,2.9782,-1.8531,7.5000,0.1000,0.6500,7,0,1
1025.5531,1138.8544,1049.3837,1000,1050,240,30,1,6,1,10,10,-23.8307,0.2753,-1.8531,7.5000,0.1000,0.6500,7,0,1
1128.3743,1129.3254,1049.3837,1000,1050,240,30,1,6,0,10,10,-0.9511,-8.9504,-1.8531,7.5000,0.1000,0.6500,7,0,1
1140.5289,1140.7976,1048.5676,1000,1050,240,30,1,5,0,10,10,-0.2687,12.0111,-0.8367,11.0000,0.1000,0.6500,8,0,1
1126.0733,1140.8608,1048.5676,1000,1050,240,30,1,5,0,10,10,-14.7874,0.6498,-0.8367,11.0000,0.1000,0.6500,8,0,1
1126.7334,1129.3502,1048.5676,1000,1050,240,30,1,5,0,10,10,-2.6169,-10.9236,-0.8367,11.0000,0.1000,0.6500,8,0,1
1123.5108,1128.4448,1048.5676,1000,1050,240,30,1,5,0,10,10,-4.9339,-0.3665,-0.8367,11.0000,0.1000,0.6500,8,0,1
1136.3536,1129.5087,1048.5676,1000,1050,240,30,1,5,0,10,10,6.8449,1.5991,-0.8367,11.0000,0.1000,0.6500,8,0,1
1043.5440,1125.4762,1048.5676,1000,1050,240,30,1,5,1,10,10,-5.0236,-3.4929,-0.8367,11.0000,0.1000,0.6500,8,0,1
1118.7046,1126.6829,1048.5676,1000,1050,240,30,1,5,0,10,10,-7.9783,1.7295,-0.8367,11.0000,0.1000,0.6500,8,0,1
1137.9698,1133.7358,1048.5676,1000,1050,240,30,1,5,0,10,10,4.2340,7.5808,-0.8367,11.0000,0.1000,0.6500,8,0,1
1127.1911,1124.4943,1063.0361,1000,1050,240,30,1,6,0,10,10,2.6968,-8.6843,14.4208,8.0000,0.1000,0.6500,9,0,1
1136.2916,1112.6102,1063.0361,1000,1050,240,30,1,6,0,10,10,23.6814,-11.3654,14.4208,8.0000,0.1000,0.6500,9,0,1
1107.6127,1103.3046,1063.0361,1000,1050,240,30,1,6,0,10,10,4.3080,-8.8364,14.4208,8.0000,0.1000,0.6500,9,0,1
1101.7217,1098.0768,1063.0361,1000,1050,240,30,1,6,0,10,10,3.6449,-4.7974,14.4208,8.0000,0.1000,0.6500,9,0,1
1108.7006,1112.9353,1063.0361,1000,1050,240,30,1,6,0,10,10,-4.2346,15.2671,14.4208,8.0000,0.1000,0.6500,9,0,1
1122.7653,1121.2672,1063.0361,1000,1050,240,30,1,6,0,10,10,1.4981,8.8025,14.4208,8.0000,0.1000,0.6500,9,0,1
1063.4010,1124.9060,1063.0361,1000,1050,240,30,1,6,1,10,10,0.3648,4.1441,14.4208,8.0000,0.1000,0.6500,9,0,1
1139.7171,1136.8217,1063.0361,1000,1050,240,30,1,6,0,10,10,2.8955,12.4361,14.4208,8.0000,0.1000,0.6500,9,0,1
1137.0726,1139.9320,1068.9193,1000,1050,240,30,1,4,0,10,10,-2.8594,3.6804,6.3177,9.0000,0.1000,0.6500,10,0,1
1157.0147,1153.9930,1068.9193,1000,1050,240,30,1,4,0,10,10,3.0216,14.6441,6.3177,9.0000,0.1000,0.6500,10,0,1
1126.6083,1143.6244,1068.9193,1000,1050,240,30,1,4,0,10,10,-17.0160,-9.7270,6.3177,9.0000,0.1000,0.6500,10,0,1
1126.1205,1137.8341,1068.9193,1000,1050,240,30,1,4,0,10,10,-11.7136,-5.1918,6.3177,9.0000,0.1000,0.6500,10,0,1
1069.7596,1147.6948,1068.9193,1000,1050,240,30,1,4,1,10,10,0.8403,10.4350,6.3177,9.0000,0.1000,0.6500,10,0,1
1134.9149,1136.1311,1068.9193,1000,1050,240,30,1,4,0,10,10,-1.2163,-10.9482,6.3177,9.0000,0.1000,0.6500,10,0,1
1122.9541,1132.5207,1068.9193,1000,1050,240,30,1,4,0,10,10,-9.5666,-3.0433,6.3177,9.0000,0.1000,0.6500,10,0,1
1137.2935,1123.8015,1068.9193,1000,1050,240,30,1,4,0,10,10,13.4920,-8.1670,6.3177,9.0000,0.1000,0.6500,10,0,1
1126.9326,1118.6389,1064.9596,1000,1050,240,30,1,6,0,10,10,8.2937,-4.6467,-3.3291,11.5000,0.1000,0.6500,11,0,1
1113.3995,1114.0950,1064.9596,1000,1050,240,30,1,6,0,10,10,-0.6955,-4.0496,-3.3291,11.5000,0.1000,0.6500,11,0,1
1104.2924,1117.8031,1064.9596,1000,1050,240,30,1,6,0,10,10,-13.5107,4.1835,-3.3291,11.5000,0.1000,0.6500,11,0,1
1108.8797,1119.3366,1064.9596,1000,1050,240,30,1,6,0,10,10,-10.4569,2.0244,-3.3291,11.5000,0.1000,0.6500,11,0,1
1136.0485,1116.8120,1064.9596,1000,1050,240,30,1,6,0,10,10,19.2366,-2.0274,-3.3291,11.5000,0.1000,0.6500,11,0,1
1114.4636,1109.7188,1064.9596,1000,1050,240,30,1,6,0,10,10,4.7447,-6.6064,-3.3291,11.5000,0.1000,0.6500,11,0,1
1063.0781,1084.8809,1064.9596,1000,1050,240,30,1,6,1,10,10,-1.8815,-24.3807,-3.3291,11.5000,0.1000,0.6500,11,0,1
1083.5223,1090.7227,1064.9596,1000,1050,240,30,1,6,0,10,10,-7.2003,6.1954,-3.3291,11.5000,0.1000,0.6500,11,0,1
1088.0233,1087.9936,1068.8513,1000,1050,240,30,1,4,0,10,10,0.0297,-2.3510,4.3903,10.5000,0.1000,0.6500,12,0,1
1094.3491,1091.3161,1068.8513,1000,1050,240,30,1,4,0,10,10,3.0330,3.6891,4.3903,10.5000,0.1000,0.6500,12,0,1
1097.1821,1092.3545,1068.8513,1000,1050,240,30,1,4,0,10,10,4.8276,1.4189,4.3903,10.5000,0.1000,0.6500,12,0,1
1073.2717,1082.4707,1068.8513,1000,1050,240,30,1,4,0,10,10,-9.1991,-9.4990,4.3903,10.5000,0.1000,0.6500,12,0,1
1063.5354,1073.2278,1068.8513,1000,1050,240,30,1,4,1,10,10,-5.3159,-8.8993,4.3903,10.5000,0.1000,0.6500,12,0,1
1057.7222,1074.0952,1068.8513,1000,1050,240,30,1,4,0,10,10,-16.3730,1.1725,4.3903,10.5000,0.1000,0.6500,12,0,1
1091.1004,1090.3615,1068.8513,1000,1050,240,30,1,4,0,10,10,0.7389,16.5750,4.3903,10.5000,0.1000,0.6500,12,0,1
1091.4287,1106.0128,1068.8513,1000,1050,240,30,1,4,0,10,10,-14.5841,16.0278,4.3903,10.5000,0.1000,0.6500,12,0,1
1129.6147,1114.1559,1073.6187,1000,1050,240,30,1,5,0,10,10,15.4588,8.5849,5.3958,7.0000,0.1000,0.6500,13,0,1
1121.8152,1130.1376,1073.6187,1000,1050,240,30,1,5,0,10,10,-8.3223,16.4573,5.3958,7.0000,0.1000,0.6500,13,0,1
1128.3151,1135.4794,1073.6187,1000,1050,240,30,1,5,0,10,10,-7.1643,5.8841,5.3958,7.0000,0.1000,0.6500,13,0,1
1159.6953,1158.9869,1073.6187,1000,1050,240,30,1,5,0,10,10,0.7084,24.0720,5.3958,7.0000,0.1000,0.6500,13,0,1
1139.3188,1150.3417,1073.6187,1000,1050,240,30,1,5,0,10,10,-11.0229,-7.9828,5.3958,7.0000,0.1000,0.6500,13,0,1
1091.1034,1148.7968,1073.6187,1000,1050,240,30,1,5,1,10,10,17.4847,-0.9185,5.3958,7.0000,0.1000,0.6500,13,0,1
1136.0345,1134.2882,1073.6187,1000,1050,240,30,1,5,0,10,10,1.7463,-13.8885,5.3958,7.0000,0.1000,0.6500,13,0,1
1160.5923,1138.9705,1073.6187,1000,1050,240,30,1,5,0,10,10,21.6218,5.2418,5.3958,7.0000,0.1000,0.6500,13,0,1
1132.3469,1122.8879,1056.6252,1000,1050,240,30,1,6,0,10,10,9.4590,-15.5035,-16.2062,7.0000,0.1000,0.6500,14,0,1
1131.2184,1120.4390,1056.6252,1000,1050,240,30,1,6,0,10,10,10.7794,-1.9369,-16.2062,7.0000,0.1000,0.6500,14,0,1
1124.5234,1125.1136,1056.6252,1000,1050,240,30,1,6,0,10,10,-0.5902,5.1765,-16.2062,7.0000,0.1000,0.6500,14,0,1
1124.6512,1115.5848,1056.6252,1000,1050,240,30,1,6,0,10,10,9.0665,-9.0075,-16.2062,7.0000,0.1000,0.6500,14,0,1
1111.3861,1094.9734,1056.6252,1000,1050,240,30,1,6,0,10,10,16.4127,-20.1298,-16.2062,7.0000,0.1000,0.6500,14,0,1
1098.4126,1099.0771,1056.6252,1000,1050,240,30,1,6,0,10,10,-0.6645,4.4994,-16.2062,7.0000,0.1000,0.6500,14,0,1
1058.9134,1110.3297,1056.6252,1000,1050,240,30,1,6,1,10,10,2.2882,11.6654,-16.2062,7.0000,0.1000,0.6500,14,0,1
1120.3545,1108.6386,1056.6252,1000,1050,240,30,1,6,0,10,10,11.7159,-1.2314,-16.2062,7.0000,0.1000,0.6500,14,0,1
1100.9613,1109.1367,1064.5811,1000,1050,240,30,0,3,0,10,10,-8.1755,0.9508,8.1768,9.0000,0.1000,0.6500,15,0,1
1094.8089,1102.2250,1064.5811,1000,1050,240,30,0,3,0,10,10,-7.4160,-6.4570,8.1768,9.0000,0.1000,0.6500,15,0,1
1114.9076,1102.1272,1064.5811,1000,1050,240,30,0,3,0,10,10,12.7804,0.3282,8.1768,9.0000,0.1000,0.6500,15,0,1
1057.5843,1098.9401,1064.5811,1000,1050,240,30,0,3,1,10,10,-6.9968,-2.7615,8.1768,9.0000,0.1000,0.6500,15,0,1
1113.8563,1103.0670,1064.5811,1000,1050,240,30,0,3,0,10,10,10.7892,4.5391,8.1768,9.0000,0.1000,0.6500,15,0,1
1090.0325,1101.0456,1064.5811,1000,1050,240,30,0,3,0,10,10,-11.0132,-1.5919,8.1768,9.0000,0.1000,0.6500,15,0,1
1082.2672,1089.6233,1064.5811,1000,1050,240,30,0,3,0,10,10,-7.3562,-11.0013,8.1768,9.0000,0.1000,0.6500,15,0,1
1071.8502,1073.7364,1064.5811,1000,1050,240,30,0,3,0,10,10,-1.8862,-15.5135,8.1768,9.0000,0.1000,0.6500,15,0,1
1063.1558,1065.0446,1061.3740,1000,1050,240,30,0,4,0,10,10,-1.8888,-8.3845,-2.7211,10.0000,0.1000,0.6500,16,0,1
1061.2523,1052.8519,1061.3740,1000,1050,240,30,0,4,0,10,10,8.4004,-11.9217,-2.7211,10.0000,0.1000,0.6500,16,0,1
1048.2653,1044.4979,1061.3740,1000,1050,240,30,0,4,0,10,10,3.7674,-8.1338,-2.7211,10.0000,0.1000,0.6500,16,0,1
1052.0947,1056.8119,1061.3740,1000,1050,240,30,0,4,0,10,10,-4.7172,12.4994,-2.7211,10.0000,0.1000,0.6500,16,0,1
1087.9226,1059.8722,1061.3740,1000,1050,240,30,0,4,1,10,10,26.5487,3.2970,-2.7211,10.0000,0.1000,0.6500,16,0,1
1055.2643,1063.4208,1061.3740,1000,1050,240,30,0,4,0,10,10,-8.1565,3.7980,-2.7211,10.0000,0.1000,0.6500,16,0,1
1054.9343,1057.3623,1061.3740,1000,1050,240,30,0,4,0,10,10,-2.4281,-5.7942,-2.7211,10.0000,0.1000,0.6500,16,0,1
1075.6143,1056.4282,1061.3740,1000,1050,240,30,0,4,0,10,10,19.1861,-0.6952,-2.7211,10.0000,0.1000,0.6500,16,0,1
1066.9297,1071.7207,1063.1771,1000,1050,240,30,0,4,0,10,10,-4.7910,15.5276,2.1822,7.0000,0.1000,0.6500,17,0,1
1076.7873,1069.7410,1063.1771,1000,1050,240,30,0,4,0,10,10,7.0463,-1.6808,2.1822,7.0000,0.1000,0.6500,17,0,1
1043.0242,1059.4788,1063.1771,1000,1050,240,30,0,4,0,10,10,-16.4546,-9.9716,2.1822,7.0000,0.1000,0.6500,17,0,1
1088.0942,1063.5217,1063.1771,1000,1050,240,30,0,4,0,10,10,24.5725,4.2907,2.1822,7.0000,0.1000,0.6500,17,0,1
1062.2564,1069.2339,1063.1771,1000,1050,240,30,0,4,1,10,10,-0.9207,5.9769,2.1822,7.0000,0.1000,0.6500,17,0,1
1067.1762,1078.0704,1063.1771,1000,1050,240,30,0,4,0,10,10,-10.8942,9.1250,2.1822,7.0000,0.1000,0.6500,17,0,1
1073.3266,1072.3857,1063.1771,1000,1050,240,30,0,4,0,10,10,0.9408,-5.3594,2.1822,7.0000,0.1000,0.6500,17,0,1
1095.8252,1077.7235,1063.1771,1000,1050,240,30,0,4,0,10,10,18.1017,5.6393,2.1822,7.0000,0.1000,0.6500,17,0,1
1065.3310,1076.1281,1075.2658,1000,1050,240,30,2,0,0,10,10,-10.7971,-1.2715,12.5279,9.0000,0.1000,0.6500,18,0,1
1086.0600,1079.3386,1075.2658,1000,1050,240,30,2,0,0,10,10,6.7213,3.5278,12.5279,9.0000,0.1000,0.6500,18,0,1
1081.2380,1082.6363,1075.2658,1000,1050,240,30,2,0,0,10,10,-1.3982,3.6282,12.5279,9.0000,0.1000,0.6500,18,0,1
1071.7674,1082.9163,1075.2658,1000,1050,240,30,2,0,0,10,10,-11.1490,0.6243,12.5279,9.0000,0.1000,0.6500,18,0,1
1080.9966,1076.0933,1075.2658,1000,1050,240,30,2,0,0,10,10,4.9033,-6.4776,12.5279,9.0000,0.1000,0.6500,18,0,1
1081.3922,1076.8097,1075.2658,1000,1050,240,30,2,0,0,10,10,4.5825,1.0335,12.5279,9.0000,0.1000,0.6500,18,0,1
1058.3093,1051.8461,1075.2658,1000,1050,240,30,2,0,0,10,10,6.4632,-24.6436,12.5279,9.0000,0.1000,0.6500,18,0,1
1044.0625,1050.0655,1075.2658,1000,1050,240,30,2,0,0,10,10,-6.0030,-1.5646,12.5279,9.0000,0.1000,0.6500,18,0,1
1051.2334,1058.8301,1071.5147,1000,1050,240,30,0,4,0,10,10,-7.5967,8.9732,-2.9089,8.0000,0.1000,0.6500,19,0,1
1045.2024,1053.7539,1071.5147,1000,1050,240,30,0,4,0,10,10,-8.5515,-4.8310,-2.9089,8.0000,0.1000,0.6500,19,0,1
1029.0264,1040.7335,1071.5147,1000,1050,240,30,0,4,0,10,10,-11.7071,-12.7965,-2.9089,8.0000,0.1000,0.6500,19,0,1
1033.3672,1030.1496,1071.5147,1000,1050,240,30,0,4,0,10,10,3.2176,-10.4141,-2.9089,8.0000,0.1000,0.6500,19,0,1
1072.3018,1026.7621,1071.5147,1000,1050,240,30,0,4,1,10,10,0.7871,-3.2619,-2.9089,8.0000,0.1000,0.6500,19,0,1
1017.9722,1029.9172,1071.5147,1000,1050,240,30,0,4,0,10,10,-11.9450,3.2666,-2.9089,8.0000,0.1000,0.6500,19,0,1
1046.2964,1035.7715,1071.5147,1000,1050,240,30,0,4,0,10,10,10.5248,5.9790,-2.9089,8.0000,0.1000,0.6500,19,0,1
1013.1239,1026.2683,1071.5147,1000,1050,240,30,0,4,0,10,10,-13.1444,-9.3542,-2.9089,8.0000,0.1000,0.6500,19,0,1
1030.6673,1035.2208,1065.4424,1000,1050,240,30,0,2,0,10,10,-4.5535,9.0619,-5.3551,11.0000,0.1000,0.6500,20,0,1
1037.0814,1041.7303,1065.4424,1000,1050,240,30,0,2,0,10,10,-4.6489,6.6563,-5.3551,11.0000,0.1000,0.6500,20,0,1
1075.4112,1056.0237,1065.4424,1000,1050,240,30,0,2,1,10,10,9.9687,14.4673,-5.3551,11.0000,0.1000,0.6500,20,0,1
1044.2778,1052.7159,1065.4424,1000,1050,240,30,0,2,0,10,10,-8.4381,-3.0744,-5.3551,11.0000,0.1000,0.6500,20,0,1
1047.0587,1061.9612,1065.4424,1000,1050,240,30,0,2,0,10,10,-14.9025,9.4649,-5.3551,11.0000,0.1000,0.6500,20,0,1
1061.3020,1064.3277,1065.4424,1000,1050,240,30,0,2,0,10,10,-3.0257,2.6246,-5.3551,11.0000,0.1000,0.6500,20,0,1
1087.3080,1059.2075,1065.4424,1000,1050,240,30,0,2,0,10,10,28.1005,-4.8521,-5.3551,11.0000,0.1000,0.6500,20,0,1
1045.6050,1048.1668,1065.4424,1000,1050,240,30,0,2,0,10,10,-2.5618,-10.7940,-5.3551,11.0000,0.1000,0.6500,20,0,1
1011.4943,1028.3829,1059.4047,1000,1050,240,30,0,3,0,10,10,-16.8886,-19.5832,-5.5230,9.0000,0.1000,0.6500,21,0,1
1028.9486,1037.6796,1059.4047,1000,1050,240,30,0,3,0,10,10,-8.7309,9.4149,-5.5230,9.0000,0.1000,0.6500,21,0,1
1042.1396,1038.4529,1059.4047,1000,1050,240,30,0,3,0,10,10,3.6867,0.9304,-5.5230,9.0000,0.1000,0.6500,21,0,1
1059.3978,1038.5356,1059.4047,1000,1050,240,30,0,3,1,10,10,-0.0070,0.2429,-5.5230,9.0000,0.1000,0.6500,21,0,1
1015.2848,1026.0734,1059.4047,1000,1050,240,30,0,3,0,10,10,-10.7886,-12.3016,-5.5230,9.0000,0.1000,0.6500,21,0,1
1026.8607,1028.5666,1059.4047,1000,1050,240,30,0,3,0,10,10,-1.7059,2.6018,-5.5230,9.0000,0.1000,0.6500,21,0,1
1009.7644,1013.5176,1059.4047,1000,1050,240,30,0,3,0,10,10,-3.7532,-14.9299,-5.5230,9.0000,0.1000,0.6500,21,0,1
995.4267,1006.2927,1059.4047,1000,1050,240,30,0,3,0,10,10,-10.8661,-7.1686,-5.5230,9.0000,0.1000,0.6500,21,0,1
1011.3835,1006.5806,1058.1408,1000,1050,240,30,0,2,0,10,10,4.8029,0.3141,-0.9504,10.5000,0.1000,0.6500,22,0,1
989.9093,1000.6896,1058.1408,1000,1050,240,30,0,2,0,10,10,-10.7802,-5.8636,-0.9504,10.5000,0.1000,0.6500,22,0,1
1056.9081,995.1134,1058.1408,1000,1050,240,30,0,2,1,10,10,-1.2328,-5.5733,-0.9504,10.5000,0.1000,0.6500,22,0,1
979.5166,973.9329,1058.1408,1000,1050,240,30,0,2,0,10,10,5.5838,-21.2009,-0.9504,10.5000,0.1000,0.6500,22,0,1
976.7326,972.8753,1058.1408,1000,1050,240,30,0,2,0,10,10,3.8573,-1.1662,-0.9504,10.5000,0.1000,0.6500,22,0,1
984.5143,974.6337,1058.1408,1000,1050,240,30,0,2,0,10,10,9.8805,1.6454,-0.9504,10.5000,0.1000,0.6500,22,0,1
