observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,noise_w_std_t_minus_one,noise_w_dev_t_minus_one,ITI,duration_tones,ISI,trial_n,run_n,session_n
996.3551,993.1425,1036.5568,1000,1050,16,2,1,4,0,10,10,3.2125,,,11.0000,0.1000,0.6500,0,0,0
987.6749,987.4446,1036.5568,1000,1050,16,2,1,4,0,10,10,0.2303,-6.1265,,11.0000,0.1000,0.6500,0,0,0
969.6047,985.2636,1036.5568,1000,1050,16,2,1,4,0,10,10,-15.6590,-2.9657,,11.0000,0.1000,0.6500,0,0,0
999.0674,994.2664,1036.5568,1000,1050,16,2,1,4,0,10,10,4.8010,8.0818,,11.0000,0.1000,0.6500,0,0,0
1039.1857,990.4977,1036.5568,1000,1050,16,2,1,4,1,10,10,2.6289,-4.1271,,11.0000,0.1000,0.6500,0,0,0
981.8498,977.1500,1036.5568,1000,1050,16,2,1,4,0,10,10,4.6998,-13.9415,,11.0000,0.1000,0.6500,0,0,0
965.7730,973.7446,1036.5568,1000,1050,16,2,1,4,0,10,10,-7.9716,-4.8336,,11.0000,0.1000,0.6500,0,0,0
987.0222,978.7968,1036.5568,1000,1050,16,2,1,4,0,10,10,8.2254,3.4112,,11.0000,0.1000,0.6500,0,0,0
993.2817,999.2581,1036.2272,1000,1050,16,2,1,5,0,10,10,-5.9763,19.1361,-7.0512,7.5000,0.1000,0.6500,1,0,0
1006.6459,995.9172,1036.2272,1000,1050,16,2,1,5,0,10,10,10.7286,-3.3872,-7.0512,7.5000,0.1000,0.6500,1,0,0
1010.6238,995.6760,1036.2272,1000,1050,16,2,1,5,0,10,10,14.9478,-0.4964,-7.0512,7.5000,0.1000,0.6500,1,0,0
997.6023,1006.1725,1036.2272,1000,1050,16,2,1,5,0,10,10,-8.5702,10.2263,-7.0512,7.5000,0.1000,0.6500,1,0,0
997.7791,1004.4799,1036.2272,1000,1050,16,2,1,5,0,10,10,-6.7009,-1.3068,-7.0512,7.5000,0.1000,0.6500,1,0,0
1038.2329,1001.9770,1036.2272,1000,1050,16,2,1,5,1,10,10,2.0056,-2.2230,-7.0512,7.5000,0.1000,0.6500,1,0,0
1012.8104,1017.4800,1036.2272,1000,1050,16,2,1,5,0,10,10,-4.6697,15.6266,-7.0512,7.5000,0.1000,0.6500,1,0,0
1031.8273,1026.4104,1036.2272,1000,1050,16,2,1,5,0,10,10,5.4169,10.0229,-7.0512,7.5000,0.1000,0.6500,1,0,0
1019.8759,1007.4299,1071.5306,1000,1050,16,2,1,5,0,10,10,12.4460,-17.3298,28.4170,11.5000,0.1000,0.6500,2,0,0
1003.5335,1016.4480,1071.5306,1000,1050,16,2,1,5,0,10,10,-12.9145,9.4824,28.4170,11.5000,0.1000,0.6500,2,0,0
1030.8843,1021.4441,1071.5306,1000,1050,16,2,1,5,0,10,10,9.4401,6.0242,28.4170,11.5000,0.1000,0.6500,2,0,0
1020.5952,1023.8183,1071.5306,1000,1050,16,2,1,5,0,10,10,-3.2231,3.7145,28.4170,11.5000,0.1000,0.6500,2,0,0
1032.6969,1007.5579,1071.5306,1000,1050,16,2,1,5,0,10,10,25.1390,-14.7717,28.4170,11.5000,0.1000,0.6500,2,0,0
1079.1660,1000.6688,1071.5306,1000,1050,16,2,1,5,1,10,10,7.6354,-6.4168,28.4170,11.5000,0.1000,0.6500,2,0,0
1025.3337,1008.6879,1071.5306,1000,1050,16,2,1,5,0,10,10,16.6458,8.0609,28.4170,11.5000,0.1000,0.6500,2,0,0
1001.1185,994.9814,1071.5306,1000,1050,16,2,1,5,0,10,10,6.1371,-13.1635,28.4170,11.5000,0.1000,0.6500,2,0,0
1002.9413,1009.3933,1064.6722,1000,1050,16,2,1,6,0,10,10,-6.4520,14.0983,3.9069,7.5000,0.1000,0.6500,3,0,0
1008.4814,1002.2411,1064.6722,1000,1050,16,2,1,6,0,10,10,6.2402,-6.5651,3.9069,7.5000,0.1000,0.6500,3,0,0
994.4532,1008.3675,1064.6722,1000,1050,16,2,1,6,0,10,10,-13.9143,6.2664,3.9069,7.5000,0.1000,0.6500,3,0,0
988.9496,1012.7858,1064.6722,1000,1050,16,2,1,6,0,10,10,-23.8362,4.9413,3.9069,7.5000,0.1000,0.6500,3,0,0
1013.2665,1030.4509,1064.6722,1000,1050,16,2,1,6,0,10,10,-17.1844,18.4642,3.9069,7.5000,0.1000,0.6500,3,0,0
