observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,noise_w_std_t_minus_one,noise_w_dev_t_minus_one,ITI,duration_tones,ISI,trial_n,run_n,session_n
841.3410,738.7757,833.0800,700,750,240,30,0,4,1,10,10,8.2610,-1.3535,-5.3219,7.5000,0.1000,0.6500,6,0,3
738.7784,740.9353,833.0800,700,750,240,30,0,4,0,10,10,-2.1569,2.3212,-5.3219,7.5000,0.1000,0.6500,6,0,3
734.7836,750.4809,833.0800,700,750,240,30,0,4,0,10,10,-15.6973,9.7162,-5.3219,7.5000,0.1000,0.6500,6,0,3
746.0326,748.6438,833.0800,700,750,240,30,0,4,0,10,10,-2.6112,-1.6268,-5.3219,7.5000,0.1000,0.6500,6,0,3
756.1427,752.6927,834.8949,700,750,240,30,1,5,0,10,10,3.4500,4.2516,4.5843,11.5000,0.1000,0.6500,7,0,3
766.8782,745.8414,834.8949,700,750,240,30,1,5,0,10,10,21.0367,-6.6317,4.5843,11.5000,0.1000,0.6500,7,0,3
748.4053,751.4766,834.8949,700,750,240,30,1,5,0,10,10,-3.0713,5.8262,4.5843,11.5000,0.1000,0.6500,7,0,3
750.4746,751.2359,834.8949,700,750,240,30,1,5,0,10,10,-0.7613,-0.0263,4.5843,11.5000,0.1000,0.6500,7,0,3
762.0498,758.7766,834.8949,700,750,240,30,1,5,0,10,10,3.2732,7.7542,4.5843,11.5000,0.1000,0.6500,7,0,3
838.9253,749.6784,834.8949,700,750,240,30,1,5,1,10,10,4.0304,-8.8533,4.5843,11.5000,0.1000,0.6500,7,0,3
740.8494,751.8381,834.8949,700,750,240,30,1,5,0,10,10,-10.9887,2.3667,4.5843,11.5000,0.1000,0.6500,7,0,3
763.0937,762.8119,834.8949,700,750,240,30,1,5,0,10,10,0.2817,11.1898,4.5843,11.5000,0.1000,0.6500,7,0,3
778.2453,787.1556,835.8633,700,750,240,30,1,6,0,10,10,-8.9103,24.6053,3.7982,11.5000,0.1000,0.6500,8,0,3
792.0803,788.3249,835.8633,700,750,240,30,1,6,0,10,10,3.7554,1.5325,3.7982,11.5000,0.1000,0.6500,8,0,3
773.5563,790.0546,835.8633,700,750,240,30,1,6,0,10,10,-16.4983,2.0978,3.7982,11.5000,0.1000,0.6500,8,0,3
778.5352,795.2159,835.8633,700,750,240,30,1,6,0,10,10,-16.6807,5.5364,3.7982,11.5000,0.1000,0.6500,8,0,3
786.9170,796.5640,835.8633,700,750,240,30,1,6,0,10,10,-9.6470,1.7449,3.7982,11.5000,0.1000,0.6500,8,0,3
809.7873,798.0004,835.8633,700,750,240,30,1,6,0,10,10,11.7870,1.8387,3.7982,11.5000,0.1000,0.6500,8,0,3
845.7294,778.2497,835.8633,700,750,240,30,1,6,1,10,10,9.8661,-19.3423,3.7982,11.5000,0.1000,0.6500,8,0,3
786.1174,783.1894,835.8633,700,750,240,30,1,6,0,10,10,2.9279,5.2658,3.7982,11.5000,0.1000,0.6500,8,0,3
778.6779,780.3338,838.0383,700,750,240,30,1,5,0,10,10,-1.6558,-2.5090,5.0371,9.0000,0.1000,0.6500,9,0,3
802.8463,797.0412,838.0383,700,750,240,30,1,5,0,10,10,5.8051,17.0421,5.0371,9.0000,0.1000,0.6500,9,0,3
808.0059,805.7154,838.0383,700,750,240,30,1,5,0,10,10,2.2906,9.0785,5.0371,9.0000,0.1000,0.6500,9,0,3
808.5349,804.8031,838.0383,700,750,240,30,1,5,0,10,10,3.7318,-0.4718,5.0371,9.0000,0.1000,0.6500,9,0,3
809.3843,795.1344,838.0383,700,750,240,30,1,5,0,10,10,14.2500,-9.2320,5.0371,9.0000,0.1000,0.6500,9,0,3
846.2022,781.7802,838.0383,700,750,240,30,1,5,1,10,10,8.1640,-12.9578,5.0371,9.0000,0.1000,0.6500,9,0,3
769.5939,778.0010,838.0383,700,750,240,30,1,5,0,10,10,-8.4070,-3.4385,5.0371,9.0000,0.1000,0.6500,9,0,3
785.3725,780.1947,838.0383,700,750,240,30,1,5,0,10,10,5.1778,2.5187,5.0371,9.0000,0.1000,0.6500,9,0,3
752.4794,751.6789,836.3803,700,750,240,30,1,6,0,10,10,0.8005,-28.1817,1.2766,10.5000,0.1000,0.6500,10,0,3
736.7168,735.0340,836.3803,700,750,240,30,1,6,0,10,10,1.6828,-16.4295,1.2766,10.5000,0.1000,0.6500,10,0,3
757.4758,748.5784,836.3803,700,750,240,30,1,6,0,10,10,8.8974,13.6903,1.2766,10.5000,0.1000,0.6500,10,0,3
762.7590,754.8618,836.3803,700,750,240,30,1,6,0,10,10,7.8972,6.4858,1.2766,10.5000,0.1000,0.6500,10,0,3
761.8752,761.7494,836.3803,700,750,240,30,1,6,0,10,10,0.1257,7.1162,1.2766,10.5000,0.1000,0.6500,10,0,3
782.3432,770.2463,836.3803,700,750,240,30,1,6,0,10,10,12.0970,8.7541,1.2766,10.5000,0.1000,0.6500,10,0,3
833.6370,764.1734,836.3803,700,750,240,30,1,6,1,10,10,-2.7432,-5.7802,1.2766,10.5000,0.1000,0.6500,10,0,3
783.1265,781.7092,836.3803,700,750,240,30,1,6,0,10,10,1.4173,17.8032,1.2766,10.5000,0.1000,0.6500,10,0,3
782.4305,779.6105,816.4996,700,750,240,30,1,6,0,10,10,2.8200,-1.7583,-17.0013,8.5000,0.1000,0.6500,11,0,3
792.9668,790.9997,816.4996,700,750,240,30,1,6,0,10,10,1.9671,11.7209,-17.0013,8.5000,0.1000,0.6500,11,0,3
798.7999,798.9573,816.4996,700,750,240,30,1,6,0,10,10,-0.1574,8.3368,-17.0013,8.5000,0.1000,0.6500,11,0,3
796.4299,808.6403,816.4996,700,750,240,30,1,6,0,10,10,-12.2104,10.0953,-17.0013,8.5000,0.1000,0.6500,11,0,3
795.0861,806.1484,816.4996,700,750,240,30,1,6,0,10,10,-11.0622,-2.0392,-17.0013,8.5000,0.1000,0.6500,11,0,3
789.3846,783.6757,816.4996,700,750,240,30,1,6,0,10,10,5.7089,-22.0304,-17.0013,8.5000,0.1000,0.6500,11,0,3
824.4365,785.2885,816.4996,700,750,240,30,1,6,1,10,10,7.9369,1.9614,-17.0013,8.5000,0.1000,0.6500,11,0,3
784.8813,796.5396,816.4996,700,750,240,30,1,6,0,10,10,-11.6583,11.6065,-17.0013,8.5000,0.1000,0.6500,11,0,3
800.7252,790.3378,833.7944,700,750,240,30,1,5,0,10,10,10.3875,-5.7996,19.5115,9.5000,0.1000,0.6500,12,0,3
801.7316,791.6250,833.7944,700,750,240,30,1,5,0,10,10,10.1066,1.6637,19.5115,9.5000,0.1000,0.6500,12,0,3
789.4993,790.8730,833.7944,700,750,240,30,1,5,0,10,10,-1.3737,-0.3703,19.5115,9.5000,0.1000,0.6500,12,0,3
807.9294,793.1118,833.7944,700,750,240,30,1,5,0,10,10,14.8176,2.6174,19.5115,9.5000,0.1000,0.6500,12,0,3
813.6104,806.8990,833.7944,700,750,240,30,1,5,0,10,10,6.7114,14.1752,19.5115,9.5000,0.1000,0.6500,12,0,3
838.4814,802.7298,833.7944,700,750,240,30,1,5,1,10,10,4.6870,-3.7238,19.5115,9.5000,0.1000,0.6500,12,0,3
782.5411,790.4584,833.7944,700,750,240,30,1,5,0,10,10,-7.9173,-11.8434,19.5115,9.5000,0.1000,0.6500,12,0,3
780.0925,801.8722,833.7944,700,750,240,30,1,5,0,10,10,-21.7797,11.7907,19.5115,9.5000,0.1000,0.6500,12,0,3
800.0996,808.7750,823.0136,700,750,240,30,1,5,0,10,10,-8.6753,7.3272,-7.9877,9.0000,0.1000,0.6500,13,0,3
814.0611,818.9623,823.0136,700,750,240,30,1,5,0,10,10,-4.9012,10.6406,-7.9877,9.0000,0.1000,0.6500,13,0,3
805.0039,805.7134,823.0136,700,750,240,30,1,5,0,10,10,-0.7095,-12.7532,-7.9877,9.0000,0.1000,0.6500,13,0,3
823.0449,820.1900,823.0136,700,750,240,30,1,5,0,10,10,2.8550,14.9170,-7.9877,9.0000,0.1000,0.6500,13,0,3
814.7111,818.2318,823.0136,700,750,240,30,1,5,0,10,10,-3.5207,-1.4574,-7.9877,9.0000,0.1000,0.6500,13,0,3
816.2786,804.0514,823.0136,700,750,240,30,1,5,1,10,10,-6.7350,-13.6878,-7.9877,9.0000,0.1000,0.6500,13,0,3
797.9750,801.8148,823.0136,700,750,240,30,1,5,0,10,10,-3.8398,-1.8031,-7.9877,9.0000,0.1000,0.6500,13,0,3
796.5837,799.6769,823.0136,700,750,240,30,1,5,0,10,10,-3.0932,-1.7137,-7.9877,9.0000,0.1000,0.6500,13,0,3
811.2424,797.1752,836.5494,700,750,240,30,1,6,0,10,10,14.0672,-2.0863,15.9696,8.0000,0.1000,0.6500,14,0,3
778.5638,782.3964,836.5494,700,750,240,30,1,6,0,10,10,-3.8325,-14.3740,15.9696,8.0000,0.1000,0.6500,14,0,3
804.2113,803.3452,836.5494,700,750,240,30,1,6,0,10,10,0.8661,21.2921,15.9696,8.0000,0.1000,0.6500,14,0,3
804.1633,809.0666,836.5494,700,750,240,30,1,6,0,10,10,-4.9033,6.1520,15.9696,8.0000,0.1000,0.6500,14,0,3
827.0427,826.5416,836.5494,700,750,240,30,1,6,0,10,10,0.5010,17.9295,15.9696,8.0000,0.1000,0.6500,14,0,3
859.3236,848.9605,836.5494,700,750,240,30,1,6,0,10,10,10.3631,22.9461,15.9696,8.0000,0.1000,0.6500,14,0,3
841.7620,851.1095,836.5494,700,750,240,30,1,6,1,10,10,5.2127,2.7697,15.9696,8.0000,0.1000,0.6500,14,0,3
862.2395,855.5839,836.5494,700,750,240,30,1,6,0,10,10,6.6556,5.1040,15.9696,8.0000,0.1000,0.6500,14,0,3
843.4267,850.3657,837.0690,700,750,240,30,2,0,0,10,10,-6.9390,-4.5699,3.4046,9.0000,0.1000,0.6500,15,0,3
830.0702,837.9800,837.0690,700,750,240,30,2,0,0,10,10,-7.9098,-11.7592,3.4046,9.0000,0.1000,0.6500,15,0,3
840.0980,842.8095,837.0690,700,750,240,30,2,0,0,10,10,-2.7115,5.4045,3.4046,9.0000,0.1000,0.6500,15,0,3
830.6070,836.0837,837.0690,700,750,240,30,2,0,0,10,10,-5.4767,-6.1308,3.4046,9.0000,0.1000,0.6500,15,0,3
830.5937,842.1619,837.0690,700,750,240,30,2,0,0,10,10,-11.5682,6.6452,3.4046,9.0000,0.1000,0.6500,15,0,3
842.8121,838.5745,837.0690,700,750,240,30,2,0,0,10,10,4.2375,-2.9951,3.4046,9.0000,0.1000,0.6500,15,0,3
841.1642,833.8896,837.0690,700,750,240,30,2,0,0,10,10,7.2746,-4.1076,3.4046,9.0000,0.1000,0.6500,15,0,3
834.5086,831.7767,837.0690,700,750,240,30,2,0,0,10,10,2.7320,-1.5551,3.4046,9.0000,0.1000,0.6500,15,0,3
834.5329,842.8981,844.3406,700,750,240,30,1,4,0,10,10,-8.3653,11.6705,10.1739,8.0000,0.1000,0.6500,16,0,3
845.5980,845.2148,844.3406,700,750,240,30,1,4,0,10,10,0.3832,2.9120,10.1739,8.0000,0.1000,0.6500,16,0,3
817.8312,831.0455,844.3406,700,750,240,30,1,4,0,10,10,-13.2142,-13.5642,10.1739,8.0000,0.1000,0.6500,16,0,3
838.8416,842.5637,844.3406,700,750,240,30,1,4,0,10,10,-3.7221,12.0642,10.1739,8.0000,0.1000,0.6500,16,0,3
849.7967,839.7049,844.3406,700,750,240,30,1,4,1,10,10,5.4561,-2.2648,10.1739,8.0000,0.1000,0.6500,16,0,3
840.3566,842.4093,844.3406,700,750,240,30,1,4,0,10,10,-2.0526,3.2865,10.1739,8.0000,0.1000,0.6500,16,0,3
835.3100,826.8097,844.3406,700,750,240,30,1,4,0,10,10,8.5002,-15.0062,10.1739,8.0000,0.1000,0.6500,16,0,3
808.0645,825.2725,844.3406,700,750,240,30,1,4,0,10,10,-17.2080,-1.0089,10.1739,8.0000,0.1000,0.6500,16,0,3
853.7128,843.1945,848.1113,700,750,240,30,1,4,0,10,10,10.5183,18.4441,6.9154,9.5000,0.1000,0.6500,17,0,3
848.2701,849.5207,848.1113,700,750,240,30,1,4,0,10,10,-1.2506,6.9228,6.9154,9.5000,0.1000,0.6500,17,0,3
849.9288,849.8172,848.1113,700,750,240,30,1,4,0,10,10,0.1116,0.9195,6.9154,9.5000,0.1000,0.6500,17,0,3
853.6898,866.7109,848.1113,700,750,240,30,1,4,0,10,10,-13.0211,17.5179,6.9154,9.5000,0.1000,0.6500,17,0,3
849.6316,863.8510,848.1113,700,750,240,30,1,4,1,10,10,1.5203,-2.1653,6.9154,9.5000,0.1000,0.6500,17,0,3
854.1835,858.3967,848.1113,700,750,240,30,1,4,0,10,10,-4.2132,-4.7715,6.9154,9.5000,0.1000,0.6500,17,0,3
840.9389,845.0564,848.1113,700,750,240,30,1,4,0,10,10,-4.1174,-12.6804,6.9154,9.5000,0.1000,0.6500,17,0,3
862.6221,844.6082,848.1113,700,750,240,30,1,4,0,10,10,18.0139,0.1562,6.9154,9.5000,0.1000,0.6500,17,0,3
841.1897,850.5030,844.3093,700,750,240,30,1,4,0,10,10,-9.3133,6.4974,-0.5316,9.5000,0.1000,0.6500,18,0,3
860.5332,858.4830,844.3093,700,750,240,30,1,4,0,10,10,2.0502,8.6071,-0.5316,9.5000,0.1000,0.6500,18,0,3
853.5939,856.7135,844.3093,700,750,240,30,1,4,0,10,10,-3.1196,-1.1091,-0.5316,9.5000,0.1000,0.6500,18,0,3
864.2819,867.7425,844.3093,700,750,240,30,1,4,0,10,10,-3.4606,11.6819,-0.5316,9.5000,0.1000,0.6500,18,0,3
847.2306,844.7048,844.3093,700,750,240,30,1,4,1,10,10,2.9213,-22.3387,-0.5316,9.5000,0.1000,0.6500,18,0,3
865.5163,863.2365,844.3093,700,750,240,30,1,4,0,10,10,2.2797,19.1346,-0.5316,9.5000,0.1000,0.6500,18,0,3
872.8130,857.5462,844.3093,700,750,240,30,1,4,0,10,10,15.2669,-5.0102,-0.5316,9.5000,0.1000,0.6500,18,0,3
847.9111,853.4983,844.3093,700,750,240,30,1,4,0,10,10,-5.5872,-3.3914,-0.5316,9.5000,0.1000,0.6500,18,0,3
861.0663,857.6595,849.6759,700,750,240,30,1,4,0,10,10,3.4068,4.8008,8.5102,8.0000,0.1000,0.6500,19,0,3
842.9429,842.8544,849.6759,700,750,240,30,1,4,0,10,10,0.0885,-14.1482,8.5102,8.0000,0.1000,0.6500,19,0,3
833.4302,835.6098,849.6759,700,750,240,30,1,4,0,10,10,-2.1796,-6.6494,8.5102,8.0000,0.1000,0.6500,19,0,3
857.5615,849.9774,849.6759,700,750,240,30,1,4,0,10,10,7.5841,14.9326,8.5102,8.0000,0.1000,0.6500,19,0,3
853.8110,845.8685,849.6759,700,750,240,30,1,4,1,10,10,4.1351,-3.4840,8.5102,8.0000,0.1000,0.6500,19,0,3
826.2109,827.6469,849.6759,700,750,240,30,1,4,0,10,10,-1.4360,-17.6138,8.5102,8.0000,0.1000,0.6500,19,0,3
833.6304,839.3403,849.6759,700,750,240,30,1,4,0,10,10,-5.7099,12.2253,8.5102,8.0000,0.1000,0.6500,19,0,3
835.0391,832.2253,849.6759,700,750,240,30,1,4,0,10,10,2.8138,-6.5344,8.5102,8.0000,0.1000,0.6500,19,0,3
832.4696,834.0929,855.2599,700,750,240,30,1,6,0,10,10,-1.6233,2.4186,8.9065,8.0000,0.1000,0.6500,20,0,3
833.2401,833.5100,855.2599,700,750,240,30,1,6,0,10,10,-0.2699,-0.0242,8.9065,8.0000,0.1000,0.6500,20,0,3
832.3521,834.4358,855.2599,700,750,240,30,1,6,0,10,10,-2.0837,1.4821,8.9065,8.0000,0.1000,0.6500,20,0,3
837.6242,846.5289,855.2599,700,750,240,30,1,6,0,10,10,-8.9046,12.6532,8.9065,8.0000,0.1000,0.6500,20,0,3
852.7352,852.8365,855.2599,700,750,240,30,1,6,0,10,10,-0.1014,6.9182,8.9065,8.0000,0.1000,0.6500,20,0,3
863.1347,859.0476,855.2599,700,750,240,30,1,6,0,10,10,4.0871,6.8479,8.9065,8.0000,0.1000,0.6500,20,0,3
858.4547,850.2601,855.2599,700,750,240,30,1,6,1,10,10,3.1948,-8.1248,8.9065,8.0000,0.1000,0.6500,20,0,3
839.9769,839.6158,855.2599,700,750,240,30,1,6,0,10,10,0.3611,-10.0182,8.9065,8.0000,0.1000,0.6500,20,0,3
861.6191,848.4141,853.4630,700,750,240,30,2,0,0,10,10,13.2050,9.3800,1.7118,8.5000,0.1000,0.6500,21,0,3
854.7686,853.3407,853.4630,700,750,240,30,2,0,0,10,10,1.4279,5.5449,1.7118,8.5000,0.1000,0.6500,21,0,3
849.7829,852.0883,853.4630,700,750,240,30,2,0,0,10,10,-2.3054,-0.6135,1.7118,8.5000,0.1000,0.6500,21,0,3
872.3867,856.9413,853.4630,700,750,240,30,2,0,0,10,10,15.4454,5.4868,1.7118,8.5000,0.1000,0.6500,21,0,3
865.5525,862.5898,853.4630,700,750,240,30,2,0,0,10,10,2.9626,6.3024,1.7118,8.5000,0.1000,0.6500,21,0,3
845.4686,855.5163,853.4630,700,750,240,30,2,0,0,10,10,-10.0477,-6.3961,1.7118,8.5000,0.1000,0.6500,21,0,3
843.2688,840.3329,853.4630,700,750,240,30,2,0,0,10,10,2.9359,-14.5354,1.7118,8.5000,0.1000,0.6500,21,0,3
843.6602,840.3223,853.4630,700,750,240,30,2,0,0,10,10,3.3379,0.5740,1.7118,8.5000,0.1000,0.6500,21,0,3
853.7083,839.3680,852.1914,700,750,240,30,0,2,0,10,10,14.3403,-0.3696,2.1772,10.5000,0.1000,0.6500,22,0,3
835.3167,829.7746,852.1914,700,750,240,30,0,2,0,10,10,5.5421,-9.0127,2.1772,10.5000,0.1000,0.6500,22,0,3
866.6103,834.5933,852.1914,700,750,240,30,0,2,1,10,10,14.4189,5.3594,2.1772,10.5000,0.1000,0.6500,22,0,3
836.9593,836.0020,852.1914,700,750,240,30,0,2,0,10,10,0.9573,1.9695,2.1772,10.5000,0.1000,0.6500,22,0,3
811.1138,836.7811,852.1914,700,750,240,30,0,2,0,10,10,-25.6674,1.3458,2.1772,10.5000,0.1000,0.6500,22,0,3
839.8249,839.1361,852.1914,700,750,240,30,0,2,0,10,10,0.6889,2.9248,2.1772,10.5000,0.1000,0.6500,22,0,3
817.5762,837.0599,852.1914,700,750,240,30,0,2,0,10,10,-19.4837,-1.4964,2.1772,10.5000,0.1000,0.6500,22,0,3
812.2843,834.8898,852.1914,700,750,240,30,0,2,0,10,10,-22.6055,-1.5990,2.1772,10.5000,0.1000,0.6500,22,0,3
857.5341,839.5470,858.4847,700,750,240,30,0,2,0,10,10,17.9871,5.2192,9.6997,7.5000,0.1000,0.6500,23,0,3
842.1357,837.3040,858.4847,700,750,240,30,0,2,0,10,10,4.8317,-1.6615,9.6997,7.5000,0.1000,0.6500,23,0,3
871.3385,828.6382,858.4847,700,750,240,30,0,2,1,10,10,12.8538,-8.0937,9.6997,7.5000,0.1000,0.6500,23,0,3
836.7220,833.2921,858.4847,700,750,240,30,0,2,0,10,10,3.4299,5.1899,9.6997,7.5000,0.1000,0.6500,23,0,3
838.5454,820.9782,858.4847,700,750,240,30,0,2,0,10,10,17.5671,-11.7585,9.6997,7.5000,0.1000,0.6500,23,0,3
807.8467,815.8727,858.4847,700,750,240,30,0,2,0,10,10,-8.0260,-4.6015,9.6997,7.5000,0.1000,0.6500,23,0,3
805.2150,817.8172,858.4847,700,750,240,30,0,2,0,10,10,-12.6022,2.4274,9.6997,7.5000,0.1000,0.6500,23,0,3
819.6793,809.9825,858.4847,700,750,240,30,0,2,0,10,10,9.6968,-7.3438,9.6997,7.5000,0.1000,0.6500,23,0,3
797.5589,796.8259,859.3977,700,750,240,30,1,6,0,10,10,0.7329,-12.6983,4.5292,10.5000,0.1000,0.6500,24,0,3
805.5493,795.8888,859.3977,700,750,240,30,1,6,0,10,10,9.6605,-0.5337,4.5292,10.5000,0.1000,0.6500,24,0,3
790.4595,791.5004,859.3977,700,750,240,30,1,6,0,10,10,-1.0409,-3.9889,4.5292,10.5000,0.1000,0.6500,24,0,3
821.9849,818.0314,859.3977,700,750,240,30,1,6,0,10,10,3.9535,26.9123,4.5292,10.5000,0.1000,0.6500,24,0,3
