observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n,state_std_hz,state_dev_hz,diff_std,diff_dev
-0.5861,620.7689,-0.5890,-0.6153,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,3,0,0,619.8456,611.6260,0.9233,
-0.5992,616.6369,-0.5961,-0.6153,-0.6000,-0.5051,160,20,0.9000,0,3,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,3,0,0,617.6088,611.6260,,5.0109
-0.5952,617.9100,-0.5923,-0.6153,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,3,0,0,618.8066,611.6260,-0.8966,
-0.5609,628.7293,-0.5990,-0.6153,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,3,0,0,616.7087,611.6260,12.0206,
-0.5563,630.1787,-0.5967,-0.6153,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,3,0,0,617.4217,611.6260,12.7570,
-0.5752,624.1882,-0.5944,-0.6153,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,3,0,0,618.1625,611.6260,6.0257,
-0.5663,627.0227,-0.5944,-0.6120,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,4,0,0,618.1625,612.6555,8.8602,
-0.5616,628.4959,-0.5912,-0.6120,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,4,0,0,619.1675,612.6555,9.3283,
-0.6217,609.6331,-0.6021,-0.6120,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,4,0,0,615.7388,612.6555,-6.1056,
-0.6464,601.9970,-0.6240,-0.6120,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,4,0,0,608.9261,612.6555,-6.9291,
-0.6113,612.8784,-0.6246,-0.6120,-0.6000,-0.5051,160,20,0.9000,0,4,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,4,0,0,608.7324,612.6555,,0.2230
-0.5973,617.2446,-0.6178,-0.6120,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,4,0,0,610.8419,612.6555,6.4026,
-0.5811,622.3230,-0.5976,-0.6120,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,4,0,0,617.1440,612.6555,5.1790,
-0.5630,628.0569,-0.5929,-0.6120,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,4,0,0,618.6080,612.6555,9.4489,
-0.6080,613.8913,-0.5929,-0.6086,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,5,0,0,618.6080,613.6958,-4.7167,
-0.6310,606.7526,-0.6028,-0.6086,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,5,0,0,615.5048,613.6958,-8.7521,
-0.6237,609.0132,-0.6046,-0.6086,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,5,0,0,614.9536,613.6958,-5.9404,
-0.6201,610.1228,-0.6037,-0.6086,-0.6000,-0.5051,160,20,0.9000,0,3,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,5,0,0,615.2459,613.6958,,-3.5730
-0.6039,615.1757,-0.5877,-0.6086,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,5,0,0,620.2548,613.6958,-5.0791,
-0.6265,608.1461,-0.5784,-0.6086,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,5,0,0,623.1745,613.6958,-15.0284,
-0.6053,614.7530,-0.5949,-0.6086,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,5,0,0,618.0029,613.6958,-3.2499,
-0.5993,616.6253,-0.6094,-0.6086,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,5,0,0,613.4462,613.6958,3.1791,
-0.5735,624.7351,-0.6094,-0.6232,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,6,0,0,613.4462,609.1704,11.2889,
-0.6157,611.4849,-0.6048,-0.6232,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,6,0,0,614.9037,609.1704,-3.4188,
-0.6726,593.9639,-0.6067,-0.6232,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,6,0,0,614.2980,609.1704,-20.3341,
-0.7067,583.6338,-0.6121,-0.6232,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,6,0,0,612.6167,609.1704,-28.9829,
-0.6271,607.9399,-0.6123,-0.6232,-0.6000,-0.5051,160,20,0.9000,0,4,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,6,0,0,612.5597,609.1704,,-1.2306
-0.6304,606.9166,-0.6128,-0.6232,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,6,0,0,612.3989,609.1704,-5.4823,
-0.5867,620.5747,-0.6149,-0.6232,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,6,0,0,611.7467,609.1704,8.8280,
-0.6165,611.2502,-0.6285,-0.6232,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,6,0,0,607.5088,609.1704,3.7414,
-0.6399,604.0046,-0.6285,-0.6299,-0.6000,-0.5051,160,20,0.9000,2,,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,7,0,0,607.5088,607.0728,-3.5042,
-0.6162,611.3395,-0.6165,-0.6299,-0.6000,-0.5051,160,20,0.9000,2,,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,7,0,0,611.2418,607.0728,0.0976,
-0.6743,593.4644,-0.6332,-0.6299,-0.6000,-0.5051,160,20,0.9000,2,,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,7,0,0,606.0503,607.0728,-12.5858,
-0.6591,598.0988,-0.6334,-0.6299,-0.6000,-0.5051,160,20,0.9000,2,,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,7,0,0,605.9998,607.0728,-7.9009,
-0.6735,593.6917,-0.6334,-0.6299,-0.6000,-0.5051,160,20,0.9000,2,,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,7,0,0,605.9936,607.0728,-12.3018,
-0.5970,617.3266,-0.6247,-0.6299,-0.6000,-0.5051,160,20,0.9000,2,,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,7,0,0,608.7103,607.0728,8.6162,
-0.6122,612.5938,-0.6449,-0.6299,-0.6000,-0.5051,160,20,0.9000,2,,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,7,0,0,602.4520,607.0728,10.1418,
-0.6295,607.2091,-0.6409,-0.6299,-0.6000,-0.5051,160,20,0.9000,2,,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,7,0,0,603.6766,607.0728,3.5325,
-0.6374,604.7814,-0.6409,-0.6023,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,8,0,0,603.6766,615.6816,1.1048,
-0.6322,606.3634,-0.6520,-0.6023,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,8,0,0,600.2730,615.6816,6.0904,
-0.6612,597.4521,-0.6594,-0.6023,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,8,0,0,597.9935,615.6816,-0.5414,
-0.6455,602.2788,-0.6483,-0.6023,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,8,0,0,601.4180,615.6816,0.8608,
-0.5511,631.8495,-0.6576,-0.6023,-0.6000,-0.5051,160,20,0.9000,0,4,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,8,0,0,598.5687,615.6816,,16.1679
-0.6866,589.6986,-0.6489,-0.6023,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,8,0,0,601.2128,615.6816,-11.5141,
-0.6257,608.3994,-0.6622,-0.6023,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,8,0,0,597.1299,615.6816,11.2695,
-0.6936,587.5935,-0.6689,-0.6023,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,8,0,0,595.0887,615.6816,-7.4952,
-0.6980,586.2715,-0.6689,-0.6068,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,9,0,0,595.0887,614.2576,-8.8172,
-0.6429,603.0836,-0.6839,-0.6068,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,9,0,0,590.5446,614.2576,12.5390,
-0.5817,622.1487,-0.6969,-0.6068,-0.6000,-0.5051,160,20,0.9000,0,2,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,9,0,0,586.6103,614.2576,,7.8911
-0.6449,602.4666,-0.6818,-0.6068,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,9,0,0,591.1649,614.2576,11.3016,
-0.7045,584.2957,-0.6625,-0.6068,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,9,0,0,597.0518,614.2576,-12.7560,
-0.6105,613.1098,-0.6518,-0.6068,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,9,0,0,600.3382,614.2576,12.7716,
-0.6685,595.2247,-0.6544,-0.6068,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,9,0,0,599.5300,614.2576,-4.3054,
-0.6614,597.3955,-0.6443,-0.6068,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,9,0,0,602.6520,614.2576,-5.2566,
-0.6457,602.1976,-0.6443,-0.6308,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,10,0,0,602.6520,606.8171,-0.4544,
-0.6437,602.8378,-0.6249,-0.6308,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,10,0,0,608.6391,606.8171,-5.8013,
-0.6397,604.0577,-0.6280,-0.6308,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,10,0,0,607.6611,606.8171,-3.6034,
-0.6320,606.4260,-0.6213,-0.6308,-0.6000,-0.5051,160,20,0.9000,0,3,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,10,0,0,609.7600,606.8171,,-0.3911
-0.6509,600.5952,-0.6196,-0.6308,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,10,0,0,610.2707,606.8171,-9.6755,
-0.5836,621.5471,-0.6312,-0.6308,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,10,0,0,606.6819,606.8171,14.8651,
-0.6894,588.8528,-0.6411,-0.6308,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,10,0,0,603.6155,606.8171,-14.7627,
-0.6249,608.6510,-0.6344,-0.6308,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,10,0,0,605.6982,606.8171,2.9527,
-0.6800,591.7280,-0.6344,-0.6205,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,11,0,0,605.6982,610.0174,-13.9702,
-0.5938,618.3339,-0.6145,-0.6205,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,11,0,0,611.8539,610.0174,6.4801,
-0.6232,609.1665,-0.6088,-0.6205,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,11,0,0,613.6407,610.0174,-4.4742,
-0.6452,602.3658,-0.5960,-0.6205,-0.6000,-0.5051,160,20,0.9000,0,3,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,11,0,0,617.6476,610.0174,,-7.6515
-0.5524,631.4418,-0.5846,-0.6205,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,11,0,0,621.2291,610.0174,10.2127,
-0.6354,605.3925,-0.5960,-0.6205,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,11,0,0,617.6595,610.0174,-12.2670,
-0.6086,613.7083,-0.5858,-0.6205,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,11,0,0,620.8484,610.0174,-7.1401,
-0.6177,610.8607,-0.5784,-0.6205,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,11,0,0,623.1802,610.0174,-12.3195,
-0.5679,626.5158,-0.5784,-0.5891,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,12,0,0,623.1802,619.8093,3.3355,
-0.5904,619.4073,-0.5875,-0.5891,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,12,0,0,620.3244,619.8093,-0.9171,
-0.6191,610.4401,-0.5937,-0.5891,-0.6000,-0.5051,160,20,0.9000,0,2,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,12,0,0,618.3853,619.8093,,-9.3692
-0.5965,617.5068,-0.5992,-0.5891,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,12,0,0,616.6611,619.8093,0.8457,
-0.6079,613.9251,-0.6157,-0.5891,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,12,0,0,611.5096,619.8093,2.4154,
-0.6351,605.4814,-0.6147,-0.5891,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,12,0,0,611.8140,619.8093,-6.3326,
-0.6157,611.5015,-0.6103,-0.5891,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,12,0,0,613.1689,619.8093,-1.6675,
-0.5548,630.6644,-0.6057,-0.5891,-0.6000,-0.5051,160,20,0.9000,0,2,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,12,0,0,614.6094,619.8093,16.0551,
-0.5947,618.0528,-0.6057,-0.5604,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,13,0,0,614.6094,628.8758,3.4435,
-0.6823,591.0326,-0.6137,-0.5604,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,13,0,0,612.1109,628.8758,-21.0783,
-0.6919,588.0993,-0.6240,-0.5604,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,13,0,0,608.9209,628.8758,-20.8216,
-0.5921,618.8753,-0.6113,-0.5604,-0.6000,-0.5051,160,20,0.9000,0,3,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,13,0,0,612.8528,628.8758,,-10.0004
-0.5843,621.3284,-0.6198,-0.5604,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,13,0,0,610.2240,628.8758,11.1044,
-0.5887,619.9517,-0.6199,-0.5604,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,13,0,0,610.1869,628.8758,9.7647,
-0.6265,608.1479,-0.6321,-0.5604,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,13,0,0,606.3909,628.8758,1.7570,
-0.6530,599.9752,-0.6468,-0.5604,-0.6000,-0.5051,160,20,0.9000,0,3,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,13,0,0,601.8854,628.8758,-1.9102,
-0.6653,596.1924,-0.6468,-0.5121,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,14,0,0,601.8854,644.3715,-5.6930,
-0.6141,612.0070,-0.6361,-0.5121,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,14,0,0,605.1676,644.3715,6.8394,
-0.6469,601.8332,-0.6261,-0.5121,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,14,0,0,608.2603,644.3715,-6.4271,
-0.6024,615.6459,-0.6189,-0.5121,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,14,0,0,610.4996,644.3715,5.1463,
-0.5044,646.8771,-0.6140,-0.5121,-0.6000,-0.5051,160,20,0.9000,0,4,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,14,0,0,612.0300,644.3715,,2.5056
-0.5646,627.5610,-0.5927,-0.5121,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,14,0,0,618.6902,644.3715,8.8708,
-0.6680,595.3844,-0.5857,-0.5121,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,14,0,0,620.8770,644.3715,-25.4926,
-0.5508,631.9272,-0.5707,-0.5121,-0.6000,-0.5051,160,20,0.9000,0,4,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,14,0,0,625.6229,644.3715,6.3043,
-0.5686,626.2839,-0.5707,-0.4954,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,15,0,0,625.6229,649.8028,0.6610,
-0.5630,628.0569,-0.5769,-0.4954,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,15,0,0,623.6742,649.8028,4.3828,
-0.6018,615.8217,-0.5763,-0.4954,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,15,0,0,623.8389,649.8028,-8.0172,
-0.6355,605.3633,-0.5810,-0.4954,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,15,0,0,622.3672,649.8028,-17.0039,
-0.5939,618.3164,-0.5780,-0.4954,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,15,0,0,623.3268,649.8028,-5.0103,
-0.5658,627.1740,-0.5786,-0.4954,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,15,0,0,623.1155,649.8028,4.0585,
-0.4351,669.6298,-0.5903,-0.4954,-0.6000,-0.5051,160,20,0.9000,1,6,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,15,0,0,619.4286,649.8028,,19.8270
-0.5449,633.8172,-0.5844,-0.4954,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,15,0,0,621.2999,649.8028,12.5173,
-0.5661,627.0884,-0.5844,-0.4898,-0.6000,-0.5051,160,20,0.9000,1,5,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,16,0,0,621.2999,651.6274,5.7885,
-0.6022,615.7112,-0.5920,-0.4898,-0.6000,-0.5051,160,20,0.9000,1,5,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,16,0,0,618.9010,651.6274,-3.1898,
-0.6032,615.3928,-0.5990,-0.4898,-0.6000,-0.5051,160,20,0.9000,1,5,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,16,0,0,616.7036,651.6274,-1.3108,
-0.6279,607.7073,-0.6159,-0.4898,-0.6000,-0.5051,160,20,0.9000,1,5,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,16,0,0,611.4447,651.6274,-3.7374,
-0.6173,610.9952,-0.6142,-0.4898,-0.6000,-0.5051,160,20,0.9000,1,5,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,16,0,0,611.9508,651.6274,-0.9556,
-0.4942,650.1795,-0.6085,-0.4898,-0.6000,-0.5051,160,20,0.9000,1,5,1,0.0112,0.0312,0.0333,6,0.1000,0.6500,16,0,0,613.7532,651.6274,,-1.4479
-0.5746,624.3957,-0.6089,-0.4898,-0.6000,-0.5051,160,20,0.9000,1,5,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,16,0,0,613.6181,651.6274,10.7776,
-0.6047,614.9289,-0.5984,-0.4898,-0.6000,-0.5051,160,20,0.9000,1,5,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,16,0,0,616.8983,651.6274,-1.9693,
-0.6219,609.5647,-0.5984,-0.5384,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,17,0,0,616.8983,635.9041,-7.3336,
-0.5651,627.4052,-0.6052,-0.5384,-0.6000,-0.5051,160,20,0.9000,1,6,0,0.0112,0.0312,0.0333,6,0.1000,0.6500,17,0,0,614.7790,635.9041,12.6262,
