observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
1038.8300,1024.6732,1069.4593,1000,1050,16,2,1,4,0,10,10,3.5000,0.1000,0.6500,0,0,0
1028.3000,1037.6117,1069.4593,1000,1050,16,2,1,4,0,10,10,3.5000,0.1000,0.6500,0,0,0
1018.5600,1029.1207,1069.4593,1000,1050,16,2,1,4,0,10,10,3.5000,0.1000,0.6500,0,0,0
1041.0000,1045.0384,1069.4593,1000,1050,16,2,1,4,0,10,10,3.5000,0.1000,0.6500,0,0,0
1042.0300,1054.8153,1069.4593,1000,1050,16,2,1,4,1,10,10,3.5000,0.1000,0.6500,0,0,0
1061.9000,1051.0645,1069.4593,1000,1050,16,2,1,4,0,10,10,3.5000,0.1000,0.6500,0,0,0
1050.2100,1051.0757,1069.4593,1000,1050,16,2,1,4,0,10,10,3.5000,0.1000,0.6500,0,0,0
1059.9100,1042.4243,1069.4593,1000,1050,16,2,1,4,0,10,10,3.5000,0.1000,0.6500,0,0,0
1050.3800,1055.1059,1075.0993,1000,1050,16,2,1,4,0,10,10,5.0000,0.1000,0.6500,1,0,0
1077.0600,1082.1356,1075.0993,1000,1050,16,2,1,4,0,10,10,5.0000,0.1000,0.6500,1,0,0
1055.4200,1077.0049,1075.0993,1000,1050,16,2,1,4,0,10,10,5.0000,0.1000,0.6500,1,0,0
1052.5700,1061.2473,1075.0993,1000,1050,16,2,1,4,0,10,10,5.0000,0.1000,0.6500,1,0,0
1074.7400,1053.8880,1075.0993,1000,1050,16,2,1,4,1,10,10,5.0000,0.1000,0.6500,1,0,0
1048.8500,1052.1858,1075.0993,1000,1050,16,2,1,4,0,10,10,5.0000,0.1000,0.6500,1,0,0
1054.7300,1052.8366,1075.0993,1000,1050,16,2,1,4,0,10,10,5.0000,0.1000,0.6500,1,0,0
1009.0100,1036.7329,1075.0993,1000,1050,16,2,1,4,0,10,10,5.0000,0.1000,0.6500,1,0,0
1036.5000,1019.0799,1059.2423,1000,1050,16,2,1,5,0,10,10,5.0000,0.1000,0.6500,2,0,0
1026.9200,1015.4804,1059.2423,1000,1050,16,2,1,5,0,10,10,5.0000,0.1000,0.6500,2,0,0
1021.8900,1017.1988,1059.2423,1000,1050,16,2,1,5,0,10,10,5.0000,0.1000,0.6500,2,0,0
1036.7300,1027.4412,1059.2423,1000,1050,16,2,1,5,0,10,10,5.0000,0.1000,0.6500,2,0,0
1053.7900,1045.2361,1059.2423,1000,1050,16,2,1,5,0,10,10,5.0000,0.1000,0.6500,2,0,0
1046.6300,1027.2493,1059.2423,1000,1050,16,2,1,5,1,10,10,5.0000,0.1000,0.6500,2,0,0
1023.6800,1026.0687,1059.2423,1000,1050,16,2,1,5,0,10,10,5.0000,0.1000,0.6500,2,0,0
1005.0000,1023.5617,1059.2423,1000,1050,16,2,1,5,0,10,10,5.0000,0.1000,0.6500,2,0,0
1034.8000,1016.4848,1052.4303,1000,1050,16,2,2,0,0,10,10,5.5000,0.1000,0.6500,3,0,0
1000.5500,1018.3735,1052.4303,1000,1050,16,2,2,0,0,10,10,5.5000,0.1000,0.6500,3,0,0
1038.8600,1029.7405,1052.4303,1000,1050,16,2,2,0,0,10,10,5.5000,0.1000,0.6500,3,0,0
1020.5800,1021.9367,1052.4303,1000,1050,16,2,2,0,0,10,10,5.5000,0.1000,0.6500,3,0,0
1035.6100,1022.6037,1052.4303,1000,1050,16,2,2,0,0,10,10,5.5000,0.1000,0.6500,3,0,0
1055.6900,1036.5343,1052.4303,1000,1050,16,2,2,0,0,10,10,5.5000,0.1000,0.6500,3,0,0
1005.3400,1020.6770,1052.4303,1000,1050,16,2,2,0,0,10,10,5.5000,0.1000,0.6500,3,0,0
1025.7000,1017.0605,1052.4303,1000,1050,16,2,2,0,0,10,10,5.5000,0.1000,0.6500,3,0,0
1012.6200,1023.2219,1054.6599,1000,1050,16,2,0,2,0,10,10,3.0000,0.1000,0.6500,4,0,0
1031.4300,1039.3164,1054.6599,1000,1050,16,2,0,2,0,10,10,3.0000,0.1000,0.6500,4,0,0
1075.7900,1035.0327,1054.6599,1000,1050,16,2,0,2,1,10,10,3.0000,0.1000,0.6500,4,0,0
1047.9600,1045.1642,1054.6599,1000,1050,16,2,0,2,0,10,10,3.0000,0.1000,0.6500,4,0,0
1022.9300,1031.9818,1054.6599,1000,1050,16,2,0,2,0,10,10,3.0000,0.1000,0.6500,4,0,0
1047.4800,1028.2711,1054.6599,1000,1050,16,2,0,2,0,10,10,3.0000,0.1000,0.6500,4,0,0
1001.1700,1021.7261,1054.6599,1000,1050,16,2,0,2,0,10,10,3.0000,0.1000,0.6500,4,0,0
1043.4800,1022.7036,1054.6599,1000,1050,16,2,0,2,0,10,10,3.0000,0.1000,0.6500,4,0,0
1016.2800,1013.0518,1041.7894,1000,1050,16,2,2,0,0,10,10,3.5000,0.1000,0.6500,5,0,0
1005.9000,1008.4922,1041.7894,1000,1050,16,2,2,0,0,10,10,3.5000,0.1000,0.6500,5,0,0
1001.6500,1015.6709,1041.7894,1000,1050,16,2,2,0,0,10,10,3.5000,0.1000,0.6500,5,0,0
1015.9300,1007.9909,1041.7894,1000,1050,16,2,2,0,0,10,10,3.5000,0.1000,0.6500,5,0,0
1008.5100,1001.4107,1041.7894,1000,1050,16,2,2,0,0,10,10,3.5000,0.1000,0.6500,5,0,0
993.4200,1005.9625,1041.7894,1000,1050,16,2,2,0,0,10,10,3.5000,0.1000,0.6500,5,0,0
997.5100,1002.3005,1041.7894,1000,1050,16,2,2,0,0,10,10,3.5000,0.1000,0.6500,5,0,0
992.3300,997.9318,1041.7894,1000,1050,16,2,2,0,0,10,10,3.5000,0.1000,0.6500,5,0,0
1003.3700,1000.4864,1060.5731,1000,1050,16,2,0,2,0,10,10,4.0000,0.1000,0.6500,6,0,0
1007.9200,1013.5233,1060.5731,1000,1050,16,2,0,2,0,10,10,4.0000,0.1000,0.6500,6,0,0
1062.4600,1003.7114,1060.5731,1000,1050,16,2,0,2,1,10,10,4.0000,0.1000,0.6500,6,0,0
1021.9500,1020.2063,1060.5731,1000,1050,16,2,0,2,0,10,10,4.0000,0.1000,0.6500,6,0,0
1030.5700,1027.1401,1060.5731,1000,1050,16,2,0,2,0,10,10,4.0000,0.1000,0.6500,6,0,0
1037.8400,1034.1061,1060.5731,1000,1050,16,2,0,2,0,10,10,4.0000,0.1000,0.6500,6,0,0
1034.5500,1028.2150,1060.5731,1000,1050,16,2,0,2,0,10,10,4.0000,0.1000,0.6500,6,0,0
1038.5700,1040.8390,1060.5731,1000,1050,16,2,0,2,0,10,10,4.0000,0.1000,0.6500,6,0,0
1034.0800,1021.8912,1056.9346,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,7,0,0
1022.1800,1022.5845,1056.9346,1000,1050,16,2,0,3,0,10,10,5.0000,0.1000,0.6500,7,0,0
