observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
901.2100,896.8456,1010.9834,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,0,0,1
929.0000,912.3244,1010.9834,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,0,0,1
1012.0600,901.6715,1010.9834,1000,1050,240,30,0,2,1,10,10,5.0000,0.1000,0.6500,0,0,1
895.6000,893.8944,1010.9834,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,0,0,1
864.2600,878.6268,1010.9834,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,0,0,1
891.7300,887.5929,1010.9834,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,0,0,1
877.5700,893.5877,1010.9834,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,0,0,1
872.9700,887.2272,1010.9834,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,0,0,1
866.1700,881.0305,1008.8332,1000,1050,240,30,0,3,0,10,10,7.5000,0.1000,0.6500,1,0,1
865.3000,874.9388,1008.8332,1000,1050,240,30,0,3,0,10,10,7.5000,0.1000,0.6500,1,0,1
868.4900,868.0372,1008.8332,1000,1050,240,30,0,3,0,10,10,7.5000,0.1000,0.6500,1,0,1
1014.5400,892.0340,1008.8332,1000,1050,240,30,0,3,1,10,10,7.5000,0.1000,0.6500,1,0,1
895.0700,892.2585,1008.8332,1000,1050,240,30,0,3,0,10,10,7.5000,0.1000,0.6500,1,0,1
877.8100,885.2705,1008.8332,1000,1050,240,30,0,3,0,10,10,7.5000,0.1000,0.6500,1,0,1
905.0200,897.8733,1008.8332,1000,1050,240,30,0,3,0,10,10,7.5000,0.1000,0.6500,1,0,1
885.6400,885.6915,1008.8332,1000,1050,240,30,0,3,0,10,10,7.5000,0.1000,0.6500,1,0,1
873.2500,888.0519,1006.7431,1000,1050,240,30,0,2,0,10,10,7.5000,0.1000,0.6500,2,0,1
889.6100,894.2467,1006.7431,1000,1050,240,30,0,2,0,10,10,7.5000,0.1000,0.6500,2,0,1
997.2600,896.0728,1006.7431,1000,1050,240,30,0,2,1,10,10,7.5000,0.1000,0.6500,2,0,1
906.7000,907.6019,1006.7431,1000,1050,240,30,0,2,0,10,10,7.5000,0.1000,0.6500,2,0,1
916.0800,907.8615,1006.7431,1000,1050,240,30,0,2,0,10,10,7.5000,0.1000,0.6500,2,0,1
936.7100,917.8310,1006.7431,1000,1050,240,30,0,2,0,10,10,7.5000,0.1000,0.6500,2,0,1
913.6700,918.5770,1006.7431,1000,1050,240,30,0,2,0,10,10,7.5000,0.1000,0.6500,2,0,1
928.4500,920.2335,1006.7431,1000,1050,240,30,0,2,0,10,10,7.5000,0.1000,0.6500,2,0,1
920.2600,919.9206,1006.0657,1000,1050,240,30,2,0,0,10,10,5.0000,0.1000,0.6500,3,0,1
921.5400,932.7160,1006.0657,1000,1050,240,30,2,0,0,10,10,5.0000,0.1000,0.6500,3,0,1
923.1500,928.4367,1006.0657,1000,1050,240,30,2,0,0,10,10,5.0000,0.1000,0.6500,3,0,1
920.3300,928.6055,1006.0657,1000,1050,240,30,2,0,0,10,10,5.0000,0.1000,0.6500,3,0,1
937.1400,937.2272,1006.0657,1000,1050,240,30,2,0,0,10,10,5.0000,0.1000,0.6500,3,0,1
971.7400,948.2501,1006.0657,1000,1050,240,30,2,0,0,10,10,5.0000,0.1000,0.6500,3,0,1
944.7500,947.3104,1006.0657,1000,1050,240,30,2,0,0,10,10,5.0000,0.1000,0.6500,3,0,1
930.5100,946.8807,1006.0657,1000,1050,240,30,2,0,0,10,10,5.0000,0.1000,0.6500,3,0,1
960.8300,944.9985,1003.6981,1000,1050,240,30,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,1
929.4900,918.3259,1003.6981,1000,1050,240,30,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,1
933.8100,922.7203,1003.6981,1000,1050,240,30,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,1
917.8600,926.6005,1003.6981,1000,1050,240,30,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,1
1015.0200,916.2491,1003.6981,1000,1050,240,30,1,4,1,10,10,3.0000,0.1000,0.6500,4,0,1
933.9700,924.6494,1003.6981,1000,1050,240,30,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,1
905.5000,917.6595,1003.6981,1000,1050,240,30,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,1
932.3500,913.2290,1003.6981,1000,1050,240,30,1,4,0,10,10,3.0000,0.1000,0.6500,4,0,1
915.4300,893.0217,1008.1296,1000,1050,240,30,1,6,0,10,10,7.0000,0.1000,0.6500,5,0,1
910.0900,903.7610,1008.1296,1000,1050,240,30,1,6,0,10,10,7.0000,0.1000,0.6500,5,0,1
895.8700,909.7453,1008.1296,1000,1050,240,30,1,6,0,10,10,7.0000,0.1000,0.6500,5,0,1
919.0900,912.0735,1008.1296,1000,1050,240,30,1,6,0,10,10,7.0000,0.1000,0.6500,5,0,1
930.6200,917.0027,1008.1296,1000,1050,240,30,1,6,0,10,10,7.0000,0.1000,0.6500,5,0,1
937.4600,920.1789,1008.1296,1000,1050,240,30,1,6,0,10,10,7.0000,0.1000,0.6500,5,0,1
1001.5800,916.7295,1008.1296,1000,1050,240,30,1,6,1,10,10,7.0000,0.1000,0.6500,5,0,1
954.5300,940.8115,1008.1296,1000,1050,240,30,1,6,0,10,10,7.0000,0.1000,0.6500,5,0,1
947.8300,950.7518,1011.5614,1000,1050,240,30,1,5,0,10,10,5.5000,0.1000,0.6500,6,0,1
953.1500,959.5472,1011.5614,1000,1050,240,30,1,5,0,10,10,5.5000,0.1000,0.6500,6,0,1
973.5100,965.3882,1011.5614,1000,1050,240,30,1,5,0,10,10,5.5000,0.1000,0.6500,6,0,1
970.1700,977.3404,1011.5614,1000,1050,240,30,1,5,0,10,10,5.5000,0.1000,0.6500,6,0,1
991.8400,984.0407,1011.5614,1000,1050,240,30,1,5,0,10,10,5.5000,0.1000,0.6500,6,0,1
1010.5200,985.2863,1011.5614,1000,1050,240,30,1,5,1,10,10,5.5000,0.1000,0.6500,6,0,1
1000.6400,996.0054,1011.5614,1000,1050,240,30,1,5,0,10,10,5.5000,0.1000,0.6500,6,0,1
1002.2000,1001.7446,1011.5614,1000,1050,240,30,1,5,0,10,10,5.5000,0.1000,0.6500,6,0,1
972.9300,984.7549,1024.4162,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
985.3800,989.3289,1024.4162,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
980.8200,977.1499,1024.4162,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
967.2000,976.4481,1024.4162,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
1035.8400,962.8253,1024.4162,1000,1050,240,30,0,4,1,10,10,5.5000,0.1000,0.6500,7,0,1
957.9700,956.7116,1024.4162,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
959.3000,955.5989,1024.4162,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
990.4500,962.0038,1024.4162,1000,1050,240,30,0,4,0,10,10,5.5000,0.1000,0.6500,7,0,1
931.1600,933.6176,1023.0853,1000,1050,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,8,0,1
947.2500,934.2916,1023.0853,1000,1050,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,8,0,1
1026.7500,935.6206,1023.0853,1000,1050,240,30,0,2,1,10,10,3.0000,0.1000,0.6500,8,0,1
930.4600,926.4005,1023.0853,1000,1050,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,8,0,1
918.5800,915.0460,1023.0853,1000,1050,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,8,0,1
941.8900,927.2539,1023.0853,1000,1050,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,8,0,1
913.7400,919.1727,1023.0853,1000,1050,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,8,0,1
947.9700,922.6471,1023.0853,1000,1050,240,30,0,2,0,10,10,3.0000,0.1000,0.6500,8,0,1
918.8800,906.5214,1012.5908,1000,1050,240,30,0,3,0,10,10,6.5000,0.1000,0.6500,9,0,1
893.4600,897.5614,1012.5908,1000,1050,240,30,0,3,0,10,10,6.5000,0.1000,0.6500,9,0,1
879.7600,895.4816,1012.5908,1000,1050,240,30,0,3,0,10,10,6.5000,0.1000,0.6500,9,0,1
1017.8300,896.4802,1012.5908,1000,1050,240,30,0,3,1,10,10,6.5000,0.1000,0.6500,9,0,1
901.4600,904.0312,1012.5908,1000,1050,240,30,0,3,0,10,10,6.5000,0.1000,0.6500,9,0,1
909.8400,908.3173,1012.5908,1000,1050,240,30,0,3,0,10,10,6.5000,0.1000,0.6500,9,0,1
914.1700,908.1975,1012.5908,1000,1050,240,30,0,3,0,10,10,6.5000,0.1000,0.6500,9,0,1
898.8700,914.2943,1012.5908,1000,1050,240,30,0,3,0,10,10,6.5000,0.1000,0.6500,9,0,1
938.8900,923.6236,1013.8831,1000,1050,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,10,0,1
907.0900,917.6650,1013.8831,1000,1050,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,10,0,1
909.7000,912.3452,1013.8831,1000,1050,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,10,0,1
1013.9900,918.1283,1013.8831,1000,1050,240,30,0,3,1,10,10,5.0000,0.1000,0.6500,10,0,1
920.8400,912.6073,1013.8831,1000,1050,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,10,0,1
926.7400,924.9333,1013.8831,1000,1050,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,10,0,1
915.7300,921.6916,1013.8831,1000,1050,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,10,0,1
921.9900,916.6918,1013.8831,1000,1050,240,30,0,3,0,10,10,5.0000,0.1000,0.6500,10,0,1
918.2000,923.4241,1016.9188,1000,1050,240,30,0,4,0,10,10,7.5000,0.1000,0.6500,11,0,1
906.2800,918.7824,1016.9188,1000,1050,240,30,0,4,0,10,10,7.5000,0.1000,0.6500,11,0,1
907.9000,914.6681,1016.9188,1000,1050,240,30,0,4,0,10,10,7.5000,0.1000,0.6500,11,0,1
909.2900,913.8131,1016.9188,1000,1050,240,30,0,4,0,10,10,7.5000,0.1000,0.6500,11,0,1
1009.7000,892.9841,1016.9188,1000,1050,240,30,0,4,1,10,10,7.5000,0.1000,0.6500,11,0,1
889.0100,903.0230,1016.9188,1000,1050,240,30,0,4,0,10,10,7.5000,0.1000,0.6500,11,0,1
888.5300,894.9936,1016.9188,1000,1050,240,30,0,4,0,10,10,7.5000,0.1000,0.6500,11,0,1
900.7800,898.7418,1016.9188,1000,1050,240,30,0,4,0,10,10,7.5000,0.1000,0.6500,11,0,1
889.2400,896.6786,1025.1461,1000,1050,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,12,0,1
910.8200,903.1637,1025.1461,1000,1050,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,12,0,1
1046.3600,901.0720,1025.1461,1000,1050,240,30,0,2,1,10,10,4.5000,0.1000,0.6500,12,0,1
887.0600,884.9627,1025.1461,1000,1050,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,12,0,1
870.9700,877.5299,1025.1461,1000,1050,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,12,0,1
901.6200,876.3488,1025.1461,1000,1050,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,12,0,1
862.3400,866.8001,1025.1461,1000,1050,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,12,0,1
877.0800,871.9276,1025.1461,1000,1050,240,30,0,2,0,10,10,4.5000,0.1000,0.6500,12,0,1
855.7400,852.9162,1037.8975,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,13,0,1
848.0700,848.0009,1037.8975,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,13,0,1
1043.8100,847.7809,1037.8975,1000,1050,240,30,0,2,1,10,10,5.0000,0.1000,0.6500,13,0,1
855.1200,847.3271,1037.8975,1000,1050,240,30,0,2,0,10,10,5.0000,0.1000,0.6500,13,0,1
