observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
718.5600,714.4498,723.4786,700,750,40,5,0,4,0,10,10,4.0000,0.1000,0.6500,0,0,2
719.1400,710.7394,723.4786,700,750,40,5,0,4,0,10,10,4.0000,0.1000,0.6500,0,0,2
701.6400,706.8388,723.4786,700,750,40,5,0,4,0,10,10,4.0000,0.1000,0.6500,0,0,2
691.6600,703.7799,723.4786,700,750,40,5,0,4,0,10,10,4.0000,0.1000,0.6500,0,0,2
701.0400,694.0090,723.4786,700,750,40,5,0,4,1,10,10,4.0000,0.1000,0.6500,0,0,2
671.8300,684.3043,723.4786,700,750,40,5,0,4,0,10,10,4.0000,0.1000,0.6500,0,0,2
696.6600,693.1952,723.4786,700,750,40,5,0,4,0,10,10,4.0000,0.1000,0.6500,0,0,2
682.6600,697.0016,723.4786,700,750,40,5,0,4,0,10,10,4.0000,0.1000,0.6500,0,0,2
699.5900,717.5504,731.2315,700,750,40,5,0,4,0,10,10,6.0000,0.1000,0.6500,1,0,2
741.2700,733.0600,731.2315,700,750,40,5,0,4,0,10,10,6.0000,0.1000,0.6500,1,0,2
732.4600,728.0903,731.2315,700,750,40,5,0,4,0,10,10,6.0000,0.1000,0.6500,1,0,2
718.7700,714.6229,731.2315,700,750,40,5,0,4,0,10,10,6.0000,0.1000,0.6500,1,0,2
737.2400,701.4140,731.2315,700,750,40,5,0,4,1,10,10,6.0000,0.1000,0.6500,1,0,2
709.4800,702.6266,731.2315,700,750,40,5,0,4,0,10,10,6.0000,0.1000,0.6500,1,0,2
703.1600,708.7468,731.2315,700,750,40,5,0,4,0,10,10,6.0000,0.1000,0.6500,1,0,2
675.1700,702.7872,731.2315,700,750,40,5,0,4,0,10,10,6.0000,0.1000,0.6500,1,0,2
687.5000,692.9438,733.9148,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,2,0,2
672.4100,678.7032,733.9148,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,2,0,2
740.0000,666.9940,733.9148,700,750,40,5,0,2,1,10,10,5.5000,0.1000,0.6500,2,0,2
676.2400,677.1047,733.9148,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,2,0,2
687.8200,680.4239,733.9148,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,2,0,2
662.0300,676.0330,733.9148,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,2,0,2
677.9500,672.4984,733.9148,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,2,0,2
686.3400,678.8979,733.9148,700,750,40,5,0,2,0,10,10,5.5000,0.1000,0.6500,2,0,2
708.7800,691.2755,730.8368,700,750,40,5,0,4,0,10,10,4.5000,0.1000,0.6500,3,0,2
697.2700,696.8473,730.8368,700,750,40,5,0,4,0,10,10,4.5000,0.1000,0.6500,3,0,2
707.1700,701.1868,730.8368,700,750,40,5,0,4,0,10,10,4.5000,0.1000,0.6500,3,0,2
706.4700,704.2422,730.8368,700,750,40,5,0,4,0,10,10,4.5000,0.1000,0.6500,3,0,2
735.8300,709.2130,730.8368,700,750,40,5,0,4,1,10,10,4.5000,0.1000,0.6500,3,0,2
706.9700,714.6419,730.8368,700,750,40,5,0,4,0,10,10,4.5000,0.1000,0.6500,3,0,2
729.5900,719.0579,730.8368,700,750,40,5,0,4,0,10,10,4.5000,0.1000,0.6500,3,0,2
725.3300,717.4010,730.8368,700,750,40,5,0,4,0,10,10,4.5000,0.1000,0.6500,3,0,2
722.1300,723.3261,727.9108,700,750,40,5,0,2,0,10,10,6.0000,0.1000,0.6500,4,0,2
728.9600,727.7111,727.9108,700,750,40,5,0,2,0,10,10,6.0000,0.1000,0.6500,4,0,2
744.3200,733.3883,727.9108,700,750,40,5,0,2,1,10,10,6.0000,0.1000,0.6500,4,0,2
724.7100,751.9340,727.9108,700,750,40,5,0,2,0,10,10,6.0000,0.1000,0.6500,4,0,2
778.9700,752.0900,727.9108,700,750,40,5,0,2,0,10,10,6.0000,0.1000,0.6500,4,0,2
766.1400,743.0868,727.9108,700,750,40,5,0,2,0,10,10,6.0000,0.1000,0.6500,4,0,2
739.3200,749.6453,727.9108,700,750,40,5,0,2,0,10,10,6.0000,0.1000,0.6500,4,0,2
740.7200,744.6707,727.9108,700,750,40,5,0,2,0,10,10,6.0000,0.1000,0.6500,4,0,2
739.8100,739.6562,721.2505,700,750,40,5,2,0,0,10,10,5.5000,0.1000,0.6500,5,0,2
757.9900,743.8895,721.2505,700,750,40,5,2,0,0,10,10,5.5000,0.1000,0.6500,5,0,2
753.5600,745.8890,721.2505,700,750,40,5,2,0,0,10,10,5.5000,0.1000,0.6500,5,0,2
750.4100,754.7392,721.2505,700,750,40,5,2,0,0,10,10,5.5000,0.1000,0.6500,5,0,2
